,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number)
Run_1963,0.11248057513762749,59750.03686934769,31912.861117744265,4557.9956158826035
Run_1964,0.11248039972129337,59749.9748298521,32820.26992885883,8245.874925455864
Run_1965,0.11260759494289782,59798.3384649867,22045.860301470668,6652.495962658993
Run_1966,0.11239785591817542,59728.930598716266,34822.91151900803,9288.595666344088
Run_1967,0.0011439639190385135,3219.934080875036,780145.7861852061,3552599.4472325062
Run_1968,0.11248057515940472,59750.036883841545,32807.443716302,8243.294175942161
Run_1969,0.11241086360311034,59709.31949105893,42451.41200356454,9720.73491114456
Run_1970,0.11241086360311034,59709.31949105893,42451.41200356454,9720.73491114456
Run_1971,0.11241086360073126,59709.31949091162,42453.50667014957,9727.326435119627
Run_1972,0.11241086365176957,59709.31950128173,42423.34534575927,9632.727913012714
Run_1973,0.11240917893776557,59708.645518993224,42594.415727532454,9739.43728891914
Run_1974,4.98947739647205,59878.99563313484,888.5944837548237,4278.151480258939
Run_1975,0.11215124346491026,59639.242976010864,47849.31986480432,13839.13805634594
Run_1976,0.0006964262496960687,3091.147008556057,6695204.104987631,41950259.62382482
Run_1977,152378.10142841924,4127.382845514748,640.8648332937935,16003.440435893799
Run_1978,152378.1014280232,4127.3828455037155,640.1572644314458,15946.482381986427
Run_1979,152378.1014133303,4127.382845286635,645.4785153766234,16374.800512758731
Run_1980,152378.10181784627,4127.382451927988,640.8642133969386,16003.432943503223
Run_1981,0.0009111839888115688,3182.4501200911777,38389115.14842075,145780947.14716956
Run_1982,103521.38195301322,3646.2525927411593,252.64313714060154,4033.573208296459
Run_1983,9.53365261887664,59849.72683163302,475.9220643050577,5803.687474001226
Run_1984,152378.10142841924,4127.382845514748,640.8648332937935,16003.440435893799
Run_1985,0.0008014523084833164,3140.19289044082,18737884.398434892,89874015.13459551
Run_1986,0.0008014523084833164,3140.19289044082,18737884.398434892,89874015.13459551
Run_1987,0.000801551963493659,3140.224626832632,18737957.86458803,89874396.49410324
Run_1988,0.0008014043716018343,3140.176559541132,18737615.369119182,89872286.50880852
Run_1989,0.0008014647333430463,3140.2001085841275,19087822.341249853,89794990.98851211
Run_1990,127673.26106923605,4902.919201916151,482.65237755688406,73553.25839853515
Run_1991,0.0008014523084833164,3140.19289044082,18737884.398434892,89874015.13459551
Run_1992,0.0019664884652134213,3752.6648169894643,2717426203.2998824,13989146625.739386
Run_1993,832746.6063028676,5602.277002611593,3114.9192633638786,485545.69971801946
Run_1994,832746.6062948789,5602.27700130535,2894.6792429589937,437780.76864263526
Run_1995,832746.6063028693,5602.277002728874,3135.986381032569,490020.657604069
Run_1996,832746.5940245887,5602.289785308053,3114.9260311201856,485545.7408405998
Run_1997,0.001983504277064481,3758.542286191324,2763942993.233987,13977505186.092318
Run_1998,832746.6063028676,5602.277002611593,3114.9192633638786,485545.69971801946
Run_1999,127673.26355679722,4902.9166189536145,501.9400438604314,77685.37014809067
Run_2000,832746.6063028676,5602.277002611593,3114.9192633638786,485545.69971801946
Run_2001,0.11262858563295994,59791.31677644596,27332.006960412808,6394.227179301145
Run_2002,0.11262858563295994,59791.31677644596,27332.006960412808,6394.227179301145
Run_2003,0.11262858562979608,59791.316777170774,27338.21428564191,6432.820502139449
Run_2004,0.11262858563098474,59791.31676994858,27299.62153379843,6195.648450595598
Run_2005,0.11261815965983636,59787.630801471205,28297.539276796422,6551.39964265732
Run_2006,0.11252564958355428,59752.03884279324,35359.20641028442,7778.301648609944
Run_2007,0.11262858563295994,59791.31677644596,27332.006960412808,6394.227179301145
Run_2008,0.09641956509503798,53470.44936986821,96187.01858482395,303756.50564669666
Run_2009,0.08804641935813261,50167.08412511046,94190.00896031667,443743.94943181524
Run_2010,0.0880464193059941,50167.08410483206,93722.80656154023,439131.0088507826
Run_2011,0.08804641937094156,50167.08413711613,94766.72935935699,449444.9303013703
Run_2012,0.08804643724657067,50167.08670227989,94409.48033661363,443699.9897987526
Run_2013,0.09641954580887056,53470.44662780255,95594.0344465749,300864.60246017115
Run_2014,0.08804641935813261,50167.08412511046,94190.00896031667,443743.94943181524
Run_2015,0.11251562079439438,59748.4876610618,36096.53792460938,7847.796337506478
Run_2016,0.08804641935813261,50167.08412511046,94190.00896031667,443743.94943181524
Run_2017,0.005715545023381789,4380.913877891686,14433100607.795305,25679120222.39255
Run_2018,0.005715545023381789,4380.913877891686,14433100607.795305,25679120222.39255
Run_2019,0.005737007271974727,4387.353110730756,14433104971.568071,25679128979.531185
Run_2020,0.005686869045368554,4372.0459100138,14433088815.403368,25679095735.8299
Run_2021,0.0057155731319364945,4380.9297044210925,14433825939.439825,25678907587.181343
Run_2022,0.0027769395005187106,4051.24107637187,6995928071.373978,29002370142.84177
Run_2023,0.0022392630897165415,3562.136828935027,1801090996.288506,3912331214.140022
Run_2024,0.012301956928458315,13702.74718728461,608583.4799596965,2225521.6324529797
Run_2025,0.0008933557840559346,3131.5419742161885,311975.82093427645,2779177.9313578084
Run_2026,0.0008933560589499301,3131.541826127359,311974.428101942,2779161.2956054052
Run_2027,0.0008933553073817104,3131.5420397931666,311976.40677351656,2779185.0644643665
Run_2028,0.000893355782612873,3131.5419737654597,311958.5831014508,2779181.838694107
Run_2029,0.018495260617127297,17948.357426842813,375316.91435870016,1883877.7378716602
Run_2030,0.0011320432580739,3227.863663167995,934275.2219001971,4310735.108570838
Run_2031,0.0013129892442047208,3471.895352805522,633237869.5828056,4305431355.695065
Run_2032,0.0008933557840559346,3131.5419742161885,311975.82093427645,2779177.9313578084
Run_2033,0.07864204552740753,46403.72579635466,98591.96789508514,607251.2341990751
Run_2034,0.07864204552740753,46403.72579635466,98591.96789508514,607251.2341990751
Run_2035,0.07864204532395656,46403.72567540749,93065.88344000139,548406.1857368198
Run_2036,0.07864204557420738,46403.72582075568,99506.17805202915,617077.8402096317
Run_2037,0.07864204592197228,46403.72583392647,98595.98280377217,607250.4970174748
Run_2038,0.09765958735846693,53935.42443876165,102591.23887218298,284915.5905494417
Run_2039,0.07466331124483395,44782.51627345024,102422.7142887745,677816.9052453925
Run_2040,0.11234861449054853,59699.43264086594,41642.64240861695,10081.902404264152
Run_2041,0.11251868806989958,59774.27292350601,25255.031487653785,7587.426965916853
Run_2042,0.1125186880464651,59774.272920289535,25277.949974067393,7795.512923517604
Run_2043,0.11251868816533914,59774.27292755194,25116.816395336686,6423.760145079584
Run_2044,0.11251854241688636,59774.22231510781,25267.034278255345,7589.210773025419
Run_2045,0.11225493427840245,59673.99215393012,43872.24058395716,11376.604583493705
Run_2046,0.11258545721547251,59789.571824253704,24132.22327701584,6809.184425647391
Run_2047,0.09563981248958774,53122.869260033585,108026.30078216492,324927.66961118893
Run_2048,0.11251868806989958,59774.27292350601,25255.031487653785,7587.426965916853
Run_2049,39688.20109038841,23785.76196518809,288.4831251435058,41822.686337690146
Run_2050,39688.20109038841,23785.76196518809,288.4831251435058,41822.686337690146
Run_2051,39688.201090511335,23785.761965155885,291.50793198831195,42468.69905985681
Run_2052,39688.20109051135,23785.76196512177,286.9543351687463,41495.4604961795
Run_2053,39688.20161147806,23785.761452375926,288.4781919425525,41822.679991988894
Run_2054,0.007088854705960336,9854.757588279244,610812.7426111657,2367840.92234934
Run_2055,39688.20109038841,23785.76196518809,288.4831251435058,41822.686337690146
Run_2056,150721.32602298798,4701.364476276262,683.6240765468438,95121.73910173947
Run_2057,0.0017904691427953758,3559.737365502409,69094176.02061312,131153485.27804011
Run_2058,0.0017903265255819647,3559.6936037159808,69094107.21171589,131153324.23537125
Run_2059,0.0017905007233059008,3559.746894895052,69094185.81404516,131153508.68172364
Run_2060,0.0017904569601170802,3559.730744608825,68793703.81878605,131233648.78026132
Run_2061,150721.3282271915,4701.3622503873,690.6431174293125,96589.86542934574
Run_2062,0.0017904691427953758,3559.737365502409,69094176.02061312,131153485.27804011
Run_2063,0.007088856623189444,9854.757863514464,613845.8517669757,2367592.6260620914
Run_2064,0.0017904691427953758,3559.737365502409,69094176.02061312,131153485.27804011
Run_2065,0.11243265053887642,59731.36383756767,36305.74693532764,8955.370621564945
Run_2066,0.11243265053887642,59731.36383756767,36305.74693532764,8955.370621564945
Run_2067,0.11243265053898249,59731.3638377793,36310.79660755549,8979.150840502934
Run_2068,0.11243265057898463,59731.3638542161,36285.58287611001,8860.88616601903
Run_2069,0.11240028204983551,59719.86484912144,38414.027411766125,9468.826625886999
Run_2070,0.11233730873971474,59695.06772220404,42356.419285054304,10428.897561218217
Run_2071,0.11255271019896229,59762.29622256153,33356.17181344914,7401.97195539221
Run_2072,0.08465802351240578,48820.103347514385,101149.02093684688,512911.9398708014
Run_2073,0.0836751856834505,48419.37692427017,93396.05302817447,520430.08758971933
Run_2074,0.08367518569319664,48419.37692422796,93255.59833957013,518898.5004108976
Run_2075,0.08367518570928659,48419.37693326627,93655.3044169021,523258.562120684
Run_2076,0.08367521400761387,48419.38093156598,93688.16453028814,520371.57090467744
Run_2077,0.08968638421445897,50818.52198122062,94899.54603935426,418879.29209440475
Run_2078,0.07765749818443517,46004.951513169006,97787.24307326936,627952.6362257296
Run_2079,0.1124584056173871,59726.491660241205,39898.40194531515,8774.250829207567
Run_2080,0.0836751856834505,48419.37692427017,93396.05302817447,520430.08758971933
Run_2081,0.0006962202260816209,3091.129429205268,6658279.189158503,41955574.54878197
Run_2082,0.0006962202260816209,3091.129429205268,6658279.189158503,41955574.54878197
Run_2083,0.0006962236351227319,3091.130584028438,6658279.927760109,41955578.43474364
Run_2084,0.0006962160139542093,3091.1278613601444,6658277.954707571,41955567.11329682
Run_2085,0.0006962200773892784,3091.1293991922735,6656901.4733662475,41955999.6981916
Run_2086,0.0007032074839447184,3091.706968195854,8490847.828430885,41746226.42945417
Run_2087,0.0009102917735826073,3182.3838055881233,38188686.48005819,145817157.91798624
Run_2088,0.0013141998072545883,3472.14208988777,642165825.6649588,4304130685.6913395
Run_2089,0.0029311532894154644,4092.4558419930836,8796853142.60785,28662855976.965347
Run_2090,0.00292280248795478,4089.9159526819913,8796851102.775288,28662847540.60864
Run_2091,0.0029373136338098314,4094.303215443257,8796854440.589817,28662859566.125465
Run_2092,0.0029313080773467654,4092.543759210812,8800842074.559607,28661551002.309322
Run_2093,0.0027893515321635474,4053.5750103747137,7034666779.314618,28997051457.407227
Run_2094,0.001329175123143523,3476.0468442807255,819157635.4692106,4282245980.8298926
Run_2095,0.0009432782953580069,3185.133200763165,48177372.43886389,144079600.8467643
Run_2096,0.0029311532894154644,4092.4558419930836,8796853142.60785,28662855976.965347
Run_2097,0.09828528660780804,54148.8425713564,108036.67550166507,279457.9711768429
Run_2098,0.09828528660780804,54148.8425713564,108036.67550166507,279457.9711768429
Run_2099,0.09828528635455892,54148.842408946504,99044.46901014964,223538.05813654742
Run_2100,0.09828528663896945,54148.84258818426,108751.01575190849,283951.86345421075
Run_2101,0.09828525214120427,54148.83836741687,107826.19220677986,279499.7701425606
Run_2102,1929.997023520058,57955.05030786113,344.5518032734735,11496.395520540427
Run_2103,0.1000080843578649,54845.58022083388,102605.26634017397,244877.03187215026
Run_2104,0.0017893050730799025,3969.889627939557,947775.352234395,3349868.3114540568
Run_2105,52736.78181315589,11760.324217996544,29.483173842741337,800.2675422672429
Run_2106,52736.78181314569,11760.324218001417,30.341388612228688,882.1842954297102
Run_2107,52736.78181317748,11760.324217982174,26.440166072726417,506.964290565878
Run_2108,52736.78191369181,11760.32409532963,29.482980357695325,800.2656251681448
Run_2109,0.0016943922374145486,4121.450478169107,646134.823294673,2917756.0063729417
Run_2110,55186.71362709443,10679.0208285595,39.99400470840868,1261.4819164031096
Run_2111,1679.4491183201276,58194.854087377455,364.668765751394,10278.557354712011
Run_2112,52736.78181315589,11760.324217996544,29.483173842741337,800.2675422672429
Run_2113,0.0020293713055500287,3540.5975681262657,1599514304.3719726,3955947205.6428375
Run_2114,0.0020293713055500287,3540.5975681262657,1599514304.3719726,3955947205.6428375
Run_2115,0.0020364402710140272,3542.85073031158,1599521344.2312655,3955967481.680193
Run_2116,0.002012666538614647,3534.248697941323,1595673671.7038178,3942325586.5977144
Run_2117,0.0020291943767846753,3540.49219670874,1594361619.6696393,3957456777.0459146
Run_2118,467134.20990875893,4431.583926858136,1448.8533017852487,157642.062323243
Run_2119,0.0020293713055500287,3540.5975681262657,1599514304.3719726,3955947205.6428375
Run_2120,0.11277022580417691,59845.368645205606,13521.033334074422,4736.657883068395
Run_2121,0.9641210339916141,59865.11984277037,7310.546353902993,4320.092125958731
Run_2122,0.9641210332505021,59865.11979734974,7294.190049154131,3958.577780582696
Run_2123,0.9641210342600403,59865.11986392589,7318.409688298542,4496.447301349606
Run_2124,1.4013478223954365,59866.85920232685,6435.928345020054,4275.163812331595
Run_2125,0.11276051991905638,59841.971394730055,14705.963614253713,4804.591387028022
Run_2126,0.9641210339916141,59865.11984277037,7310.546353902993,4320.092125958731
Run_2127,467134.20847092965,4431.585494855277,1440.066902465229,155944.07469510907
Run_2128,0.9641210339916141,59865.11984277037,7310.546353902993,4320.092125958731
Run_2129,0.07804951511919488,46163.84994911394,98273.865125721,626721.4061608503
Run_2130,0.07804951511919488,46163.84994911394,98273.865125721,626721.4061608503
Run_2131,0.07804951513714875,46163.84995204899,97662.5664011765,619983.8688545645
Run_2132,0.07804951514581043,46163.84996726439,98212.6057575955,626045.6913910839
Run_2133,0.07804954714383376,46163.85496281429,98966.55315753065,626593.8963517701
Run_2134,0.08422566858263007,48647.58650355081,100377.85370029885,523014.48970070947
Run_2135,0.07804951511919488,46163.84994911394,98273.865125721,626721.4061608503
Run_2136,0.0010755132311641615,3199.8284111345815,668057.695511408,3569762.4029883393
Run_2137,0.0011115140873349783,3210.447201594005,729687.9461095979,3559365.537503396
Run_2138,0.0011115146517974095,3210.447794496068,729692.0237210401,3559402.7562424815
Run_2139,0.0011115144542305875,3210.4473810577956,729689.255213363,3559377.172887027
Run_2140,0.0011115133954099615,3210.4469496371757,718877.3376113027,3561735.0369397467
Run_2141,0.0010755139675132515,3199.828083039443,679283.1215198903,3567331.954104854
Run_2142,0.0011115140873349783,3210.447201594005,729687.9461095979,3559365.537503396
Run_2143,0.0842256966784298,48647.59085355473,100136.16593117037,514629.11694735795
Run_2144,0.0011115140873349783,3210.447201594005,729687.9461095979,3559365.537503396
Run_2145,0.0007030529441231668,3091.539566727645,144402.82653458652,2927556.699198578
Run_2146,0.0007030529441231668,3091.539566727645,144402.82653458652,2927556.699198578
Run_2147,0.0007031632961968659,3091.6319521256446,7832323.761945181,38164623.16906874
Run_2148,0.0007032878226718698,3091.692827576356,8627186.22868067,41713646.00114315
Run_2149,0.0007030529472372101,3091.539567386261,144503.31715740374,2927553.945685627
Run_2150,0.0006958411035006911,3090.9786475877695,92917.20059593901,2927856.606679033
Run_2151,0.0009422454069537448,3184.164101319439,673148.3916196219,6563708.872355675
Run_2152,0.09581943585653135,53235.49940094833,68049.04095984939,82625.0848960367
Run_2153,0.06721705693372854,41715.989023523805,99610.82333348271,806833.8572727046
Run_2154,0.067217056778673,41715.98894067853,96575.14279720973,770679.7447898784
Run_2155,0.06721705655901104,41715.98880079041,89500.1162776215,688151.3760877417
Run_2156,0.06721704166908062,41715.98690025349,99489.91255090451,806854.7251456921
Run_2157,0.08925779261941463,50625.882280276084,107847.63388567441,440622.258625795
Run_2158,0.07845249444290718,46308.13512296485,92267.28006141372,610756.6727624106
Run_2159,0.0009097618348741362,3182.371162387989,39403957.61728826,145540056.32802904
Run_2160,0.06721705693372854,41715.989023523805,99610.82333348271,806833.8572727046
Run_2161,12.451432075116172,59846.508523935816,477.85600649047717,5857.40594013293
Run_2162,12.451432075116172,59846.508523935816,477.85600649047717,5857.40594013293
Run_2163,12.451432077584167,59846.50852711079,478.84909624635867,5899.744850901913
Run_2164,12.451432073529894,59846.508523373464,476.71952036951825,5808.9536784511565
Run_2165,12.499184870040674,59846.500258233835,477.5783855914927,5853.907768421662
Run_2166,0.11251568360462552,59774.020595817026,25365.427102356367,7774.248481620704
Run_2167,9.341416938673255,59860.347478736425,493.8036522044601,5206.974874283016
Run_2168,1234322.8321088823,4440.346236014805,594.6711008793167,19682.1896044381
Run_2169,0.002213948578023869,3794.5936287119903,4030440385.101361,13471382189.973022
Run_2170,0.0022077537060339178,3792.716548706367,4030438850.5874014,13471376759.783623
Run_2171,0.002216757425488147,3795.428879212121,4030440810.789464,13471383908.855213
Run_2172,0.002213764174720847,3794.4908382070907,4025786157.5236006,13472698979.97182
Run_2173,839627.8091330462,3975.4278563561734,273.0174162944463,7806.585794674055
Run_2174,0.0031970786070426205,4125.2120605710525,9774883372.261744,27808742627.975883
Run_2175,0.11258810789280357,59791.07894726474,23855.965296879294,6931.473538463329
Run_2176,0.002213948578023869,3794.5936287119903,4030440385.101361,13471382189.973022
Run_2177,0.0027633638202750246,4039.5371072770704,7787559313.653428,28832933508.863556
Run_2178,0.0027633638202750246,4039.5371072770704,7787559313.653428,28832933508.863556
Run_2179,0.002787474193576344,4048.5140443360524,7788728784.262464,28840458668.05748
Run_2180,0.002861547934912871,4072.5588941332267,7788931193.51383,28841572093.391193
Run_2181,0.002766054091538003,4041.2847949370102,7882727858.981499,28807964768.969208
Run_2182,0.003498159881397436,4123.671636573082,10531387414.496498,27078441332.500183
Run_2183,0.001987477571956165,3755.205716001844,3160909823.35379,13899436699.976995
Run_2184,0.07751565670113461,45940.741664966554,100076.45669482369,610926.52886142
Run_2185,0.10379651488623516,56305.70002671402,102482.72860644419,180800.77248718258
Run_2186,0.10379651488317686,56305.70002544238,102426.6879030111,180518.27285748857
Run_2187,0.10379651482545899,56305.69999289512,100984.98617750652,173263.78700482677
Run_2188,0.103796590011567,56305.70820813405,102271.3189089386,180844.26882363058
Run_2189,0.08127287332468867,47464.66956142052,99840.04929790058,572675.6575400762
Run_2190,0.10257680251065757,55802.6123245884,108042.14416970179,206947.0851234275
Run_2191,0.0025028527463827775,3822.8321890123816,4453378796.062573,13148562100.684952
Run_2192,0.10379651488623516,56305.70002671402,102482.72860644419,180800.77248718258
Run_2193,5515.668022969156,54836.219469758835,154.9343007800311,24064.84221995863
Run_2194,5515.668022969156,54836.219469758835,154.9343007800311,24064.84221995863
Run_2195,5515.668022971951,54836.21946974953,150.59234636565952,23117.301107651834
Run_2196,5515.668022965199,54836.21946971531,154.6158534573987,23995.51424640502
Run_2197,5515.668067845615,54836.21944169922,154.9248510093113,24064.84165268575
Run_2198,0.0009075930332827897,3135.7710591736563,326988.8504264841,2776888.267445935
Run_2199,5515.668022969156,54836.219469758835,154.9343007800311,24064.84221995863
Run_2200,99427.81136683575,5187.487476410447,1721.1429963146984,243395.80201566374
Run_2201,0.0006971323644068126,3091.192607119901,6903862.708125185,41912033.103441216
Run_2202,0.0006971840114777764,3091.2101786371604,6903981.375625718,41912899.209126644
Run_2203,0.000697150344971506,3091.198744807601,6903957.512293142,41912750.92373477
Run_2204,0.0006971313335799435,3091.1919883374912,6872813.539588567,41919950.49269894
Run_2205,99427.81216278426,5187.4866330120985,1522.77617721831,219441.63926181226
Run_2206,0.0006971323644068126,3091.192607119901,6903862.708125185,41912033.103441216
Run_2207,0.0009075936836499087,3135.7704410819856,328589.8491920196,2776436.292020525
Run_2208,0.0006971323644068126,3091.192607119901,6903862.708125185,41912033.103441216
Run_2209,0.0008439376915431513,3149.4678222399552,26524040.644493487,88119673.94588077
Run_2210,0.0008439376915431513,3149.4678222399552,26524040.644493487,88119673.94588077
Run_2211,0.0008440089002208226,3149.4907058997173,26524120.568267237,88119989.79929462
Run_2212,0.0008437706303341751,3149.4084036866057,26517451.42701551,88084700.44877203
Run_2213,0.0008439467827092385,3149.4730896621877,26778363.884011123,88054656.86637391
Run_2214,0.0008213673821118434,3141.829677963771,23773595.13912174,89025495.11786778
Run_2215,0.0007200247664888594,3100.742929113672,9171685.491283119,41488359.86141051
Run_2216,0.1125416336563137,59773.57884715245,27885.43893012549,7214.226081227733
Run_2217,0.1125807549533867,59773.05074789858,31180.47552184888,6717.394309388585
Run_2218,0.11258075494402797,59773.050745388675,31127.442879627295,6460.156351469621
Run_2219,0.11258075496251518,59773.05074654655,31221.649562039085,6922.927189906523
Run_2220,0.1125703040594575,59769.198875695605,32056.921480448793,6873.434035386373
Run_2221,0.11266037399786283,59803.428809685356,24488.05758098062,5743.6130937716525
Run_2222,0.11246259621123933,59742.99520966103,34089.2018070669,8155.760659591999
Run_2223,0.0007018721944486685,3091.5830555269536,8077031.6911877105,41772916.15457459
Run_2224,0.1125807549533867,59773.05074789858,31180.47552184888,6717.394309388585
Run_2225,0.11236214595288008,59689.6094543755,45454.15924729792,10419.015227884502
Run_2226,0.11236214595288008,59689.6094543755,45454.15924729792,10419.015227884502
Run_2227,0.11236214608710489,59689.60948364655,45457.53809740372,10429.17533420239
Run_2228,0.11236214594594529,59689.60945327234,45449.08864349834,10403.781638208002
Run_2229,0.11234974142972132,59685.03372306542,46167.51597449475,10659.066038400255
Run_2230,3.095404194951555,59875.64507057869,2795.073314472522,4367.147812074759
Run_2231,0.11208573120492257,59609.84955957694,52010.64493819163,14569.364878721033
Run_2232,0.0008891633947345741,3130.292533599218,309334.9936435615,2779505.114444783
Run_2233,49372.08846962351,15295.269958250175,439.6593902951777,35658.25654483374
Run_2234,49372.08846435227,15295.26995812436,439.20466208388814,35582.87535958312
Run_2235,49372.08846496383,15295.269958217212,440.106498323358,35732.353314891414
Run_2236,49372.0893825963,15295.269028116436,439.65787000050483,35658.23779395405
Run_2237,0.001122407728686401,3224.945675583452,907830.8230283104,4315725.304006487
Run_2238,42235.86358876401,19882.707299673195,428.3740205978628,24107.313750100224
Run_2239,5.163660440466034,59853.689284829714,479.73369005862776,5917.435287037332
Run_2240,49372.08846962351,15295.269958250175,439.6593902951777,35658.25654483374
Run_2241,0.0011682508552762097,3238.7633569856293,1010762.5456313294,4296250.487650333
Run_2242,0.0011682508552762097,3238.7633569856293,1010762.5456313294,4296250.487650333
Run_2243,0.0011682538406026298,3238.7643719940475,1010770.7745331195,4296329.312079717
Run_2244,0.0011682437779334674,3238.760844017369,1010301.2083943924,4293633.878512234
Run_2245,0.0011682492735120246,3238.762997628872,996714.1399977328,4299106.910589576
Run_2246,75.5458850075676,60624.41478890066,116.42354804989144,22810.900795730366
Run_2247,0.0009088672056981311,3136.147518678547,329769.98756056384,2776314.956023654
Run_2248,0.0027729209337858988,4049.1703006898565,7496862473.358339,28888744522.303722
Run_2249,266682.9549844991,33087.33672638793,57153.23151006476,7166625.478608775
Run_2250,266682.9549821249,33087.3366016968,43111.38561944032,5642773.090023572
Run_2251,266682.95496913546,33087.33679183668,63503.023723948056,7851314.957041181
Run_2252,266682.95592110953,33087.33574613377,57153.2311417659,7166625.474146439
Run_2253,0.001312325125338164,3471.356213445605,665308578.8074659,4300061526.131774
Run_2254,725124.1276232307,46012.82707849706,326486.8531952626,41774770.66775465
Run_2255,50.54819517441238,60125.43534778341,138.08221413494638,20710.571185448876
Run_2256,266682.9549844991,33087.33672638793,57153.23151006476,7166625.478608775
Run_2257,0.11264082541228294,59811.1100557108,18768.527100822004,6232.250030403394
Run_2258,0.11264082541228294,59811.1100557108,18768.527100822004,6232.250030403394
Run_2259,0.11264082541239469,59811.11005575727,18771.979926083375,6275.00534355858
Run_2260,0.11264082542417535,59811.110059104496,18780.820327335277,6385.2653430163355
Run_2261,0.11263886298107464,59811.172529281386,19032.97958192582,6285.217272895124
Run_2262,0.11235546058861576,59702.62347863063,41197.18918735177,10020.536709261727
Run_2263,0.11257902514036047,59797.92974133001,19410.456403337063,6937.901058839583
Run_2264,0.10435155456509301,56518.81079414333,101710.60748344124,168017.0839029211
Run_2265,0.07706817003139357,45759.64145320217,102784.24227761387,648539.3949006432
Run_2266,0.0770681700281581,45759.64145154943,102724.49161163771,647910.8070303266
Run_2267,0.07706816999927164,45759.641436592065,102174.10224747685,642125.5385045768
Run_2268,0.07706815594080857,45759.64069610344,103348.86756664043,648438.3077457075
Run_2269,0.10320801267494038,56044.78864954644,107613.85645495295,195697.80918280542
Run_2270,0.08086129351641815,47299.13554318236,99296.81034287435,579732.5683628278
Run_2271,0.11224789194858784,59674.016478558835,44006.696803803134,11882.947240498688
Run_2272,0.07706817003139357,45759.64145320217,102784.24227761387,648539.3949006432
Run_2273,835360.4677592803,6166.7830449467565,3668.979382104929,218350.79735449812
Run_2274,835360.4677592803,6166.7830449467565,3668.979382104929,218350.79735449812
Run_2275,835360.4677620538,6166.783045027709,3682.0665476688273,220192.71836749796
Run_2276,835360.4677590516,6166.783044794592,3635.7608508592116,213662.56028203218
Run_2277,835360.4660476927,6166.785180868047,3668.982835924524,218350.8337163643
Run_2278,0.001990963612665334,3760.374483561974,2816661615.3560843,13966523009.929869
Run_2279,835360.4677592803,6166.7830449467565,3668.979382104929,218350.79735449812
Run_2280,129085.18903554475,4111.289371180857,643.8427146431961,38273.179618990995
Run_2281,0.0008033640629201768,3140.373311037825,19247072.856354944,89773947.20671432
Run_2282,0.00080334679945741,3140.3678780459263,19247068.431688666,89773927.38275099
Run_2283,0.0008033809634337937,3140.378853211322,19247076.053985275,89773960.90843074
Run_2284,0.0008033731892028207,3140.3782625104795,19471656.498802945,89722701.23105167
Run_2285,129085.18868951027,4111.289794653063,642.2410978537936,38048.120118103805
Run_2286,0.0008033640629201768,3140.373311037825,19247072.856354944,89773947.20671432
Run_2287,0.0019883423262417608,3759.283570140232,2786885229.3787966,13974103901.552963
Run_2288,0.0008033640629201768,3140.373311037825,19247072.856354944,89773947.20671432
Run_2289,0.09269260600972584,52006.945250732446,95709.35110989682,370050.10218867287
Run_2290,0.09269260600972584,52006.945250732446,95709.35110989682,370050.10218867287
Run_2291,0.0926926056785564,52006.94504013327,83766.92987582393,267088.11637100636
Run_2292,0.0926926058965685,52006.9451900348,93145.04173117728,347737.6344906417
Run_2293,0.09269263216597022,52006.948956760054,95998.43839120482,369990.66264081857
Run_2294,0.09865854312345856,54344.664645686025,96301.51533763419,266046.95711662265
Run_2295,0.08511895607873741,48988.79946759771,105610.81645883468,511959.6414751536
Run_2296,0.1125738923508677,59770.73390128403,31863.339263877446,7183.57559170903
Run_2297,0.11248764013137041,59762.555993359965,26263.806469075087,1072.94152026029
Run_2298,0.11248764015587918,59762.556012460904,27846.5432638448,7394.437217257282
Run_2299,0.11248764014724547,59762.55600675309,27503.038019698157,5304.606016173091
Run_2300,0.11245468083566064,59751.44409932249,28417.19344640521,1149.9110547987675
Run_2301,0.11239273739119371,59726.483419303135,32562.033611467054,1304.4190932424453
Run_2302,0.1126582293515006,59802.58091546036,23382.37225163593,804.1611316672885
Run_2303,0.09307922743709574,52124.85966679722,69363.54725101365,56118.23114471398
Run_2304,0.11248764013137041,59762.555993359965,26263.806469075087,1072.94152026029
Run_2305,0.11258548176780984,59789.65811634955,24131.40243304092,6893.3219122642695
Run_2306,0.11258548176780984,59789.65811634955,24131.40243304092,6893.3219122642695
Run_2307,0.11258548179883524,59789.6581145226,24116.8168405187,6765.806624028705
Run_2308,0.11258548176770013,59789.658116316816,24129.963025920973,6880.664280262085
Run_2309,0.11258536100609927,59789.61551065226,24142.065609397898,6894.803997462716
Run_2310,0.9246700584887316,59853.43843508176,5898.467546519558,5366.854642383223
Run_2311,0.11258548176780984,59789.65811634955,24131.40243304092,6893.3219122642695
Run_2312,0.11258548176780984,59789.65811634955,24131.40243304092,6893.3219122642695
Run_2313,0.9226335736677805,59853.41830398955,5901.753271467833,5234.06215755262
Run_2314,0.9226335738405909,59853.41831636893,5905.672006285326,5356.124058393773
Run_2315,0.922633573531114,59853.418302284015,5902.418464894366,5254.754032174949
Run_2316,0.9246700582921463,59853.43842105039,5894.1924271583,5233.614779780937
