,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number)
Run_718,0.0013314105003769477,3476.7790438087395,844401897.3542646,4279944749.0591397
Run_719,0.0013158029954797993,3282.2460887029997,1230509.011058503,4262406.1872528065
Run_720,0.002952202672067927,4099.1131119841975,9011279548.016632,28628770079.84481
Run_721,0.11246430124666136,59743.530484158066,34056.20230195526,8546.520478324826
Run_722,0.11246430124666136,59743.530484158066,34056.20230195526,8546.520478324826
Run_723,0.1124643012491144,59743.5304840669,34018.496488225246,8351.544541237034
Run_724,0.11246430128552029,59743.53048869583,33938.622507523105,7950.126705626356
Run_725,0.11246084585239746,59742.30166175097,34301.16631784878,8598.524908002535
Run_726,0.11217085026310082,59631.8267329066,50766.91804244956,13318.291976073364
Run_727,0.11258072316685078,59773.0118148277,31236.56381675615,7061.101581329182
Run_728,0.0011307043549202242,3216.0670943053838,763044.6206830321,3554354.370087367
Run_729,0.0008827036292512452,3128.360274360533,281612.5952709085,2663932.222884354
Run_730,0.0008827081660414727,3128.362365752199,303068.77014903637,2780347.6966874986
Run_731,0.0008827095898877547,3128.362877925542,303081.48035415466,2780484.383082945
Run_732,0.0008827036530954887,3128.3602793862246,281883.0987680728,2663880.1014687945
Run_733,0.0009505789786896492,3148.393677082775,358554.9529206232,2655244.9232372283
Run_734,0.00101297170749873,3181.111339020852,559751.1283723196,3402714.6710159546
Run_735,0.1123357465017475,59679.5408564478,45929.77085858597,8506.963464070865
Run_736,0.0008827036292512452,3128.360274360533,281612.5952709085,2663932.222884354
Run_737,0.0008081977302579607,3140.5700020103804,17421740.09229206,77858087.92969176
Run_738,0.0008081977302579607,3140.5700020103804,17421740.09229206,77858087.92969176
Run_739,0.0008082877618363787,3140.6268948365205,19389381.196365,85240776.36373426
Run_740,0.00080867118682575,3140.788944409286,20324891.506606493,89582430.90056163
Run_741,0.0008082007686148608,3140.572553213864,17632649.56537949,77819067.14221258
Run_742,0.0008126314943869576,3140.9253635062028,18394700.93385669,77727061.76661561
Run_743,0.0006969298834523938,3091.121907184389,5872803.510511865,36956706.513620555
Run_744,0.0008081977302579607,3140.5700020103804,17421740.09229206,77858087.92969176
Run_745,0.0006987975637301734,3091.336676977671,7217501.275553605,41873845.111868456
Run_746,0.0006987878214441059,3091.3335287653545,7217493.7023674715,41873800.77797354
Run_747,0.0006986547649923196,3091.2773176750757,6896687.923851838,40051730.3424185
Run_748,0.0006987964244454723,3091.336025728969,7187141.600206065,41881648.53529691
Run_749,0.0006970962623467527,3091.1977516035295,6855756.466772356,41923630.0687444
Run_750,0.0008131670131262029,3141.169085497671,21619152.228381712,89343712.05286719
Run_751,0.0006987975637301734,3091.336676977671,7217501.275553605,41873845.111868456
Run_752,0.0006987975637301734,3091.336676977671,7217501.275553605,41873845.111868456
Run_753,0.10226294831837278,55682.090507178356,108146.37508869365,212191.47092736803
Run_754,0.10226294831837278,55682.090507178356,108146.37508869365,212191.47092736803
Run_755,0.1022629483668579,55682.09052922297,108175.91687771732,212347.63248674618
Run_756,0.10226294832310051,55682.090510145994,108238.48863979502,212678.42213963854
Run_757,0.1040890181468372,55954.53275186373,161162.55776758635,213989.9405806444
Run_758,0.1101236268867227,58681.232252429814,101290.86645094052,69457.1550113895
Run_759,0.10352032203219341,56199.57569462352,102566.13905398325,185421.92897701106
Run_760,0.10226294831837278,55682.090507178356,108146.37508869365,212191.47092736803
Run_761,0.11104124245606366,58881.99056274432,111795.06623716957,61373.78019641446
Run_762,0.11104124245594713,58881.99056241063,111781.02554558385,61342.056961207265
Run_763,0.11104124243306347,58881.99055099647,111735.29492960527,61238.756148756314
Run_764,0.11039779967768702,58827.493233364316,95309.42305708383,60601.944897737136
Run_765,0.104479029789247,56325.30805540034,132810.98735402527,188273.30117766012
Run_766,0.11133575679269776,58793.08993964672,132477.77269083483,70542.9674610691
Run_767,0.11104124245606366,58881.99056274432,111795.06623716957,61373.78019641446
Run_768,0.11104124245606366,58881.99056274432,111795.06623716957,61373.78019641446
Run_769,0.11237690905060123,59710.75126752729,39868.95070504882,9609.798353551103
Run_770,0.11237690905060123,59710.75126752729,39868.95070504882,9609.798353551103
Run_771,0.11237690905527419,59710.751268961154,39926.069652942686,9838.95753671312
Run_772,0.11237690902439194,59710.751270021996,39845.74430703435,9517.885215270513
Run_773,0.11240487229594799,59723.50083570894,37585.06815906816,9446.013367913723
Run_774,0.11258615385023081,59790.30744077777,24015.35931457897,6758.553834078779
Run_775,0.11227859855853403,59683.865122757314,42409.82452819074,10933.921817037854
Run_776,0.11237690905060123,59710.75126752729,39868.95070504882,9609.798353551103
Run_777,0.11254018411078329,59784.90174172383,23319.171265605448,7633.213776684082
Run_778,0.1125401841064329,59784.901740521214,23287.749841221288,7368.387560293811
Run_779,0.11254018410989133,59784.9017416623,23322.57453724222,7662.255689950747
Run_780,0.11251681292952893,59774.28808625916,25293.172071273344,7737.490745680202
Run_781,0.1123151303503302,59700.66614381857,39564.75555418743,10951.7825503584
Run_782,0.11260655622307164,59799.53824879348,22241.812135471475,6824.995654117933
Run_783,0.11254018411078329,59784.90174172383,23319.171265605448,7633.213776684082
Run_784,0.11254018411078329,59784.90174172383,23319.171265605448,7633.213776684082
Run_785,16506.221946699727,44230.08585367376,203.1027569843453,28765.910702450197
Run_786,16506.221946699727,44230.08585367376,203.1027569843453,28765.910702450197
Run_787,16506.221951963013,44230.08585358884,201.7529848893509,28482.710834658348
Run_788,16506.221946967868,44230.0858537637,203.00850193010436,28746.15214646563
Run_789,16506.221828536127,44230.08596516073,203.11019819763618,28765.911100110745
Run_790,0.0008969985961969245,3132.6269393822167,317497.3798434105,2778197.570729307
Run_791,16506.221946699727,44230.08585367376,203.1027569843453,28765.910702450197
Run_792,16506.221946699727,44230.08585367376,203.1027569843453,28765.910702450197
Run_793,0.0008970004160375616,3132.626793362535,316066.23607392923,2778511.100128124
Run_794,0.0008969985347693436,3132.626895112755,316067.1333834949,2778521.8168288446
Run_795,0.0008970002192215978,3132.62680925156,316066.377929856,2778512.7947646366
Run_796,0.0008970005464423622,3132.6268307556816,317496.42415378237,2778186.192313989
Run_797,16506.221828465277,44230.085965024744,201.5292914359219,28434.16208751428
Run_798,0.0008970004160375616,3132.626793362535,316066.23607392923,2778511.100128124
Run_799,0.0008970004160375616,3132.626793362535,316066.23607392923,2778511.100128124
Run_800,0.0008970004160375616,3132.626793362535,316066.23607392923,2778511.100128124
Run_801,0.09506342686676775,52898.68730662398,80174.55042699035,141129.89191542126
Run_802,0.09506342686676775,52898.68730662398,80174.55042699035,141129.89191542126
Run_803,0.09506342701740415,52898.68743873718,92958.838723611,236817.71972985918
Run_804,0.09506342709537707,52898.68750017313,97740.33579627566,270119.18343761517
Run_805,0.09506354358555247,52898.70192374104,80741.39563897134,141088.1613250078
Run_806,0.08050097092658522,47144.14490960076,71585.95404791181,252305.30168412765
Run_807,0.10011547043957668,54911.58459303061,75048.75869852387,99971.73361884021
Run_808,0.09506342686676775,52898.68730662398,80174.55042699035,141129.89191542126
Run_809,0.08913573988378055,50600.036289030904,92222.18601509744,401618.60189338477
Run_810,0.08913573973520943,50600.03618952668,86383.05368318448,346520.2712554659
Run_811,0.0891357396625953,50600.0361327652,82004.1974432256,305001.5592569069
Run_812,0.08913571480356235,50600.03274863435,91966.37339835087,401666.6392589125
Run_813,0.10011549849317562,54911.58865121962,93858.38244993909,222631.75239820863
Run_814,0.08050112613359199,47144.16589043925,101308.05156384873,551157.6110406758
Run_815,0.08913573988378055,50600.036289030904,92222.18601509744,401618.60189338477
Run_816,0.08913573988378055,50600.036289030904,92222.18601509744,401618.60189338477
Run_817,0.0019941598956493803,3761.091032689593,2853132086.926555,13958939466.793894
Run_818,0.0019941598956493803,3761.091032689593,2853132086.926555,13958939466.793894
Run_819,0.0019945997055563058,3761.2227793771417,2853132211.9540443,13958939658.446592
Run_820,0.0019425773877582448,3742.083912723197,2838128527.4959464,13851382760.999575
Run_821,0.0019926431142905923,3760.243683119666,2814669931.3667946,13968776512.079834
Run_822,833118.5408594599,5689.074856319573,3274.367113593878,452196.2008099868
Run_823,0.0019941598956493803,3761.091032689593,2853132086.926555,13958939466.793894
Run_824,0.0008045607357242772,3140.477148707598,19737386.31894852,89672397.43700849
Run_825,128113.26819480816,4560.921078396532,474.3111379110959,60603.69769974948
Run_826,128113.26819376758,4560.921078375476,470.13883185856946,59683.808946605386
Run_827,128113.2681947047,4560.921078739531,534.8123187215807,73388.4691887807
Run_828,128113.27020623535,4560.9189662387735,474.30964809221734,60603.69042165053
Run_829,0.0008042665518987778,3140.3712138588703,19417462.869024817,89543422.32140125
Run_830,128113.26819480816,4560.921078396532,474.3111379110959,60603.69769974948
Run_831,833118.5307094796,5689.08554613422,2851.480953494453,361638.7825082524
Run_832,128113.26819480816,4560.921078396532,474.3111379110959,60603.69769974948
Run_833,0.0010630605920237909,3196.1298072759905,660914.1008963714,3570502.8961851476
Run_834,0.0010630605920237909,3196.1298072759905,660914.1008963714,3570502.8961851476
Run_835,0.0010630610002834583,3196.1299764003857,660915.4915938359,3570517.1362541243
Run_836,0.0010630609957824485,3196.1299533853653,660915.3097510672,3570515.22823154
Run_837,0.0010630613381742778,3196.12998370842,667769.1011244117,3569057.0939628975
Run_838,52475.792014102226,11990.175018320699,29.47458341624022,818.4209055695281
Run_839,0.0009120752308290793,3137.096434281365,331900.7229784389,2776144.62972991
Run_840,0.0008101479091110572,3140.9173420910865,20932134.261337362,89459434.75739224
Run_841,103773.66614825996,3435.7169453021684,20.95068844184577,461.24703476321747
Run_842,103773.66614689348,3435.7169453014812,20.864666657188042,454.7808806419544
Run_843,103773.66613278967,3435.716945764842,20.87880640383483,455.84394158777866
Run_844,103773.666188236,3435.7169455402004,20.950688675340146,461.2470401023075
Run_845,0.0006976614407061887,3091.2458491578777,7000219.989021315,41899553.16985633
Run_846,130047.80995568464,3569.8359414521574,52.27472283550606,1475.090162228601
Run_847,48614.706942350334,14229.66118188508,17.545711198510922,387.49934444506755
Run_848,103773.66614825996,3435.7169453021684,20.95068844184577,461.24703476321747
Run_849,0.003946613683600526,4193.09517126557,11158624587.356098,26708785691.725796
Run_850,0.003946613683600526,4193.09517126557,11158624587.356098,26708785691.725796
Run_851,0.003949196748586649,4193.893308413526,11158625609.728327,26708788529.313408
Run_852,0.003964458996606049,4198.543548312416,11158629875.153046,26708799997.098255
Run_853,0.0039483128336191145,4194.063775393408,11203588498.649982,26695830465.869617
Run_854,0.002914770575081137,4087.425402847552,8768416872.070494,28667305487.92604
Run_855,0.0027115861577853605,3840.0272082785964,4762275541.714886,12983435410.455072
Run_856,0.11260074578736115,59807.45809312324,17383.17605832594,6831.626368090316
Run_857,0.11249175528241996,59754.45641300564,31951.75485049895,8140.176359103407
Run_858,0.11249175532752355,59754.45643048477,31950.576863804592,8133.450175983875
Run_859,0.1124917553287121,59754.456428034224,31939.364504148154,8069.633520586766
Run_860,0.11249965568537719,59758.95619112192,31306.13179791072,8150.013384662073
Run_861,0.11265516427843175,59816.56799434992,17307.827962606396,6205.969253871473
Run_862,0.11240897434736719,59733.41604021174,33989.73225190529,9184.563239528674
Run_863,0.0020572006014736525,3777.0812255680944,3586816129.0604076,13836054499.306581
Run_864,0.11249175528241996,59754.45641300564,31951.75485049895,8140.176359103407
Run_865,1574.8722828005762,58306.601547209735,343.5833792505349,11649.170165105272
Run_866,1574.8722828005762,58306.601547209735,343.5833792505349,11649.170165105272
Run_867,1574.8722835556002,58306.60156970112,344.9010882950577,11795.93036199305
Run_868,1574.8722835464314,58306.60158024192,339.51509012801637,11195.850249916646
Run_869,1574.8711827818101,58306.60218510141,343.5880268495896,11649.227878900732
Run_870,0.07338992734437913,44262.63364237395,102144.77682754876,703670.4880216821
Run_871,1574.8722828005762,58306.601547209735,343.5833792505349,11649.170165105272
Run_872,1229320.2323716905,7678.485933199264,5391.530858652461,201925.47381702423
Run_873,0.002814442893579969,4059.303146334202,7464030662.171179,28906710997.669113
Run_874,0.0027742085284241554,4046.127682309005,7463951705.599579,28906297869.734
Run_875,0.002835037923124923,4065.5510540237724,7464036007.03213,28906732799.21548
Run_876,0.002822018009225744,4063.633601918824,7665844632.328858,28854915521.324337
Run_877,1229320.217435394,7678.501358193463,5373.262923989071,199946.99312400862
Run_878,0.002814442893579969,4059.303146334202,7464030662.171179,28906710997.669113
Run_879,0.07338976179502947,44262.610711916685,100504.71139368741,702428.5423231072
Run_880,0.002814442893579969,4059.303146334202,7464030662.171179,28906710997.669113
Run_881,0.0007022503462748013,3091.5413833251737,6689601.344692042,35118697.673297964
Run_882,0.0007022503462748013,3091.5413833251737,6689601.344692042,35118697.673297964
Run_883,0.0007021917498764078,3091.4924570550356,2813732.3861500076,19261481.810073353
Run_884,0.0007024849739350572,3091.6480792793855,8223537.884739796,41767067.97841695
Run_885,0.0007022508344768773,3091.5417838331673,6723964.190348865,35111876.03415412
Run_886,0.0012636548328814152,3359.6651204211116,12348524.58573557,33366990.83630219
Run_887,0.000822301624536799,3141.681572708321,19700840.41411471,73421467.82810521
Run_888,0.0009564910738180559,3150.114346617823,356338.4962190118,2616554.557231237
Run_889,0.00728002882642131,10257.240174497456,479657.4432051105,2230937.92151291
Run_890,0.007280028690735021,10257.240279832698,479765.3649676701,2231332.9251487814
Run_891,0.007280016258740126,10257.233350519555,252978.60960506304,1585106.7765902535
Run_892,0.007280027802046646,10257.24009275504,477219.37319408415,2231537.8421434504
Run_893,0.0011412815291259718,3219.1528691707554,777725.3464866746,3552690.06513965
Run_894,0.009448214216721025,12155.530797372447,339369.21121559385,2022847.7716975242
Run_895,0.0015003444769629182,3456.784977716567,37378353.28603836,81885443.94259442
Run_896,0.00728002882642131,10257.240174497456,479657.4432051105,2230937.92151291
Run_897,0.024234460511173502,21118.54008231423,386514.09145908675,1769785.0714326242
Run_898,0.024234460511173502,21118.54008231423,386514.09145908675,1769785.0714326242
Run_899,0.024234461787029912,21118.540664196356,394293.7216487964,1795487.2318185763
Run_900,0.024234456097470373,21118.53746401403,286631.62842047267,1470626.2257020348
Run_901,0.024234460945498852,21118.540118884594,388031.52275376854,1769410.0420417883
Run_902,0.0010416413236897211,3298.5224642467406,416737.7568839969,2724547.1000507367
Run_903,0.018895601152155307,17952.755126745786,504721.5027958017,1986251.2763724348
Run_904,0.0024061574389084447,3573.34649396646,1986222107.1847198,3873730319.302435
Run_905,0.002018650604341929,3757.9588713970215,3792220858.788773,13651181168.34915
Run_906,0.001959523573624871,3718.9217403575453,2107941345.97793,7933158993.135299
Run_907,0.0020765035025712268,3779.8574666813083,3812287618.933912,13761589577.623005
Run_908,0.002017728777260026,3757.3038136504147,3751685854.0325084,13662430913.584417
Run_909,0.0041447792167622665,3955.231746682934,7048838023.535865,12292377715.646345
Run_910,0.001326697457700392,3472.3762531087123,875314938.1522976,4234345219.260023
Run_911,0.0012146860606773056,3305.4724690358335,810493.1454532392,3455683.802826697
Run_912,0.002018650604341929,3757.9588713970215,3792220858.788773,13651181168.34915
Run_913,0.00274864150125773,4036.705325223196,7740185635.076947,28829086389.026127
Run_914,0.00274864150125773,4036.705325223196,7740185635.076947,28829086389.026127
Run_915,0.0027709950417354355,4045.191461807682,7741879416.458984,28840164177.10853
Run_916,0.002848196995094986,4070.5774463393386,7742213785.046252,28842119486.846825
Run_917,0.0027447160769952907,4034.1311576888716,7598055243.611434,28865726759.026245
Run_918,0.0026872114583161113,4022.0662040437933,6940219189.750746,28998709964.01022
Run_919,0.0013109978785248533,3470.4864546019376,695778330.4759972,4293852925.0855904
Run_920,0.0012009829541400232,3248.5321988925143,1046755.4474350099,4289756.857267312
Run_921,0.0008873875601120082,3129.7621365860737,305340.92645309836,2780289.934154005
Run_922,0.0008873883252439924,3129.7621114011613,305340.70099880826,2780287.068903308
Run_923,0.0008873877320829964,3129.7614975377633,305332.08720937255,2780189.2875940865
Run_924,0.0008873878719160319,3129.762181941713,307057.3160064559,2779903.209662254
Run_925,0.000922584189618646,3140.197012168375,342081.0222625171,2774949.059254283
Run_926,0.001118343954566139,3223.7123216575314,901765.2103611111,4316825.392801762
Run_927,0.0013125322042195867,3471.8574060085775,620664299.3574957,4307742665.61916
Run_928,0.0008873875601120082,3129.7621365860737,305340.92645309836,2780289.934154005
Run_929,0.11232792937657245,59676.65404218369,47237.86619458319,10943.600507718536
Run_930,0.11232792937657245,59676.65404218369,47237.86619458319,10943.600507718536
Run_931,0.1123279293313391,59676.65403771032,47269.480141877866,11033.605273745074
Run_932,0.11232792937665384,59676.65404218372,47240.18559665434,10950.18728721985
Run_933,0.11233015999701994,59677.476271585016,47115.57714836942,10899.831640632112
Run_934,0.11249560745031222,59740.65977206395,37479.83071878558,8252.676057540015
Run_935,0.11214044071404768,59620.9185839465,51979.468084367,13827.02468620455
Run_936,0.0006944468871437307,3090.9856821479802,6353764.667925344,42002008.08444511
Run_937,0.0008147882029112634,3141.3206378747254,21989968.19873181,89283779.39295329
Run_938,0.0008147625265137454,3141.3114900192777,21989963.549187,89283761.17170344
Run_939,0.0008147878027582628,3141.3204007335125,21989968.07614764,89283779.1924809
Run_940,0.0008147854060202512,3141.319075571804,21920401.536833532,89300506.71935111
Run_941,0.0008019020296911908,3140.2619931958366,19023939.510939635,89812389.59879997
Run_942,0.0006994037035867296,3091.3927233818576,7351342.508991406,41857223.94706109
Run_943,0.11235571616481863,59702.64180397163,41248.79836073439,10248.17752377339
Run_944,0.0008147882029112634,3141.3206378747254,21989968.19873181,89283779.39295329
Run_945,0.0008265417326641384,3142.2992333190323,25917358.604528572,88715615.8778706
Run_946,0.0008265417326641384,3142.2992333190323,25917358.604528572,88715615.8778706
Run_947,0.0008265045857814824,3142.287725680612,25917348.151949152,88715578.7728289
Run_948,0.0008265482946804427,3142.301198807683,25917359.90688331,88715619.83709054
Run_949,0.0008265435763269723,3142.3001766263824,25960117.201214995,88704745.51821852
Run_950,0.006965618004453454,5204.115909152104,99001199.82986636,70786521.84012885
Run_951,0.0009461585768554759,3185.3968458522527,50340393.66718473,143662137.43969536
Run_952,0.09315704366605643,52179.17466352438,102747.92012842317,367109.8410606235
Run_953,0.11290249800793975,59732.30549321076,42906.3778998841,15805.179414220054
Run_954,0.11290249800837728,59732.30549333334,42924.13008786533,15939.299263235687
Run_955,0.1129024979333365,59732.30547540075,42900.649498915394,15762.010123592325
Run_956,0.11290248821480373,59732.30440586967,42897.256904149806,15807.70806124194
Run_957,0.09060055602062475,51153.92144910133,107758.8679350526,414234.6704826133
Run_958,0.11280991591331826,59742.25069701021,37327.27542849504,14129.927343828347
Run_959,0.00869429648108662,5749.644844439415,169026252.29275024,113766767.90274584
Run_960,0.11290249800793975,59732.30549321076,42906.3778998841,15805.179414220054
Run_961,0.11271503288231882,59824.21904315512,19260.309966184133,5252.575515834978
Run_962,0.11271503288231882,59824.21904315512,19260.309966184133,5252.575515834978
Run_963,0.11271503287215534,59824.219039212774,19272.624062149527,5375.322838912289
Run_964,0.11271503287302026,59824.21903971865,19279.32455386963,5442.853756159692
Run_965,0.11270016663481143,59818.73202449854,20847.08522262337,5421.755582517381
Run_966,3.3801616164280204,59875.15784469438,2831.202455998903,4169.432249118485
Run_967,0.11271503288231882,59824.21904315512,19260.309966184133,5252.575515834978
Run_968,0.10354242551711418,56239.2537602524,95547.47125066383,175326.96559902953
Run_969,868.9669021853232,58994.7926752716,407.17686054494186,9381.001369823804
Run_970,868.9669022900812,58994.79268270526,406.3848435125734,9320.494788859976
Run_971,868.9669025119792,58994.79268052884,404.8138834653923,9200.463346148312
Run_972,868.9680406523339,58994.79266200115,406.5912742430902,9380.978698055407
Run_973,0.1035423940597847,56239.24953223873,96196.020334219,180130.77388404592
Run_974,868.9669021853232,58994.7926752716,407.17686054494186,9381.001369823804
Run_975,1.982523789745161,59875.116464434206,3455.0827681215264,4394.09082617748
Run_976,868.9669021853232,58994.7926752716,407.17686054494186,9381.001369823804
Run_977,0.0011519643582430772,3233.873838313906,967643.8435482815,4304603.444153971
Run_978,0.0011519643582430772,3233.873838313906,967643.8435482815,4304603.444153971
Run_979,0.0011519645017327065,3233.8735194780606,967641.7760208467,4304580.081807725
Run_980,0.0011519646593526227,3233.8734551851185,967641.3515485682,4304575.265735346
Run_981,0.0011519663172947477,3233.874292666939,984437.4429463258,4301239.732699239
Run_982,0.0012698851019921087,3268.8601607998366,1153627.4261565304,4272633.393646394
Run_983,0.0011519643582430772,3233.873838313906,967643.8435482815,4304603.444153971
Run_984,0.0028112512233815744,4060.971742040316,7217732048.959031,28953457116.18015
Run_985,0.002862974836357193,4073.147804011715,8554422316.248914,28684062992.50652
Run_986,0.0029027250466509896,4085.7742490812007,8554455955.501371,28684205154.571297
Run_987,0.0029056376221541407,4086.6581863927095,8554456780.73415,28684207398.341278
Run_988,0.00285994796010313,4071.3460717773264,8466357166.663574,28707666707.8688
Run_989,0.0027657971066685507,4047.798763143555,7323307057.635764,28926626379.19699
Run_990,0.002862974836357193,4073.147804011715,8554422316.248914,28684062992.50652
Run_991,0.001269883522485922,3268.859010482469,1168076.0659173215,4269401.3734020665
Run_992,0.002862974836357193,4073.147804011715,8554422316.248914,28684062992.50652
Run_993,0.08240765899194814,47908.1319069138,104687.38038989904,546646.8837133556
Run_994,0.08240765899194814,47908.1319069138,104687.38038989904,546646.8837133556
Run_995,0.08240765896375338,47908.13187451096,103605.50684301078,536492.7802286119
Run_996,0.0824076590377219,47908.13191760134,104820.96285900411,547902.2719448505
Run_997,0.0824076226539915,47908.127151276334,104420.74132030338,546695.4945550314
Run_998,0.07012134418185599,42919.80707950653,99629.04749437097,747073.6644821372
Run_999,0.0857504382071287,49255.301369376415,100298.40157112012,485774.96170684573
Run_1000,0.11235229248406546,59711.26312339134,37951.066801696565,9737.737993167879
Run_1001,0.11227073458177701,59670.14384163622,45824.03863139588,11033.721182166933
Run_1002,0.1122707345476108,59670.143853926165,45906.31610348473,11297.68831886935
Run_1003,0.11227073454014096,59670.143838371434,45805.087409215186,10973.617497189987
Run_1004,0.11227893963451421,59673.08025809338,45414.033828582506,10893.404335758725
Run_1005,0.11243127980211796,59731.22256386187,36276.466882998946,8556.501401777485
Run_1006,0.11216167268347074,59639.10189578405,48420.258832969455,12561.722254141054
Run_1007,0.07441996029965116,44686.455535426045,95430.71755186135,663340.65814397
Run_1008,0.11227073458177701,59670.14384163622,45824.03863139588,11033.721182166933
Run_1009,128544.46426166115,4294.406758079269,589.367901307417,64377.7029235925
Run_1010,128544.46426166115,4294.406758079269,589.367901307417,64377.7029235925
Run_1011,128544.46426193241,4294.406758077878,588.8541365657916,64280.93953979372
Run_1012,128544.46427215933,4294.406758204035,589.5349458709808,64409.15686213273
Run_1013,128544.46519597441,4294.405748427263,589.3670859520265,64377.695696603165
Run_1014,0.001043781915117436,3247.7540628894403,30382636.130904656,84605796.98019198
Run_1015,151036.3453356626,4524.695125386347,743.2207646896817,90449.03733734705
Run_1016,41043.582830031344,21827.965997119118,341.90382373160776,38208.5255520417
Run_1017,0.0026304519159439234,5207.6833754301915,768166.3642634128,2892928.84822128
Run_1018,0.002630451982419709,5207.68339532547,768166.7356756062,2892930.5059663593
Run_1019,0.002630451890293316,5207.683367742162,768166.2174840962,2892928.221743676
Run_1020,0.0026304510037784556,5207.683355440094,769057.2824231257,2892715.4584056125
Run_1021,44055.01026924966,19877.478628500277,339.961680338379,42616.38094942283
Run_1022,0.0026761993599405147,5581.292474484503,550283.6564287061,2597438.5203884477
Run_1023,0.001200132919266315,3295.1080633878387,57079825.62774475,136285116.42333713
Run_1024,0.0026304519159439234,5207.6833754301915,768166.3642634128,2892928.84822128
Run_1025,0.001414242353238453,3482.402837338656,967413737.5347912,4188609787.2901077
Run_1026,0.001414242353238453,3482.402837338656,967413737.5347912,4188609787.2901077
Run_1027,0.0014244258154308658,3485.7411383634794,967465443.8892868,4188909924.0506334
Run_1028,0.0014135017373484399,3482.1280920594454,967380618.021689,4188405048.6497416
Run_1029,0.001414214621571389,3482.385412075763,966503506.0063665,4188873127.168272
Run_1030,0.00131141476666484,3470.846647714204,680716301.9983338,4297420795.985934
Run_1031,0.0021867299682457836,3782.7346131963736,4063489642.782398,13448271537.849432
Run_1032,0.001414242353238453,3482.402837338656,967413737.5347912,4188609787.2901077
Run_1033,0.002015709366900003,3766.066927459418,3051824976.675087,13920696618.01561
Run_1034,0.001980629690657843,3754.421415740425,3051549122.1526494,13918720806.447065
Run_1035,0.002016044021677345,3766.1661733425226,3051825030.550307,13920696858.068768
Run_1036,0.002016013937097464,3766.2358935643606,3059433874.953698,13918694805.661625
Run_1037,0.0022292276056614436,3796.6125396911134,4057626374.2740927,13451044183.485542
Run_1038,0.0013185474194047867,3473.1882286529803,680086749.2047471,4297941215.717878
Run_1039,0.002015709366900003,3766.066927459418,3051824976.675087,13920696618.01561
Run_1040,0.002015709366900003,3766.066927459418,3051824976.675087,13920696618.01561
Run_1041,0.0011433172527348752,3231.268909976343,936744.083494805,4310507.6849925695
Run_1042,0.0011433172527348752,3231.268909976343,936744.083494805,4310507.6849925695
Run_1043,0.0011433173205567812,3231.2688492261486,936743.6980916115,4310503.051372472
Run_1044,0.0011433172248957292,3231.2689018136903,936744.0370631468,4310507.032270802
Run_1045,0.0011433215660703235,3231.26917549328,937311.2035902926,4310447.715095912
Run_1046,0.005527239294762291,8461.7886356355,624869.2295137036,2453648.766601924
Run_1047,0.0011433172527348752,3231.268909976343,936744.083494805,4310507.6849925695
Run_1048,0.06740588238020248,41794.61869806477,97943.1929218017,805713.8586383751
Run_1049,0.10676388557584575,57404.142975563365,106138.81247387167,131200.58887476803
Run_1050,0.10676388557831813,57404.14297688538,106185.96711121159,131385.4335326147
Run_1051,0.10676388557661871,57404.142975972274,106146.62196593574,131231.2001771958
Run_1052,0.106763714919674,57404.124104879345,106138.55571289705,131201.75179078727
Run_1053,0.06740623076877666,41794.66550583234,97886.14969051674,804808.796233376
Run_1054,0.10676388557584575,57404.142975563365,106138.81247387167,131200.58887476803
Run_1055,0.005527244293324552,8461.788761061667,624957.7623864454,2453586.6568573616
Run_1056,0.10676388557584575,57404.142975563365,106138.81247387167,131200.58887476803
Run_1057,0.0007007225476044462,3091.4920089023376,7735852.224078825,41806978.84277482
Run_1058,0.0007007225476044462,3091.4920089023376,7735852.224078825,41806978.84277482
Run_1059,0.0007006966012875002,3091.483155530561,7735704.2284844145,41805956.92661127
Run_1060,0.000700752121249162,3091.5017152415107,7735871.971075133,41807088.15111366
Run_1061,0.0007007204940875278,3091.4908124559797,7678552.164622593,41821811.336992286
Run_1062,103755.21980405155,3452.8305206194013,20.677729770276876,440.9597090549231
Run_1063,0.0008182709053307252,3141.5828567229796,23187352.828514136,89074986.3426679
Run_1064,0.0009404949456171701,3145.451239109981,368494.42961432284,2771342.7318497906
Run_1065,51923.21283355119,12478.259974432593,29.11648486584233,823.5805548754759
Run_1066,51923.21282952906,12478.259974401057,29.288047175173997,839.9997129549955
Run_1067,51923.21282958293,12478.25997439693,28.34694862713429,749.7833339310558
Run_1068,51923.21314711678,12478.259586809301,29.115864546923497,823.5741865196136
Run_1069,0.0011127672997460472,3210.8151442460808,722576.7661554114,3561068.8670795104
Run_1070,47989.76198533088,14808.64612854937,17.191799723924742,379.5791475662651
Run_1071,130023.23398641069,3591.584917215847,52.24016953004105,1473.4586741316211
Run_1072,51923.21283355119,12478.259974432593,29.11648486584233,823.5805548754759
Run_1073,602.3795476478942,59262.00980646124,369.8672555322844,11007.10024914785
Run_1074,602.3795476478942,59262.00980646124,369.8672555322844,11007.10024914785
Run_1075,602.3795476478408,59262.00980615593,369.7257193438177,10993.158636159784
Run_1076,602.379547665518,59262.00980698021,368.0093711645657,10824.072859850405
