,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,
Run_980,0.001091795,3215.73905,605004.4784,2882800.109,,,,,
Run_981,0.001091795,3215.739298,605006.5636,2882823.503,,,,,
Run_982,0.001224685,3255.70158,740632.8289,2864586.939,,,,,
Run_983,0.001091795,3215.739298,605006.5636,2882823.503,,,,,
Run_984,0.002622096,3971.688545,3126752844,11998148371,,,,,
Run_985,0.002684885,3977.9637,3763685174,11903161649,,,,,
Run_986,0.002687246,3976.206194,3403589548,10740450413,,,,,
Run_987,0.002688474,3976.580932,3403589892,10740451496,,,,,
Run_988,0.002670549,3970.852385,3403569150,10740377245,,,,,
Run_989,0.002586049,3958.512458,2815732060,10824934740,,,,,
Run_990,0.002670549,3970.852385,3403569150,10740377245,,,,,
Run_991,0.001218978,3254.028494,700441.2219,2737719.572,,,,,
Run_992,0.002670549,3970.852385,3403569150,10740377245,,,,,
Run_993,0.065441499,41017.97803,85531.43807,461315.5488,,,,,
Run_994,0.082362232,47890.11264,105017.2708,546344.9783,,,,,
Run_995,0.065441498,41017.978,84724.41894,453992.923,,,,,
Run_996,0.065441499,41017.97803,85629.97697,462212.7565,,,,,
Run_997,0.065441499,41017.97803,85531.43807,461315.5488,,,,,
Run_998,0.050143413,34430.43968,74163.89115,591126.576,,,,,
Run_999,0.069999271,42913.05121,84304.81218,418047.243,,,,,
Run_1000,0.11182417,59558.01052,52317.30884,9833.39204,,,,,
Run_1001,0.111672185,59486.16454,59913.95336,11518.49245,,,,,
Run_1002,0.112289106,59676.81131,44944.493,10957.00486,,,,,
Run_1003,0.112289106,59676.81131,44848.58449,10640.13032,,,,,
Run_1004,0.112289106,59676.81131,44866.53868,10698.8853,,,,,
Run_1005,0.112446194,59736.61801,35229.07291,8316.695315,,,,,
Run_1006,0.11218995,59649.2799,47122.49391,12051.03388,,,,,
Run_1007,0.074366712,44664.80495,95854.76722,662914.2255,,,,,
Run_1008,0.112289106,59676.81131,44866.53868,10698.8853,,,,,
Run_1009,129161.1854,3323.9772,244.770462,10029.40128,,,,,
Run_1010,128776.0162,3829.959246,387.6328613,42238.07165,,,,,
Run_1011,129161.1854,3323.9772,244.6837071,10017.70763,,,,,
Run_1012,129161.1854,3323.9772,244.7986563,10033.20147,,,,,
Run_1013,129161.1854,3323.9772,244.770462,10029.40128,,,,,
Run_1014,0.000789068,3138.950399,50011.95484,530415.853,,,,,
Run_1015,151776.8203,3420.482125,317.5195242,13209.5386,,,,,
Run_1016,61741.33484,3578.790819,171.6911309,7007.522545,,,,,
Run_1017,0.001014661,3192.503877,19224.87734,210200.6335,,,,,
Run_1018,0.00146304,3500.243561,426104.0633,1482182.219,,,,,
Run_1019,0.00146304,3500.243545,426103.8714,1482181.328,,,,,
Run_1020,0.00146304,3500.243549,426103.9249,1482181.576,,,,,
Run_1021,52767.78616,12025.60402,227.1594704,28402.95226,,,,,
Run_1022,0.001289401,3437.64716,287697.6528,1321704.259,,,,,
Run_1023,0.000977376,3196.940805,11089286.98,25239387.98,,,,,
Run_1024,0.00146304,3500.243549,426103.9249,1482181.576,,,,,
Run_1025,0.001276821,3458.548548,269148.5186,4560815.045,,,,,
Run_1026,0.001298736,3459.900288,67621952.29,327036786.1,,,,,
Run_1027,0.001276823,3458.549339,269271.3566,4561440.643,,,,,
Run_1028,0.001276821,3458.548481,269067.9756,4560408.355,,,,,
Run_1029,0.001276821,3458.548548,269148.5186,4560815.045,,,,,
Run_1030,0.001251433,3458.314285,129008.665,4561524.62,,,,,
Run_1031,0.001839258,3699.982382,993020.3639,10301137.85,,,,,
Run_1032,0.001276821,3458.548548,269148.5186,4560815.045,,,,,
Run_1033,0.001755975,3699.219255,444588.9095,10306460.33,,,,,
Run_1034,0.001859408,3703.121648,180549100.9,951802600.2,,,,,
Run_1035,0.001861689,3703.901638,180655318.5,952205386.8,,,,,
Run_1036,0.001861667,3703.895058,180655313.5,952205371.8,,,,,
Run_1037,0.001926651,3706.768406,287009698.9,945922943.2,,,,,
Run_1038,0.001282725,3459.439221,41462868.49,328240074.9,,,,,
Run_1039,0.001861667,3703.895058,180655313.5,952205371.8,,,,,
Run_1040,0.001861667,3703.895058,180655313.5,952205371.8,,,,,
Run_1041,0.000990605,3184.383163,282809.786,1709291.183,,,,,
Run_1042,0.001126053,3226.08647,849792.0463,3820147.04,,,,,
Run_1043,0.000990605,3184.383143,282809.5649,1709288.485,,,,,
Run_1044,0.000990605,3184.38316,282809.7564,1709290.82,,,,,
Run_1045,0.000990605,3184.383163,282809.786,1709291.183,,,,,
Run_1046,0.002631067,5213.769835,325374.7604,1282144.728,,,,,
Run_1047,0.000990605,3184.383163,282809.786,1709291.183,,,,,
Run_1048,0.047496949,33247.90907,72941.51024,629144.2085,,,,,
Run_1049,0.101964463,55625.81085,104308.8678,122753.4035,,,,,
Run_1050,0.106289866,57230.71881,106732.7247,130341.8073,,,,,
Run_1051,0.106289866,57230.71881,106692.7597,130189.3257,,,,,
Run_1052,0.106289866,57230.71881,106684.8273,130159.0625,,,,,
Run_1053,0.065124147,40847.01468,96950.76347,784494.2348,,,,,
Run_1054,0.106289866,57230.71881,106684.8273,130159.0625,,,,,
Run_1055,0.005023651,7972.941994,583634.2679,2256077.873,,,,,
Run_1056,0.106289866,57230.71881,106684.8273,130159.0625,,,,,
Run_1057,0.000698511,3091.260124,4147510.122,23147992.07,,,,,
Run_1058,0.00069718,3091.136461,2902402.735,16878252.74,,,,,
Run_1059,0.000698497,3091.255191,4147361.064,23147061.34,,,,,
Run_1060,0.000698528,3091.265529,4147523.97,23148062.91,,,,,
Run_1061,0.000698511,3091.260124,4147510.122,23147992.07,,,,,
Run_1062,103838.9341,3373.853484,22.84871086,487.712296,,,,,
Run_1063,0.000812387,3140.942211,12383656.15,47511899.61,,,,,
Run_1064,0.00092113,3139.838831,239500.0829,1998282.489,,,,,
Run_1065,54507.16911,10215.68322,33.54570045,949.1541843,,,,,
Run_1066,55747.36208,9147.82636,36.04491373,1033.799719,,,,,
Run_1067,55747.36208,9147.82636,34.9467213,927.1998028,,,,,
Run_1068,55747.36208,9147.82636,35.84596208,1014.511634,,,,,
Run_1069,0.001058349,3194.887582,367838.9903,2049870.299,,,,,
Run_1070,52372.58523,10780.87443,22.05858888,487.2308248,,,,,
Run_1071,130179.6656,3447.244042,57.94572197,1635.243968,,,,,
Run_1072,55747.36208,9147.82636,35.84596208,1014.511634,,,,,
Run_1073,1684.954792,58060.93084,206.8074933,5898.411313,,,,,
Run_1074,2258.837349,57457.5498,171.0932612,4711.785751,,,,,
Run_1075,1684.954792,58060.93084,206.7465719,5892.228004,,,,,
Run_1076,1684.954792,58060.93084,206.0054396,5817.002634,,,,,
Run_1077,1684.954792,58060.93084,206.8074933,5898.411313,,,,,
Run_1078,0.061559893,39403.39502,73038.69921,307154.0951,,,,,
Run_1079,1342.335254,58398.0989,244.5444966,5459.584251,,,,,
Run_1080,5.530111526,59744.47662,8182.203983,3918.576387,,,,,
Run_1081,0.111699006,59519.89265,55438.83375,6859.621357,,,,,
Run_1082,0.111270881,59388.92369,63100.66253,6843.481034,,,,,
Run_1083,0.111270881,59388.92369,63209.83172,6923.28995,,,,,
Run_1084,0.111270881,59388.92369,63070.11203,6821.210582,,,,,
Run_1085,6.972904284,59704.99541,17513.65178,3129.117346,,,,,
Run_1086,0.111017065,59319.46277,65324.48675,7747.256226,,,,,
Run_1087,0.058932096,38240.37943,64534.87314,233054.6735,,,,,
Run_1088,0.111270881,59388.92369,63070.11203,6821.210582,,,,,
Run_1089,59874.9581,5722.083274,43.58210276,1255.097047,,,,,
Run_1090,58046.12337,7209.801906,40.42933688,1164.607049,,,,,
Run_1091,59874.9581,5722.083274,42.75461337,1174.338824,,,,,
Run_1092,59874.9581,5722.083274,43.57221492,1254.132657,,,,,
Run_1093,59874.9581,5722.083274,43.58210276,1255.097047,,,,,
Run_1094,0.000968168,3167.777882,141276.3263,1095396.706,,,,,
Run_1095,59874.9581,5722.083274,43.58210276,1255.097047,,,,,
Run_1096,59874.9581,5722.083274,43.58210276,1255.097047,,,,,
Run_1097,0.000968168,3167.777692,141272.3021,1095359.477,,,,,
Run_1098,0.001019991,3183.461154,249822.0688,1578492.995,,,,,
Run_1099,0.00101999,3183.460839,249817.3087,1578450.428,,,,,
Run_1100,0.00101999,3183.460822,249816.9653,1578447.694,,,,,
Run_1101,58046.12337,7209.801906,39.57342567,1081.53992,,,,,
Run_1102,0.00101999,3183.460822,249816.9653,1578447.694,,,,,
Run_1103,0.00101999,3183.460822,249816.9653,1578447.694,,,,,
Run_1104,0.00101999,3183.460822,249816.9653,1578447.694,,,,,
Run_1105,0.112382889,59729.24875,33429.64022,8681.812924,,,,,
Run_1106,0.109717662,58902.48526,74587.4234,7488.977453,,,,,
Run_1107,0.112382889,59729.24875,33418.79953,8622.007297,,,,,
Run_1108,0.112382889,59729.24875,33427.95515,8672.497399,,,,,
Run_1109,0.112382889,59729.24875,33429.64022,8681.812924,,,,,
Run_1110,1.780153193,59842.24243,3419.637461,5825.542478,,,,,
Run_1111,0.112382889,59729.24875,33429.64022,8681.812924,,,,,
Run_1112,0.002847136,4046.929791,6607022674,20290534811,,,,,
Run_1113,1223008.912,6772.218273,4735.44894,751936.3379,,,,,
Run_1114,1221890.058,5765.770491,2597.268853,130010.7662,,,,,
Run_1115,1221890.058,5765.770491,2589.002799,128682.91,,,,,
Run_1116,1221890.058,5765.770491,2586.537207,128286.7238,,,,,
Run_1117,0.002358847,3902.893569,3147526.968,28620246.64,,,,,
Run_1118,1221890.058,5765.770491,2586.537207,128286.7238,,,,,
Run_1119,10.36689644,59597.39705,16244.24265,2497.041695,,,,,
Run_1120,1221890.058,5765.770491,2586.537207,128286.7238,,,,,
Run_1121,0.001293755,3462.112333,173473937.8,1126404552,,,,,
Run_1122,0.001276827,3458.801078,13721389.25,133440339.8,,,,,
Run_1123,0.0012944,3462.311086,173474182.1,1126405889,,,,,
Run_1124,0.001290232,3460.602476,163380329.6,1075727074,,,,,
Run_1125,0.001293755,3462.112333,173473937.8,1126404552,,,,,
Run_1126,0.00130793,3463.865568,252562822,1121425867,,,,,
Run_1127,0.001293755,3462.112333,173473937.8,1126404552,,,,,
Run_1128,0.07352837,44322.36274,83898.36372,468246.2255,,,,,
Run_1129,0.096423567,53508.38026,92324.60831,202658.9711,,,,,
Run_1130,0.084423496,48810.45465,79783.96599,166879.1211,,,,,
Run_1131,0.084423496,48810.45473,83422.49714,187088.6232,,,,,
Run_1132,0.084423496,48810.45471,82572.33885,182345.3683,,,,,
Run_1133,0.052340127,35332.66527,62700.28591,367177.8029,,,,,
Run_1134,0.084423496,48810.45471,82572.33885,182345.3683,,,,,
Run_1135,0.001294003,3459.113989,22743761.45,133148131.8,,,,,
Run_1136,0.084423496,48810.45471,82572.33885,182345.3683,,,,,
Run_1137,0.094973552,53024.70322,90387.10508,75966.84726,,,,,
Run_1138,0.10757449,57773.51537,99319.11686,89201.35611,,,,,
Run_1139,0.094973552,53024.7032,89417.5904,73577.10994,,,,,
Run_1140,0.094973552,53024.70323,91072.22575,77657.04027,,,,,
Run_1141,0.094973552,53024.70322,90387.10508,75966.84726,,,,,
Run_1142,0.021067811,20224.54859,35465.06218,330022.3887,,,,,
Run_1143,0.092754455,52125.86171,93226.10607,85871.66898,,,,,
Run_1144,0.000839956,3148.011029,652284.243,2167058.303,,,,,
Run_1145,0.000816312,3174.352203,298599.9633,3006736.759,,,,,
Run_1146,0.000897077,3181.066624,21941402.1,82025850.46,,,,,
Run_1147,0.000896829,3180.983248,21936673.01,82002293.02,,,,,
Run_1148,0.000897043,3181.056003,21941394.52,82025822.72,,,,,
Run_1149,0.001645188,3497.825107,42084567.45,74606108.59,,,,,
Run_1150,0.000798827,3139.876496,11310875.01,51392180.11,,,,,
Run_1151,0.059827014,38616.91966,90059.66999,751390.8962,,,,,
Run_1152,0.000897043,3181.056003,21941394.52,82025822.72,,,,,
Run_1153,0.000753575,3098.027933,35754.97224,598642.6097,,,,,
Run_1154,0.000933247,3156.824698,243708.8954,1813177.281,,,,,
Run_1155,0.000753574,3098.027748,35119.36882,595769.2669,,,,,
Run_1156,0.000753574,3098.027861,35746.1989,598580.422,,,,,
Run_1157,0.000753575,3098.027933,35754.97224,598642.6097,,,,,
Run_1158,0.000787378,3109.72133,39745.8446,598467.926,,,,,
Run_1159,0.000713848,3075.425509,21390.33326,542398.661,,,,,
Run_1160,0.110214238,58998.01556,74705.37302,13519.84202,,,,,
Run_1161,0.110834124,59207.53854,65176.34343,6183.018011,,,,,
Run_1162,0.112045851,59596.64489,53064.23969,9372.608218,,,,,
Run_1163,0.112045851,59596.64488,52615.90606,8621.815279,,,,,
Run_1164,0.112045851,59596.64485,50629.57557,5868.640097,,,,,
Run_1165,0.111945885,59558.45956,53823.01162,6627.859626,,,,,
Run_1166,0.111843059,59539.01468,53668.10202,7040.534222,,,,,
Run_1167,0.000855386,3120.252063,70429.85707,1156558.526,,,,,
Run_1168,0.112045851,59596.64485,50629.57557,5868.640097,,,,,
Run_1169,0.112287659,59709.638,33811.70085,7447.328534,,,,,
Run_1170,0.110683338,59236.60626,66559.63655,6631.146318,,,,,
Run_1171,0.112287659,59709.638,33752.23497,7182.318913,,,,,
Run_1172,0.112287659,59709.638,33923.53445,7966.40218,,,,,
Run_1173,0.112287659,59709.638,33811.70085,7447.328534,,,,,
Run_1174,0.112405061,59754.29413,24214.20399,6328.536531,,,,,
Run_1175,0.112371726,59729.58636,32365.88948,6726.202293,,,,,
Run_1176,0.000940007,3184.377422,22980051.35,60770340.93,,,,,
Run_1177,0.000906019,3178.612866,13752369.46,37602828.82,,,,,
Run_1178,0.000805222,3140.211639,263522.1881,1535805.856,,,,,
Run_1179,0.000805219,3140.210416,262815.9144,1534283.169,,,,,
Run_1180,0.000805222,3140.211595,263522.1532,1535805.688,,,,,
Run_1181,0.000784978,3138.624159,192559.9257,1536756.377,,,,,
Run_1182,0.000908246,3181.593656,483402.2323,2070718.924,,,,,
Run_1183,0.111221426,59425.88366,55832.49783,5028.271055,,,,,
Run_1184,0.000805222,3140.211595,263522.1532,1535805.688,,,,,
Run_1185,130728.3093,9517.000463,3045.348118,438407.8959,,,,,
Run_1186,147670.8055,6185.025162,674.0030355,93401.495,,,,,
Run_1187,130728.3093,9517.000472,3900.455104,542087.6929,,,,,
Run_1188,130728.3093,9517.000463,3133.165939,449045.8725,,,,,
Run_1189,130728.3093,9517.000463,3045.348118,438407.8959,,,,,
Run_1190,151390.8802,4371.52218,723.2509992,62388.99503,,,,,
Run_1191,130728.3093,9517.000463,3045.348118,438407.8959,,,,,
Run_1192,42.39498728,59820.44186,332.9964791,10629.57615,,,,,
Run_1193,1212.257718,58661.8691,338.032291,11713.00859,,,,,
Run_1194,2685.00769,57099.03211,202.4546026,6587.969012,,,,,
Run_1195,2685.00769,57099.03211,207.5585399,7180.292625,,,,,
Run_1196,2685.00769,57099.03211,207.5945147,7184.465602,,,,,
Run_1197,95.42300284,59673.61414,221.1643594,7005.031384,,,,,
Run_1198,2685.00769,57099.03211,207.5945147,7184.465602,,,,,
Run_1199,151597.089,3755.265172,471.2730213,43405.38045,,,,,
Run_1200,2685.00769,57099.03211,207.5945147,7184.465602,,,,,
Run_1201,0.068325166,42184.13874,77378.92506,395511.4397,,,,,
Run_1202,0.083529707,48371.91115,91741.83152,457398.9816,,,,,
Run_1203,0.068325166,42184.13875,76940.54421,391140.7478,,,,,
Run_1204,0.068325166,42184.13875,77486.27361,396584.1192,,,,,
Run_1205,0.068325166,42184.13874,77378.92506,395511.4397,,,,,
Run_1206,0.075965149,45348.27792,81706.45128,332303.4716,,,,,
Run_1207,0.068325166,42184.13874,77378.92506,395511.4397,,,,,
Run_1208,0.00128717,3459.801777,59266774.2,418193043.2,,,,,
Run_1209,0.001291238,3459.935108,65941487.23,417791984.3,,,,,
Run_1210,0.001313471,3468.921507,490415986.2,2691277427,,,,,
Run_1211,0.001311277,3468.220195,490413646.1,2691263767,,,,,
Run_1212,0.001312082,3468.484847,490415121.4,2691272627,,,,,
Run_1213,0.001307991,3467.67625,452298727.4,2695271023,,,,,
Run_1214,0.001312082,3468.484847,490415121.4,2691272627,,,,,
Run_1215,0.089137848,50612.3929,93140.4262,371872.629,,,,,
Run_1216,0.001312082,3468.484847,490415121.4,2691272627,,,,,
Run_1217,0.001874402,3701.767008,105793617.6,505167783.2,,,,,
Run_1218,0.001895959,3705.382734,341994930.5,1404558174,,,,,
Run_1219,0.00187607,3702.414324,107040599.1,508776047.8,,,,,
Run_1220,0.00187565,3702.276264,107039430,508772218.3,,,,,
Run_1221,0.001874402,3701.767008,105793617.6,505167783.2,,,,,
Run_1222,0.001852323,3701.327534,89938576.23,505962517.2,,,,,
Run_1223,0.002492472,3907.656478,256632143.5,966617638.8,,,,,
Run_1224,0.000980816,3171.712316,114936.2222,914735.8165,,,,,
Run_1225,0.000973238,3178.99571,143446.1302,1013153.353,,,,,
Run_1226,0.001055234,3204.671998,282613.4325,1546305.815,,,,,
Run_1227,0.001055234,3204.672219,282616.9099,1546338.285,,,,,
Run_1228,0.001055234,3204.672371,282618.9481,1546359.039,,,,,
Run_1229,0.001140469,3230.751204,326005.505,1542650.241,,,,,
Run_1230,0.000973595,3169.382873,189117.4969,1366055.72,,,,,
Run_1231,0.002510755,3919.686794,739227048.2,2791409546,,,,,
Run_1232,0.001055234,3204.672371,282618.9481,1546359.039,,,,,
Run_1233,45194.45909,17089.80817,425.5200662,22033.63492,,,,,
Run_1234,42910.04431,19268.27842,434.3147852,22584.83368,,,,,
Run_1235,45194.45908,17089.80817,424.1842883,21858.16018,,,,,
Run_1236,45194.45909,17089.80817,389.7834852,17254.79575,,,,,
Run_1237,45194.45909,17089.80817,425.5200662,22033.63492,,,,,
Run_1238,0.058937491,37300.85219,405260.3827,1009059.166,,,,,
Run_1239,49287.59857,14442.60702,427.7310795,27986.65483,,,,,
Run_1240,4.17184045,59865.17078,2742.359958,4235.732322,,,,,
Run_1241,0.112667004,59831.22261,9664.059392,3914.328678,,,,,
Run_1242,0.112730865,59845.41336,8534.691623,4543.363537,,,,,
Run_1243,0.112730865,59845.41336,8572.928364,5526.48002,,,,,
Run_1244,0.112730865,59845.41336,8512.152096,4000.351781,,,,,
Run_1245,4.848912247,59864.30303,451.2553859,3710.212812,,,,,
Run_1246,0.112801339,59857.6336,9526.101722,3368.393891,,,,,
Run_1247,0.057467516,36244.10899,466068.7092,1096028.981,,,,,
Run_1248,0.112730865,59845.41336,8512.152096,4000.351781,,,,,
Run_1249,0.001030815,3217.533094,16920322.1,37119406,,,,,
Run_1250,0.001096851,3246.273621,28862244.97,63314963.58,,,,,
Run_1251,0.001030732,3217.506121,16920120.6,37118926.1,,,,,
Run_1252,0.001030784,3217.52347,16920303.55,37119368.08,,,,,
Run_1253,0.001030815,3217.533094,16920322.1,37119406,,,,,
Run_1254,0.000931598,3183.610422,13909477.65,38133006.74,,,,,
Run_1255,0.000767809,3127.394527,3273810.739,12345412.78,,,,,
Run_1256,0.001030815,3217.533094,16920322.1,37119406,,,,,
Run_1257,0.000700786,3091.407779,2471761.85,12539251.89,,,,,
Run_1258,0.000702365,3091.565393,4325235.141,20530444.63,,,,,
Run_1259,0.000702352,3091.561072,4325196.561,20530261.22,,,,,
Run_1260,0.000702335,3091.554878,4324326.228,20525723.22,,,,,
Run_1261,0.000817632,3154.225204,5597829.556,20003188.07,,,,,
Run_1262,0.00093892,3184.305011,24497378.92,65891383.71,,,,,
Run_1263,0.000702335,3091.554878,4324326.228,20525723.22,,,,,
Run_1264,0.000702335,3091.554878,4324326.228,20525723.22,,,,,
Run_1265,0.109686484,58822.63434,76651.83378,10044.53461,,,,,
Run_1266,0.111001877,59264.28464,70137.88526,10418.89089,,,,,
Run_1267,0.109686484,58822.63434,76626.43329,10030.56046,,,,,
Run_1268,0.109686484,58822.63434,76638.33765,10037.10925,,,,,
Run_1269,0.109686484,58822.63434,76651.83378,10044.53461,,,,,
Run_1270,0.109237251,58650.09693,77685.92322,11543.78231,,,,,
Run_1271,0.109203959,58666.40823,77137.42647,11427.98939,,,,,
Run_1272,0.023226342,21288.97528,35096.97013,248770.0503,,,,,
Run_1273,0.012481844,15049.5973,25312.35927,266256.8708,,,,,
Run_1274,0.027024626,23420.5703,43486.1335,421653.8419,,,,,
Run_1275,0.027024626,23420.5703,43481.32586,421575.5233,,,,,
Run_1276,0.027024626,23420.5703,43473.72508,421451.8083,,,,,
Run_1277,0.03394837,26907.19649,49820.73814,396291.3824,,,,,
Run_1278,0.034778198,27202.80027,48233.06126,391055.6908,,,,,
Run_1279,0.110351287,59042.61781,74400.22549,13967.28971,,,,,
Run_1280,0.027024626,23420.5703,43473.72508,421451.8083,,,,,
Run_1281,46492.4565,15426.82369,132.634106,7565.811255,,,,,
Run_1282,24895.89675,36114.76896,151.3135671,18276.08903,,,,,
Run_1283,46492.4565,15426.82369,135.9774211,8284.17427,,,,,
Run_1284,46492.4565,15426.82369,143.0427455,9767.354367,,,,,
Run_1285,46492.4565,15426.82369,132.634106,7565.811255,,,,,
Run_1286,0.000729155,3080.611281,13310.44086,358680.4473,,,,,
Run_1287,52949.59152,11797.37647,148.9136754,8486.357715,,,,,
Run_1288,46492.4565,15426.82369,132.634106,7565.811255,,,,,
Run_1289,0.000804221,3122.646623,30094.35324,417253.5939,,,,,
Run_1290,0.001154336,3234.758548,584571.1485,2539478.423,,,,,
Run_1291,0.001154327,3234.755212,577405.8143,2518231.115,,,,,
Run_1292,0.001154336,3234.758731,584572.904,2539494.594,,,,,
Run_1293,32377.1376,30398.23052,164.6971909,30334.40178,,,,,
Run_1294,0.000902817,3134.448801,195443.3534,1777394.932,,,,,
Run_1295,0.001154336,3234.758731,584572.904,2539494.594,,,,,
Run_1296,0.001154336,3234.758731,584572.904,2539494.594,,,,,
Run_1297,0.001914744,3715.401084,703332176.4,2954740164,,,,,
Run_1298,0.001832518,3700.319981,20929957.57,151086907.4,,,,,
Run_1299,0.001903229,3711.281722,701034152.3,2944996755,,,,,
Run_1300,0.001915201,3715.53698,703332244.1,2954740388,,,,,
Run_1301,0.001914744,3715.401084,703332176.4,2954740164,,,,,
Run_1302,832040.2525,5234.4831,2166.084758,363755.2144,,,,,
Run_1303,0.001295903,3462.000806,158194662.6,970162287.2,,,,,
Run_1304,0.001914744,3715.401084,703332176.4,2954740164,,,,,
Run_1305,466563.7262,4195.356205,941.0434056,133055.5021,,,,,
Run_1306,466462.7052,4059.649168,723.493758,66025.92951,,,,,
Run_1307,466462.7052,4059.649168,680.6693393,55461.89339,,,,,
Run_1308,466462.7052,4059.649168,696.6468998,59443.29313,,,,,
Run_1309,0.001274892,3458.607086,5024254.849,57009134.98,,,,,
Run_1310,831963.7229,5068.396169,1655.928069,139723.4551,,,,,
Run_1311,466462.7052,4059.649168,696.6468998,59443.29313,,,,,
Run_1312,466462.7052,4059.649168,696.6468998,59443.29313,,,,,
Run_1313,0.066464909,41405.84187,88424.93966,683168.2628,,,,,
Run_1314,0.046644704,32842.20279,65165.90512,540609.2471,,,,,
Run_1315,0.066464909,41405.84191,90256.55923,705271.9778,,,,,
Run_1316,0.066464909,41405.84191,90192.9172,704500.2928,,,,,
Run_1317,0.066464909,41405.84187,88424.93966,683168.2628,,,,,
Run_1318,0.094663984,52780.58882,99041.46348,283470.4682,,,,,
Run_1319,0.061691956,39404.61387,90381.05124,752427.6954,,,,,
Run_1320,0.066464909,41405.84187,88424.93966,683168.2628,,,,,
Run_1321,0.092289898,51828.10115,106397.8161,340201.4543,,,,,
Run_1322,0.079738861,46896.44187,92715.95699,297687.3331,,,,,
Run_1323,0.079738861,46896.44187,92772.19576,298056.6975,,,,,
Run_1324,0.079738861,46896.44189,93426.26601,302358.1073,,,,,
Run_1325,0.041476607,30506.76986,65252.11811,597980.2423,,,,,
Run_1326,0.083273543,48328.11309,90869.52137,270030.5683,,,,,
Run_1327,0.079738861,46896.44189,93426.26601,302358.1073,,,,,
Run_1328,0.079738861,46896.44189,93426.26601,302358.1073,,,,,
Run_1329,0.000923686,3182.847852,4693905.788,13669505.94,,,,,
Run_1330,0.000993041,3203.005851,48122496.09,126596092.9,,,,,
Run_1331,0.000923687,3182.848255,4693905.997,13669506.48,,,,,
Run_1332,0.000923657,3182.838271,4693858.793,13669400.1,,,,,
Run_1333,0.000923686,3182.847852,4693905.788,13669505.94,,,,,
Run_1334,0.000852291,3177.224753,2567659.59,13785826.02,,,,,
Run_1335,0.000814036,3140.9206,2458839.467,9192521.831,,,,,
Run_1336,0.000923686,3182.847852,4693905.788,13669505.94,,,,,
Run_1337,0.000772111,3137.61939,1365778.72,9248183.442,,,,,
Run_1338,0.00080284,3140.284754,17798966.69,80505109.37,,,,,
Run_1339,0.00080295,3140.320538,17799051.46,80505529.81,,,,,
Run_1340,0.000802867,3140.293738,17799014.81,80505360.69,,,,,
Run_1341,0.000858523,3155.755797,24938173.51,78556458.84,,,,,
Run_1342,0.000904062,3181.806426,34693039.74,130389543.7,,,,,
Run_1343,0.000802867,3140.293738,17799014.81,80505360.69,,,,,
Run_1344,0.000802867,3140.293738,17799014.81,80505360.69,,,,,
Run_1345,0.112244938,59721.89637,24597.62623,4036.317397,,,,,
Run_1346,0.111988067,59657.10367,31159.41709,3811.265717,,,,,
Run_1347,0.112244938,59721.89637,24942.18242,5963.910671,,,,,
Run_1348,0.112244938,59721.89637,24715.27756,4610.852819,,,,,
Run_1349,0.112244938,59721.89637,24597.62623,4036.317397,,,,,
Run_1350,0.111496991,59437.10411,59680.78809,9448.707236,,,,,
Run_1351,0.112438664,59760.64413,24135.78278,3224.762156,,,,,
Run_1352,0.002928795,3926.014906,689158352.3,1661617351,,,,,
Run_1353,0.001285024,3459.991418,67184747.98,502987652.6,,,,,
Run_1354,0.001276376,3458.661898,13494184.19,146830333.9,,,,,
Run_1355,0.001276865,3458.896232,17934340.1,170635634.5,,,,,
Run_1356,0.001276881,3458.901166,17934343.98,170635660.3,,,,,
Run_1357,0.001337942,3462.226127,43810714.71,168998264.1,,,,,
Run_1358,0.002418278,3907.155113,184210241.4,916990029.4,,,,,
Run_1359,0.111440057,59407.63324,64872.76376,10149.98429,,,,,
Run_1360,0.001276881,3458.901166,17934343.98,170635660.3,,,,,
Run_1361,0.000810435,3140.934764,21157728.49,88937461.49,,,,,
Run_1362,0.000805425,3140.412901,13326293.21,56393103.14,,,,,
Run_1363,0.000810501,3140.95581,21157794.94,88937784.96,,,,,
Run_1364,0.000810533,3140.965995,21157805.5,88937825.09,,,,,
Run_1365,0.000810435,3140.934764,21157728.49,88937461.49,,,,,
Run_1366,0.001146311,3297.636818,32266154.8,83205405.92,,,,,
Run_1367,0.000810435,3140.934764,21157728.49,88937461.49,,,,,
Run_1368,0.076252689,45434.31725,97220.53738,639360.438,,,,,
Run_1369,0.10517647,56835.33496,102288.1407,155438.3428,,,,,
Run_1370,0.103776933,56315.22675,101535.5948,152084.2356,,,,,
Run_1371,0.103776932,56315.22673,101269.2711,150921.3654,,,,,
Run_1372,0.103776933,56315.22675,101713.9642,152863.4476,,,,,
Run_1373,0.071364253,43444.57781,93105.17656,622947.3463,,,,,
Run_1374,0.103776933,56315.22675,101713.9642,152863.4476,,,,,
Run_1375,0.001061606,3256.598008,21116394.5,53306084.44,,,,,
Run_1376,0.103776933,56315.22675,101713.9642,152863.4476,,,,,
Run_1377,0.0891048,50611.10962,92145.25134,330401.8195,,,,,
Run_1378,0.084303035,48713.45165,87993.87485,316590.2504,,,,,
Run_1379,0.0891048,50611.10962,92415.17008,332566.1046,,,,,
Run_1380,0.0891048,50611.10959,90985.15799,321116.9683,,,,,
