,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,
Run_2159,0.000839791,3176.219721,1107929.375,7233804.386,,,,,
Run_2160,0.028339858,24146.42669,47084.14073,450803.9346,,,,,
Run_2161,57.43440226,59644.12862,255.0387695,3130.262181,,,,,
Run_2162,16.23160897,59824.00489,448.8009046,5502.429042,,,,,
Run_2163,57.43440226,59644.12862,255.4595507,3148.198326,,,,,
Run_2164,57.43440226,59644.12862,254.554923,3109.637813,,,,,
Run_2165,57.43440226,59644.12862,255.0387695,3130.262181,,,,,
Run_2166,0.111036225,59361.94945,60526.9393,6156.471361,,,,,
Run_2167,46.43306224,59671.79468,280.278606,2960.741219,,,,,
Run_2168,1233791.935,4298.195353,544.3649675,17948.86845,,,,,
Run_2169,0.001876733,3700.529966,11071716.98,61822957.13,,,,,
Run_2170,0.002031024,3740.60797,1815689366,5686954567,,,,,
Run_2171,0.002035291,3741.898915,1815690409,5686957735,,,,,
Run_2172,0.002033958,3741.5014,1815690173,5686957213,,,,,
Run_2173,839605.2206,3971.279048,297.1150106,8494.372722,,,,,
Run_2174,0.002848961,4003.220542,4427843785,11529722755,,,,,
Run_2175,0.112467816,59761.5066,26653.68369,6623.300727,,,,,
Run_2176,0.002033958,3741.5014,1815690173,5686957213,,,,,
Run_2177,0.002386489,3903.706382,40285313.35,244825924.9,,,,,
Run_2178,0.002539596,3926.378388,1330909733,4708961863,,,,,
Run_2179,0.002386619,3903.758897,40343924.47,244990252.6,,,,,
Run_2180,0.002387036,3903.899209,40352969.43,245016367.9,,,,,
Run_2181,0.002386489,3903.706382,40285313.35,244825924.9,,,,,
Run_2182,0.002570567,3906.108162,82489375.05,243706942.4,,,,,
Run_2183,0.001824878,3700.093295,17041012.99,132872859.7,,,,,
Run_2184,0.03267342,26328.87526,48452.47604,344391.394,,,,,
Run_2185,0.082950963,48249.5754,85027.74472,147250.5858,,,,,
Run_2186,0.098322436,54241.71231,99073.51318,170284.8932,,,,,
Run_2187,0.098322436,54241.71227,97629.07145,163723.7451,,,,,
Run_2188,0.098322436,54241.71231,99129.45704,170539.3313,,,,,
Run_2189,0.066990476,41653.45365,84810.86896,496097.4472,,,,,
Run_2190,0.09642181,53475.06725,103704.0502,193864.7051,,,,,
Run_2191,0.002054243,3723.766846,836336043.1,2306254354,,,,,
Run_2192,0.098322436,54241.71231,99129.45704,170539.3313,,,,,
Run_2193,7397.962382,52990.319,112.2694299,18291.41674,,,,,
Run_2194,24174.48178,36749.97827,99.09576086,5775.851041,,,,,
Run_2195,7397.962379,52990.31899,109.6295525,17588.90526,,,,,
Run_2196,7397.962379,52990.31899,112.0754347,18239.95103,,,,,
Run_2197,7397.962382,52990.319,112.2694299,18291.41674,,,,,
Run_2198,0.000871401,3125.06213,171516.0314,1743479.68,,,,,
Run_2199,7397.962382,52990.319,112.2694299,18291.41674,,,,,
Run_2200,100653.5123,4749.216246,851.5667719,137177.6087,,,,,
Run_2201,0.000693034,3090.807532,2721349.227,18017629.12,,,,,
Run_2202,0.000668043,3088.810284,25297.10924,731653.69,,,,,
Run_2203,0.000668044,3088.810253,25296.87527,731651.2098,,,,,
Run_2204,0.000668044,3088.810236,25294.73237,731635.7829,,,,,
Run_2205,101091.5516,4266.32109,284.7118459,17334.52586,,,,,
Run_2206,0.000668044,3088.810236,25294.73237,731635.7829,,,,,
Run_2207,0.000662488,3057.532938,9063.288047,290903.5608,,,,,
Run_2208,0.000668044,3088.810236,25294.73237,731635.7829,,,,,
Run_2209,0.000835193,3145.677533,23689342.99,76873938.4,,,,,
Run_2210,0.000808355,3140.464466,1748196.69,7270321.122,,,,,
Run_2211,0.000835257,3145.698171,23689419.96,76874232.52,,,,,
Run_2212,0.000835043,3145.623944,23682353.26,76838608.98,,,,,
Run_2213,0.000835193,3145.677533,23689342.99,76873938.4,,,,,
Run_2214,0.00082025,3141.698853,21161810.98,77395358.29,,,,,
Run_2215,0.000711466,3095.920033,8136965.957,36475722.23,,,,,
Run_2216,0.112539299,59775.20701,26668.60112,6873.818188,,,,,
Run_2217,0.112556784,59766.62544,31867.78674,6677.85044,,,,,
Run_2218,0.11177182,59535.36173,54753.67779,6935.521622,,,,,
Run_2219,0.11177182,59535.36174,55129.9947,7377.294705,,,,,
Run_2220,0.11177182,59535.36173,54966.01782,7182.665704,,,,,
Run_2221,0.111971565,59611.71089,46137.52572,5786.944688,,,,,
Run_2222,0.111554373,59477.13416,57845.40315,8362.72089,,,,,
Run_2223,0.000691506,3090.65998,503611.9965,4081404.353,,,,,
Run_2224,0.11177182,59535.36173,54966.01782,7182.665704,,,,,
Run_2225,0.111603568,59449.07665,63692.316,11578.34378,,,,,
Run_2226,0.112221426,59645.75443,49876.46159,10713.28567,,,,,
Run_2227,0.111603568,59449.07665,63700.96874,11589.05303,,,,,
Run_2228,0.111603568,59449.07665,63679.32988,11562.28045,,,,,
Run_2229,0.111603568,59449.07665,63692.316,11578.34378,,,,,
Run_2230,6.819529148,59815.75426,4563.225548,3780.574159,,,,,
Run_2231,0.111148526,59313.06755,68270.19432,15260.07177,,,,,
Run_2232,0.000796454,3102.142971,70003.09797,1054770.971,,,,,
Run_2233,57172.39668,8426.048902,315.2400544,24808.72713,,,,,
Run_2234,51618.14201,13283.68752,411.1289928,33157.08828,,,,,
Run_2235,51618.14201,13283.68752,411.8694435,33287.6431,,,,,
Run_2236,51618.14201,13283.68752,411.5024111,33222.9369,,,,,
Run_2237,0.001077638,3211.362941,663504.3113,3221781.746,,,,,
Run_2238,44888.58115,17349.01428,415.4333389,23291.86221,,,,,
Run_2239,7.379183472,59838.70047,458.1394542,5651.166882,,,,,
Run_2240,51618.14201,13283.68752,411.5024111,33222.9369,,,,,
Run_2241,0.000905714,3157.085518,114843.1157,951775.2427,,,,,
Run_2242,0.000984194,3182.399339,222118.4511,1411856.259,,,,,
Run_2243,0.000905715,3157.085639,114845.7534,951804.5559,,,,,
Run_2244,0.000905713,3157.085216,114636.0324,951102.2722,,,,,
Run_2245,0.000905714,3157.085518,114843.1157,951775.2427,,,,,
Run_2246,193.1575863,60505.87395,79.09208792,8268.697423,,,,,
Run_2247,0.000785718,3098.819959,43714.54062,762389.9883,,,,,
Run_2248,0.00240884,3906.19731,161576325,831871804.5,,,,,
Run_2249,378099.779,17702.63783,3034.037808,515858.3197,,,,,
Run_2250,347780.7282,21304.08461,4648.127564,829034.9303,,,,,
Run_2251,347780.7282,21304.08462,6370.127186,1098185.701,,,,,
Run_2252,347780.7282,21304.08462,5837.940825,1015387.899,,,,,
Run_2253,0.001282212,3459.47473,49194945.69,389779753.4,,,,,
Run_2254,922438.521,32052.8183,28012.87588,4620705.412,,,,,
Run_2255,98.9150587,60052.75547,81.91929574,10332.13527,,,,,
Run_2256,347780.7282,21304.08462,5837.940825,1015387.899,,,,,
Run_2257,0.112566553,59794.52689,19724.75861,5949.787599,,,,,
Run_2258,0.112637619,59812.12185,17648.5975,6027.913106,,,,,
Run_2259,0.112566553,59794.52688,19728.5203,5990.355408,,,,,
Run_2260,0.112566553,59794.52689,19738.14557,6094.9251,,,,,
Run_2261,0.112566553,59794.52689,19724.75861,5949.787599,,,,,
Run_2262,0.112239153,59669.87927,44242.14452,9780.386243,,,,,
Run_2263,0.112501348,59780.91174,20207.19275,6572.382898,,,,,
Run_2264,0.102678552,55894.07726,101215.7194,164831.3205,,,,,
Run_2265,0.07179046,43621.35359,98208.72472,614448.985,,,,,
Run_2266,0.075860152,45273.05131,103038.6973,639860.5103,,,,,
Run_2267,0.075860152,45273.05129,102486.2654,634215.2004,,,,,
Run_2268,0.075860152,45273.05131,103098.6475,640473.6974,,,,,
Run_2269,0.102785432,55887.02751,108124.0714,194606.5226,,,,,
Run_2270,0.079746075,46853.32309,99160.95244,573421.0166,,,,,
Run_2271,0.112258995,59678.4444,42827.72685,11036.04163,,,,,
Run_2272,0.075860152,45273.05131,103098.6475,640473.6974,,,,,
Run_2273,834287.6813,5981.301752,3293.910735,192658.7145,,,,,
Run_2274,834673.4912,6081.092867,3468.003218,204163.1242,,,,,
Run_2275,834287.6813,5981.301752,3302.933278,194096.3329,,,,,
Run_2276,834287.6813,5981.301751,3270.921518,188988.9041,,,,,
Run_2277,834287.6813,5981.301752,3293.910735,192658.7145,,,,,
Run_2278,0.001868924,3709.100526,429770358.5,2276767298,,,,,
Run_2279,834287.6813,5981.301752,3293.910735,192658.7145,,,,,
Run_2280,129164.9175,3831.008596,561.4999082,32764.67606,,,,,
Run_2281,0.000785224,3138.695628,4350436.609,22987383.71,,,,,
Run_2282,0.000792161,3139.293721,7731306.608,37472081.06,,,,,
Run_2283,0.000792175,3139.298385,7731310.172,37472096.28,,,,,
Run_2284,0.000792169,3139.296029,7731308.722,37472090.03,,,,,
Run_2285,129144.1763,3928.912022,596.3298983,34924.50173,,,,,
Run_2286,0.000792169,3139.296029,7731308.722,37472090.03,,,,,
Run_2287,0.001897947,3718.751998,885547056.8,4403418933,,,,,
Run_2288,0.000792169,3139.296029,7731308.722,37472090.03,,,,,
Run_2289,0.037534358,28562.82307,46363.89527,197412.8957,,,,,
Run_2290,0.057744431,37720.18994,64619.98727,262162.575,,,,,
Run_2291,0.037534358,28562.82299,42311.27248,157738.2558,,,,,
Run_2292,0.037534358,28562.82305,45730.42473,191146.5239,,,,,
Run_2293,0.037534358,28562.82307,46363.89527,197412.8957,,,,,
Run_2294,0.051765093,35121.82453,56872.66129,165748.3856,,,,,
Run_2295,0.02513403,22496.44658,38262.77819,222619.2648,,,,,
Run_2296,0.110278822,59061.909,73263.96801,7121.974217,,,,,
Run_2297,0.110265831,59100.28935,56428.02256,979.9097302,,,,,
Run_2298,0.111212547,59400.27831,59266.35879,6850.071049,,,,,
Run_2299,0.111212547,59400.27827,57059.84516,5095.524418,,,,,
Run_2300,0.111212547,59400.2782,50339.99295,1055.195583,,,,,
Run_2301,0.110887306,59276.17804,54574.15536,1324.291751,,,,,
Run_2302,0.111564274,59491.03587,47927.97109,863.1262106,,,,,
Run_2303,0.058332103,38045.48621,46204.03845,43823.22845,,,,,
Run_2304,0.111212547,59400.2782,50339.99295,1055.195583,,,,,
Run_2305,0.110875528,59299.85907,64520.36566,5962.029012,,,,,
Run_2306,0.112421858,59746.82743,29257.92408,6774.266925,,,,,
Run_2307,0.110875528,59299.85906,64372.94937,5878.680679,,,,,
Run_2308,0.110875528,59299.85907,64505.84499,5953.808311,,,,,
Run_2309,0.110875528,59299.85907,64520.36566,5962.029012,,,,,
Run_2310,4.733724137,59624.12354,22742.16204,3042.144956,,,,,
Run_2311,0.110875528,59299.85907,64520.36566,5962.029012,,,,,
Run_2312,0.110875528,59299.85907,64520.36566,5962.029012,,,,,
Run_2313,4.733723984,59624.12151,22724.5775,2983.388728,,,,,
Run_2314,1.290393717,59829.17066,7044.856422,5057.150557,,,,,
Run_2315,1.290393717,59829.1707,7041.514158,4963.481443,,,,,
Run_2316,1.290393716,59829.17063,7040.829783,4944.345953,,,,,
Run_2317,0.112421858,59746.82742,29232.2255,6630.729928,,,,,
Run_2318,1.290393716,59829.17063,7040.829783,4944.345953,,,,,
Run_2319,1.290393716,59829.17063,7040.829783,4944.345953,,,,,
Run_2320,1.290393716,59829.17063,7040.829783,4944.345953,,,,,
Run_2321,0.001011301,3190.872125,359904.9161,2035578.229,,,,,
Run_2322,0.000805344,3122.960707,59781.61828,699563.2533,,,,,
Run_2323,0.001011301,3190.872006,359903.0938,2035560.388,,,,,
Run_2324,0.0010113,3190.871786,359896.9555,2035514.882,,,,,
Run_2325,0.001011301,3190.872125,359904.9161,2035578.229,,,,,
Run_2326,0.001125619,3226.159642,436039.9082,2027565.12,,,,,
Run_2327,0.001011301,3190.872125,359904.9161,2035578.229,,,,,
Run_2328,0.00088029,3179.531559,9928467.159,40420892.65,,,,,
Run_2329,0.000905049,3181.481459,11956689.57,40203608.41,,,,,
Run_2330,0.000859543,3177.773674,1056352.592,5804294.364,,,,,
Run_2331,0.000859545,3177.774543,1056414.279,5804456.737,,,,,
Run_2332,0.000859541,3177.772892,1056097.095,5803648.427,,,,,
Run_2333,0.000831953,3175.594669,789744.7059,5811487.747,,,,,
Run_2334,0.000859541,3177.772892,1056097.095,5803648.427,,,,,
Run_2335,0.000920996,3162.183064,79003.96737,698670.9673,,,,,
Run_2336,0.000859541,3177.772892,1056097.095,5803648.427,,,,,
Run_2337,0.084997209,48961.92911,91142.8977,421651.2464,,,,,
Run_2338,0.071726351,43598.25766,79026.52669,373288.1908,,,,,
Run_2339,0.084997209,48961.92914,92570.29014,435343.8583,,,,,
Run_2340,0.084997209,48961.92905,88373.76221,395250.5921,,,,,
Run_2341,0.084997209,48961.92911,91142.8977,421651.2464,,,,,
Run_2342,0.072991393,44081.94647,86394.94202,590503.9025,,,,,
Run_2343,0.079194605,46639.35898,95530.01665,510031.6687,,,,,
Run_2344,0.084997209,48961.92911,91142.8977,421651.2464,,,,,
Run_2345,0.065601023,41045.3493,90274.23087,713946.7637,,,,,
Run_2346,0.048203174,33541.89818,65914.65593,540718.1476,,,,,
Run_2347,0.048203174,33541.89827,68917.69981,578503.7452,,,,,
Run_2348,0.048203174,33541.89826,68771.2205,576604.2704,,,,,
Run_2349,0.064241923,40510.36522,80488.0086,449213.0392,,,,,
Run_2350,0.056673318,37210.92196,70587.72178,506852.6698,,,,,
Run_2351,0.048203174,33541.89826,68771.2205,576604.2704,,,,,
Run_2352,0.048203174,33541.89826,68771.2205,576604.2704,,,,,
Run_2353,128304.1299,4115.403748,296.2643987,35369.00677,,,,,
Run_2354,127763.2903,4823.799085,499.2533766,75865.94614,,,,,
Run_2355,128304.1299,4115.403748,294.8285343,35008.25116,,,,,
Run_2356,128304.1299,4115.403748,298.4297839,35911.37633,,,,,
Run_2357,128304.1299,4115.403748,296.2643987,35369.00677,,,,,
Run_2358,0.000812518,3140.796897,2145651.57,8279642.366,,,,,
Run_2359,102599.5937,3835.484085,181.9233641,22327.06847,,,,,
Run_2360,832085.3437,5029.621824,1859.28276,224990.2651,,,,,
Run_2361,0.001294897,3459.418587,34829711.82,196910297.4,,,,,
Run_2362,0.001373329,3480.489433,882879605.1,4047643721,,,,,
Run_2363,0.001370727,3479.698059,882878883.7,4047640357,,,,,
Run_2364,0.001372842,3480.344256,882879526.4,4047643353,,,,,
Run_2365,466940.5696,4384.308402,1436.588186,186527.5021,,,,,
Run_2366,0.002132067,3784.995154,3781055715,13002340316,,,,,
Run_2367,0.000736912,3110.206625,9204156.758,39904671.37,,,,,
Run_2368,0.001372842,3480.344256,882879526.4,4047643353,,,,,
Run_2369,54385.1584,8890.047532,397.5996951,3988.011419,,,,,
Run_2370,56216.04369,7242.844144,426.1563186,4234.378,,,,,
Run_2371,54385.1584,8890.047532,407.9697217,4386.156146,,,,,
Run_2372,54385.1584,8890.047532,394.3908552,3865.320764,,,,,
Run_2373,54385.1584,8890.047532,397.5996951,3988.011419,,,,,
Run_2374,0.001832378,4708.583788,145207.5928,1041855.845,,,,,
Run_2375,57385.04128,7679.411719,440.3288196,5857.726018,,,,,
Run_2376,103706.7795,3456.81788,276.3763286,2784.45082,,,,,
Run_2377,0.000917973,3184.823141,5832816.062,14964637.69,,,,,
Run_2378,0.000859246,3156.208947,3058432.144,8527626.547,,,,,
Run_2379,0.000859277,3156.22003,3061054.673,8532787.67,,,,,
Run_2380,0.000859275,3156.21931,3061053.648,8532785.5,,,,,
Run_2381,129823.5845,3646.784627,534.213814,7630.026349,,,,,
Run_2382,0.000737266,3110.563971,1152127.264,4738711.858,,,,,
Run_2383,0.00135405,3548.20912,182003.4248,911434.925,,,,,
Run_2384,0.000859275,3156.21931,3061053.648,8532785.5,,,,,
Run_2385,0.002914887,4084.263013,8270675176,26582216589,,,,,
Run_2386,0.00279935,4024.867317,5544776080,17217163624,,,,,
Run_2387,0.002899381,4079.607948,8270672058,26582206090,,,,,
Run_2388,0.002914049,4084.015302,8270675031,26582216266,,,,,
Run_2389,0.002914887,4084.263013,8270675176,26582216589,,,,,
Run_2390,0.002814714,4057.947066,7097644842,26798049523,,,,,
Run_2391,0.001326953,3474.947523,754986894.4,3991975952,,,,,
Run_2392,0.086712289,49622.56138,107161.1294,475535.1139,,,,,
Run_2393,0.081826662,47676.70723,92882.91493,540862.2862,,,,,
Run_2394,0.078764093,46445.72725,90349.21588,529163.4086,,,,,
Run_2395,0.078764093,46445.72725,90079.03815,526189.1792,,,,,
Run_2396,0.078764093,46445.72725,90043.17567,525794.6067,,,,,
Run_2397,0.091817186,51673.75492,94171.04181,333945.0612,,,,,
Run_2398,0.06760648,41888.46688,96430.21968,694974.0539,,,,,
Run_2399,0.001305594,3467.342508,419842733,2659832372,,,,,
Run_2400,0.078764093,46445.72725,90043.17567,525794.6067,,,,,
Run_2401,0.111940825,59576.45102,53228.87923,12405.2624,,,,,
Run_2402,0.111759103,59520.61233,57271.04572,12571.0506,,,,,
Run_2403,0.111940824,59576.451,52579.69114,10958.11206,,,,,
Run_2404,0.111940824,59576.45102,53267.39299,12495.13978,,,,,
Run_2405,0.111940825,59576.45102,53228.87923,12405.2624,,,,,
Run_2406,0.112195591,59673.40563,40558.56462,9076.477184,,,,,
Run_2407,0.112232878,59657.64869,47410.97181,9186.929781,,,,,
Run_2408,0.002608208,3960.571339,2695261286,9896663111,,,,,
Run_2409,0.001302748,3463.705145,293543383.8,1563299855,,,,,
Run_2410,0.001299866,3462.205198,166177471,915024643.9,,,,,
Run_2411,0.001296261,3460.777693,160724149.3,891216573.4,,,,,
Run_2412,0.001297778,3461.490888,166085310.1,914522713.2,,,,,
Run_2413,0.001289483,3460.882788,135561560.6,916899131.5,,,,,
Run_2414,0.002599698,3935.260633,1806197880,5544561877,,,,,
Run_2415,0.112309715,59697.81543,39679.99232,6502.50263,,,,,
Run_2416,0.001297778,3461.490888,166085310.1,914522713.2,,,,,
Run_2417,0.000825025,3141.764477,1176310.834,3832493.152,,,,,
Run_2418,0.000816762,3141.114908,313528.2149,1479193.179,,,,,
Run_2419,0.000825025,3141.764307,1176310.744,3832492.912,,,,,
Run_2420,0.000825025,3141.764196,1176310.675,3832492.737,,,,,
Run_2421,0.000825025,3141.764477,1176310.834,3832493.152,,,,,
Run_2422,129511.4519,3603.052467,566.1639383,14436.3052,,,,,
Run_2423,0.000943487,3184.359771,2166893.287,5450284.931,,,,,
Run_2424,0.001160616,3225.404395,114276.8569,623273.6992,,,,,
Run_2425,62279.06134,4678.049878,436.0059318,12855.48403,,,,,
Run_2426,63707.59118,3703.868124,348.1431478,10225.14123,,,,,
Run_2427,63707.59118,3703.868124,348.3654315,10247.35495,,,,,
Run_2428,63707.59118,3703.868124,347.3891965,10149.80349,,,,,
Run_2429,0.001241119,3261.307902,67090.92981,389817.638,,,,,
Run_2430,62029.76659,3660.643191,373.1934539,9333.901685,,,,,
Run_2431,152072.2176,3605.166381,576.9473175,16754.88935,,,,,
Run_2432,63707.59118,3703.868124,347.3891965,10149.80349,,,,,
Run_2433,0.000713379,3083.603642,16846.03747,432475.5666,,,,,
Run_2434,0.000793978,3111.91138,40831.92649,705222.2367,,,,,
Run_2435,0.00071338,3083.603908,23660.35965,484176.1648,,,,,
Run_2436,0.000713379,3083.603731,21829.74873,473394.678,,,,,
Run_2437,0.000713379,3083.603642,16846.03747,432475.5666,,,,,
Run_2438,0.002785189,5735.941195,55480.06923,385681.295,,,,,
Run_2439,0.000731894,3096.122143,22246.49141,458345.6669,,,,,
Run_2440,0.001781788,3699.456542,2246823.85,48622905.89,,,,,
Run_2441,0.003217777,3940.490671,93274758.98,162609712.3,,,,,
Run_2442,0.003758814,3977.328485,331946168,527492098.2,,,,,
Run_2443,0.003771501,3983.202959,430319987.2,639037446.8,,,,,
Run_2444,0.003771881,3983.316161,430320050.3,639037527.3,,,,,
Run_2445,0.002363247,3905.081458,107780574.5,680173497.6,,,,,
Run_2446,0.002688217,3754.855209,196197541,340360206.8,,,,,
Run_2447,0.004586563,7536.351856,151150.2832,673214.2498,,,,,
Run_2448,0.003771881,3983.316161,430320050.3,639037527.3,,,,,
Run_2449,0.0013058,3463.79284,238107183.2,1185070946,,,,,
Run_2450,0.001314429,3467.860902,426701202.5,2085210891,,,,,
Run_2451,0.00130564,3463.744548,238107153.5,1185070815,,,,,
Run_2452,0.001304867,3463.504905,238106791.7,1185069216,,,,,
Run_2453,0.0013058,3463.79284,238107183.2,1185070946,,,,,
Run_2454,0.001295914,3462.615207,187584383.2,1188781153,,,,,
Run_2455,0.001954816,3722.996506,1041751634,3633463793,,,,,
Run_2456,0.000947555,3147.635994,213845.3607,1644696.571,,,,,
Run_2457,0.001018468,3182.929819,329998.5588,2005922.069,,,,,
Run_2458,0.001048193,3191.787776,462537.0955,2570408.505,,,,,
Run_2459,0.001048193,3191.788064,462539.8207,2570435.529,,,,,
Run_2460,0.001048192,3191.787569,462534.8296,2570387.436,,,,,
Run_2461,0.001145345,3220.440646,569055.277,2558068.026,,,,,
Run_2462,0.000903386,3134.584357,233184.4237,2063725.513,,,,,
Run_2463,0.001941624,3730.31212,1532810749,6584967131,,,,,
Run_2464,0.001048192,3191.787569,462534.8296,2570387.436,,,,,
Run_2465,0.110938962,58998.89457,96079.60278,46866.43715,,,,,
Run_2466,0.10943462,58478.1401,99957.17328,44497.3421,,,,,
Run_2467,0.110938962,58998.89453,94248.87692,42777.20891,,,,,
Run_2468,0.110938962,58998.89439,83623.54578,21797.95041,,,,,
Run_2469,0.110938962,58998.89457,96079.60278,46866.43715,,,,,
Run_2470,0.060077964,38715.47362,91137.18633,817972.6228,,,,,
Run_2471,0.110938962,58998.89457,96079.60278,46866.43715,,,,,
Run_2472,0.003513283,4194.335262,80780165.16,100531879.6,,,,,
Run_2473,0.000896681,3180.624807,244036.6487,4603571.159,,,,,
Run_2474,0.000868594,3178.451345,639220.1939,7263427.339,,,,,
Run_2475,0.000868702,3178.536464,6904688.361,31336012.74,,,,,
Run_2476,0.00086859,3178.447473,55217.75665,1742353.982,,,,,
Run_2477,0.002492629,3835.823327,487238.0049,1721672.408,,,,,
Run_2478,0.00086859,3178.447473,55217.75665,1742353.982,,,,,
Run_2479,0.043645125,31498.64003,40227.78902,189402.1951,,,,,
Run_2480,0.00086859,3178.447473,55217.75665,1742353.982,,,,,
Run_2481,0.000689271,3090.488746,762082.7714,6194931.698,,,,,
Run_2482,0.000668009,3088.808183,17459.14186,532923.9676,,,,,
Run_2483,0.000689271,3090.488676,762082.7296,6194931.436,,,,,
Run_2484,0.000689271,3090.488652,762082.7138,6194931.344,,,,,
Run_2485,0.000689271,3090.488746,762082.7714,6194931.698,,,,,
Run_2486,0.000697323,3091.122122,1003989.008,6183566.91,,,,,
Run_2487,0.000689271,3090.488746,762082.7714,6194931.698,,,,,
Run_2488,0.111791659,59526.10895,57671.19999,9109.288641,,,,,
Run_2489,0.112096644,59642.65007,44333.61047,6444.409631,,,,,
Run_2490,0.110300619,59086.35707,72310.43618,6030.903924,,,,,
Run_2491,0.110300619,59086.35707,72318.25194,6034.019977,,,,,
Run_2492,0.110300619,59086.35707,72279.56611,6018.606662,,,,,
Run_2493,0.109315043,58707.89757,77011.45632,8651.979177,,,,,
Run_2494,0.110300619,59086.35707,72279.56611,6018.606662,,,,,
Run_2495,0.00067931,3089.703936,24602.76779,532873.3582,,,,,
Run_2496,0.110300619,59086.35707,72279.56611,6018.606662,,,,,
Run_2497,0.111376711,59419.35349,61748.82157,9019.42184,,,,,
Run_2498,0.112177038,59659.7563,43775.23001,8868.291664,,,,,
Run_2499,0.111376711,59419.35349,61688.56018,8956.944789,,,,,
Run_2500,0.111376711,59419.35349,61648.2044,8915.207424,,,,,
Run_2501,0.111376711,59419.35349,61748.82157,9019.42184,,,,,
Run_2502,0.11185437,59601.58203,42560.76349,5818.066129,,,,,
Run_2503,0.111218339,59375.0722,63464.33545,9856.527918,,,,,
Run_2504,0.055265793,36689.81009,68659.1718,349506,,,,,
Run_2505,0.08064495,47289.11183,89134.67183,203645.6524,,,,,
Run_2506,0.09498881,52904.67543,104053.994,235607.382,,,,,
Run_2507,0.09498881,52904.67544,104217.6316,236493.8997,,,,,
Run_2508,0.09498881,52904.67542,103540.0323,232824.4776,,,,,
Run_2509,0.073375157,44285.65325,94337.94909,486146.9838,,,,,
Run_2510,0.097057833,53736.94087,98941.34926,204855.5052,,,,,
Run_2511,0.11234637,59736.62639,27223.12251,6689.309677,,,,,
Run_2512,0.09498881,52904.67542,103540.0323,232824.4776,,,,,
Run_2513,49267.81456,15213.29861,325.3966247,36285.03816,,,,,
Run_2514,60546.87244,5586.574534,188.0537036,14981.26673,,,,,
Run_2515,49267.81456,15213.29861,324.7412543,36146.18968,,,,,
Run_2516,49267.81454,15213.29861,327.4078364,36710.6209,,,,,
Run_2517,49267.81456,15213.29861,325.3966247,36285.03816,,,,,
Run_2518,0.001099322,3218.029317,636597.1797,2991674.825,,,,,
Run_2519,42135.62019,19813.5238,344.2148141,27429.62887,,,,,
Run_2520,151297.8631,4254.70589,667.7443984,72253.33203,,,,,
Run_2521,0.000693926,3090.900462,3719791.256,24021598.26,,,,,
Run_2522,0.000674402,3089.313755,85306.08058,1582343.237,,,,,
Run_2523,0.000674403,3089.31371,85306.03855,1582342.72,,,,,
Run_2524,0.000674403,3089.313751,85306.07783,1582343.201,,,,,
Run_2525,103154.2061,3320.061962,177.6190821,13660.11605,,,,,
Run_2526,0.000824426,3174.997533,406801.814,3563242.052,,,,,
Run_2527,0.00071191,3074.793538,17339.38563,459244.0311,,,,,
Run_2528,0.000674403,3089.313751,85306.07783,1582343.201,,,,,
Run_2529,0.092596987,51988.98329,100573.9444,215401.9797,,,,,
Run_2530,0.088654252,50457.26583,96667.74922,207661.6162,,,,,
Run_2531,0.092596987,51988.98332,101779.1765,221588.2157,,,,,
Run_2532,0.092596987,51988.9833,100740.1887,216254.4992,,,,,
Run_2533,0.092596987,51988.98329,100573.9444,215401.9797,,,,,
Run_2534,0.066789952,41579.57188,86770.23728,461756.9033,,,,,
Run_2535,0.098223701,54228.7423,91672.53721,153977.3164,,,,,
Run_2536,0.112215003,59703.82858,30479.57815,6413.997746,,,,,
Run_2537,0.112159003,59648.25693,46179.08385,7682.982015,,,,,
Run_2538,0.11195554,59587.41034,51520.56313,7546.513866,,,,,
Run_2539,0.11195554,59587.41035,51685.54297,7795.674879,,,,,
Run_2540,0.11195554,59587.41034,51689.37256,7801.519288,,,,,
Run_2541,0.112276104,59709.86904,33052.01576,5222.982608,,,,,
Run_2542,0.111620087,59497.23099,56799.31141,10109.3149,,,,,
Run_2543,0.072167746,43790.45581,79070.42011,339591.5752,,,,,
Run_2544,0.11195554,59587.41034,51689.37256,7801.519288,,,,,
Run_2545,0.001250601,3458.307063,162497.8571,5740563.473,,,,,
Run_2546,0.001302472,3467.110334,510626136.5,3328715395,,,,,
Run_2547,0.001250601,3458.30686,160483.2741,5717935.607,,,,,
Run_2548,0.001250602,3458.307393,162987.879,5745488.695,,,,,
Run_2549,0.001250601,3458.307063,162497.8571,5740563.473,,,,,
Run_2550,466548.54,3935.017253,645.3985158,26747.39556,,,,,
Run_2551,0.001753508,3699.197077,571322.4259,13185460.78,,,,,
Run_2552,0.000630965,3045.682842,6830.29204,225867.446,,,,,
Run_2553,61472.53049,3742.341317,171.0741554,7631.135664,,,,,
Run_2554,42999.97893,20018.97853,328.6108064,34634.36326,,,,,
Run_2555,42999.97893,20018.97853,310.8908089,31109.63758,,,,,
Run_2556,42999.97893,20018.97853,325.2341028,33970.42222,,,,,
Run_2557,0.001035725,3187.995052,563424.2246,3174222.372,,,,,
Run_2558,38380.20308,23376.21714,333.7930197,28153.21941,,,,,
Run_2559,833720.6379,5861.774209,3221.706306,324118.3721,,,,,
