,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,
Run_1882,0.001286522,3459.859182,60455863.47,438373732.8,,,,,
Run_1883,0.001285805,3459.611899,60418648.17,438177981.3,,,,,
Run_1884,0.001285618,3459.534655,60543750.81,437278364.2,,,,,
Run_1885,0.001279195,3459.331065,51537641.14,437909127.1,,,,,
Run_1886,0.002488292,3913.641871,633963686.9,2524233950,,,,,
Run_1887,0.001285611,3459.529623,60239340.35,437310095.9,,,,,
Run_1888,0.001285611,3459.529623,60239340.35,437310095.9,,,,,
Run_1889,0.001291842,3459.5837,114547272.4,851240069.4,,,,,
Run_1890,0.001275113,3458.547046,2652604.043,44058885.39,,,,,
Run_1891,0.001298356,3463.131685,227733348.6,1392103006,,,,,
Run_1892,0.001291232,3458.957423,43088040.59,434812151.5,,,,,
Run_1893,0.001291855,3459.596448,116047824.7,851096577.6,,,,,
Run_1894,0.001284023,3459.323953,92529356.99,852396716.7,,,,,
Run_1895,0.002539537,3913.828517,1194908385,4983249739,,,,,
Run_1896,0.001291842,3459.5837,114547272.4,851240069.4,,,,,
Run_1897,0.002526281,3942.096694,2086052949,8761144157,,,,,
Run_1898,0.00232734,3902.584767,6084060.933,105725952.2,,,,,
Run_1899,0.002328575,3903.330385,42101379.18,331521431,,,,,
Run_1900,0.002328307,3903.209869,38826856.48,331557793.7,,,,,
Run_1901,0.002404673,3904.274235,59538719.36,331008727.5,,,,,
Run_1902,0.001264322,3458.500439,4413476.843,66662673.02,,,,,
Run_1903,0.002328406,3903.270582,42096834.64,331505012.4,,,,,
Run_1904,0.002328406,3903.270582,42096834.64,331505012.4,,,,,
Run_1905,831963.8087,5063.151153,1710.919631,150562.2538,,,,,
Run_1906,832155.4149,5324.841971,2373.718189,406260.5172,,,,,
Run_1907,831963.8087,5063.151153,1714.863949,151476.1485,,,,,
Run_1908,831963.8087,5063.151153,1708.983876,150113.4128,,,,,
Run_1909,831963.7743,5063.184119,1710.947075,150562.3115,,,,,
Run_1910,0.001867798,3700.722589,24647392.28,138651910,,,,,
Run_1911,831963.8087,5063.151153,1710.919631,150562.2538,,,,,
Run_1912,831963.8087,5063.151153,1710.919631,150562.2538,,,,,
Run_1913,0.00186779,3700.715499,24175609.78,138669904.7,,,,,
Run_1914,0.001967749,3729.216059,1338454467,4767675642,,,,,
Run_1915,0.001969039,3729.599577,1338454667,4767676326,,,,,
Run_1916,0.001969176,3729.745755,1348637413,4765752371,,,,,
Run_1917,832155.4017,5324.855244,2381.050173,408075.3789,,,,,
Run_1918,0.001968766,3729.518989,1338454630,4767676237,,,,,
Run_1919,0.001968766,3729.518989,1338454630,4767676237,,,,,
Run_1920,0.001968766,3729.518989,1338454630,4767676237,,,,,
Run_1921,0.001820948,3699.929049,7276642.33,65233621.73,,,,,
Run_1922,0.001995358,3751.488217,2517305116,10192433295,,,,,
Run_1923,0.001820952,3699.930464,7276650.033,65233656.73,,,,,
Run_1924,0.001820744,3699.809998,2125552.552,33815070.34,,,,,
Run_1925,0.001820936,3699.922656,6963804.544,65239105.56,,,,,
Run_1926,0.001913578,3700.97308,16762894.72,65096406.34,,,,,
Run_1927,0.001271652,3458.527775,1811423.139,25764604.63,,,,,
Run_1928,0.001820948,3699.929049,7276642.33,65233621.73,,,,,
Run_1929,0.001296218,3458.737892,1770593.314,15966444.78,,,,,
Run_1930,0.001623753,3485.198232,393934539.7,1437124842,,,,,
Run_1931,0.001654296,3501.688324,952025176.7,3024820772,,,,,
Run_1932,0.001624594,3485.997096,473682972.4,1656779371,,,,,
Run_1933,0.001297308,3460.706691,256717419.1,1705854087,,,,,
Run_1934,0.002554251,3755.239385,1811127480,5009549783,,,,,
Run_1935,0.00162457,3485.972308,470795679.6,1657194008,,,,,
Run_1936,0.00162457,3485.972308,470795679.6,1657194008,,,,,
Run_1937,1223095.589,6595.742859,4174.237936,551192.3123,,,,,
Run_1938,1222351.17,6061.675259,3204.261781,415279.0921,,,,,
Run_1939,1223095.589,6595.742857,3489.392754,372449.0796,,,,,
Run_1940,1223095.589,6595.742859,4162.389455,548290.4126,,,,,
Run_1941,1223095.616,6595.718664,4174.20593,551191.9203,,,,,
Run_1942,0.00255741,3939.438733,1642422884,6441046476,,,,,
Run_1943,1223095.589,6595.742859,4174.237936,551192.3123,,,,,
Run_1944,1223095.589,6595.742859,4174.237936,551192.3123,,,,,
Run_1945,0.002502431,3912.566512,1010490462,4343482098,,,,,
Run_1946,0.00245514,3911.502036,375234865.8,1664046101,,,,,
Run_1947,0.002444574,3906.756006,312051289.9,1479224756,,,,,
Run_1948,0.002442692,3905.209059,199800363.4,1144164535,,,,,
Run_1949,1222351.207,6061.645648,2624.337718,244116.5266,,,,,
Run_1950,0.002442783,3905.29889,210190486.3,1143797235,,,,,
Run_1951,0.002442783,3905.29889,210190486.3,1143797235,,,,,
Run_1952,0.002442783,3905.29889,210190486.3,1143797235,,,,,
Run_1953,0.002830811,3919.615371,708746312.5,2763113026,,,,,
Run_1954,0.002524054,3904.369463,3162175.044,32582172.25,,,,,
Run_1955,0.002834414,3923.768084,1289135621,4412963402,,,,,
Run_1956,0.003077794,4060.855285,7006653795,18571575388,,,,,
Run_1957,0.002830812,3919.615988,708841955.2,2763106957,,,,,
Run_1958,0.002589558,3908.339303,554951330.9,2788495235,,,,,
Run_1959,0.002064869,3710.206213,300560910.9,1443674470,,,,,
Run_1960,0.002830811,3919.615371,708746312.5,2763113026,,,,,
Run_1961,0.002005303,3751.741882,2441663414,9331015729,,,,,
Run_1962,0.001843684,3700.235058,12175632.85,88092424.44,,,,,
Run_1963,0.001843306,3700.012585,1640954.274,28134195.84,,,,,
Run_1964,0.001843695,3700.238435,12171682.38,88092558.44,,,,,
Run_1965,0.001889385,3700.77593,17807646.58,87984124.65,,,,,
Run_1966,0.002425933,3903.997153,28494946.63,160253111.9,,,,,
Run_1967,0.001843695,3700.238519,12175640.13,88092455.45,,,,,
Run_1968,0.001843695,3700.238519,12175640.13,88092455.45,,,,,
Run_1969,0.001277617,3459.097105,27379396.15,253460471.1,,,,,
Run_1970,0.001291238,3462.088134,166013008.9,1169537391,,,,,
Run_1971,0.001277621,3459.09834,27379397.08,253460476.8,,,,,
Run_1972,0.001277564,3459.080523,27379376.83,253460348.5,,,,,
Run_1973,0.001277617,3459.097088,27378620.08,253460495.8,,,,,
Run_1974,468523.7148,4408.158348,1319.604572,20192.85974,,,,,
Run_1975,0.002424266,3908.927074,268944941.9,1406585931,,,,,
Run_1976,0.001277617,3459.097105,27379396.15,253460471.1,,,,,
Run_1977,1228110.602,7820.309307,5475.626272,127277.7513,,,,,
Run_1978,1229697.312,7507.779414,5020.38995,120073.8906,,,,,
Run_1979,1229697.313,7507.779416,5062.359045,123452.781,,,,,
Run_1980,1229697.316,7507.776197,5025.955861,120522.3318,,,,,
Run_1981,0.002543564,3940.099945,1748785157,7255551792,,,,,
Run_1982,468880.0864,4266.871925,1095.691573,16926.4244,,,,,
Run_1983,1229697.312,7507.779414,5025.961033,120522.394,,,,,
Run_1984,1229697.312,7507.779414,5025.961033,120522.394,,,,,
Run_1985,0.001803529,3700.12531,27897903.27,261517188.3,,,,,
Run_1986,0.001741038,3699.085271,415161.4872,12177853.29,,,,,
Run_1987,0.001803721,3700.188262,27898651.26,261520694.7,,,,,
Run_1988,0.001803441,3700.092799,27890723.64,261486742.1,,,,,
Run_1989,0.001803565,3700.147435,29040965.15,261487075.3,,,,,
Run_1990,832064.3958,5007.606423,1723.849813,169737.0782,,,,,
Run_1991,0.001803529,3700.12531,27897903.27,261517188.3,,,,,
Run_1992,0.001803529,3700.12531,27897903.27,261517188.3,,,,,
Run_1993,832064.432,5007.571583,1765.235893,179959.1006,,,,,
Run_1994,832041.2196,4843.606358,1508.878693,63800.23813,,,,,
Run_1995,832041.2196,4843.606359,1552.062447,70204.7282,,,,,
Run_1996,832041.1329,4843.68679,1548.495125,69661.44099,,,,,
Run_1997,0.001741043,3699.086225,430864.006,12177959.72,,,,,
Run_1998,832041.2196,4843.606359,1548.392817,69661.34966,,,,,
Run_1999,832041.2196,4843.606359,1548.392817,69661.34966,,,,,
Run_2000,832041.2196,4843.606359,1548.392817,69661.34966,,,,,
Run_2001,0.001310318,3466.219324,359373780.8,1810887945,,,,,
Run_2002,0.001298324,3461.075182,115177633.3,623711307.4,,,,,
Run_2003,0.001310705,3466.336681,359373875.2,1810888405,,,,,
Run_2004,0.001308405,3465.602684,359370813.8,1810872379,,,,,
Run_2005,0.001310212,3466.159148,356604908.4,1811463668,,,,,
Run_2006,0.001303462,3465.058811,307335307.6,1815024160,,,,,
Run_2007,0.001310318,3466.219324,359373780.8,1810887945,,,,,
Run_2008,0.001310318,3466.219324,359373780.8,1810887945,,,,,
Run_2009,0.001302584,3464.760682,304990854.4,1815495738,,,,,
Run_2010,0.001290962,3460.423786,95252274.66,624958987.1,,,,,
Run_2011,0.001291591,3460.626443,95253570.51,624966035.7,,,,,
Run_2012,0.001291268,3460.535548,96279653.72,624834802.7,,,,,
Run_2013,0.001297976,3460.953051,113910680.5,623880534.5,,,,,
Run_2014,0.001291232,3460.5142,95253358.92,624964949.2,,,,,
Run_2015,0.001291232,3460.5142,95253358.92,624964949.2,,,,,
Run_2016,0.001291232,3460.5142,95253358.92,624964949.2,,,,,
Run_2017,0.003994669,4024.556225,1849831420,2985898121,,,,,
Run_2018,0.004909709,4183.631113,6954949154,11567229043,,,,,
Run_2019,0.003997669,4025.463657,1849832167,2985899242,,,,,
Run_2020,0.003990678,4023.306066,1849829027,2985894478,,,,,
Run_2021,0.003994677,4024.56062,1850034434,2985869693,,,,,
Run_2022,0.002464074,3918.029151,703446533.4,3236932888,,,,,
Run_2023,0.001760307,3496.827407,230057906.6,523119643.6,,,,,
Run_2024,0.003994669,4024.556225,1849831420,2985898121,,,,,
Run_2025,0.001282277,3459.957572,68207823.38,550166112.3,,,,,
Run_2026,0.001296281,3464.415079,290173269.4,2001679026,,,,,
Run_2027,0.001297364,3464.74977,290173731.5,2001681901,,,,,
Run_2028,0.001297024,3464.646748,290156298.2,2001684972,,,,,
Run_2029,0.002031267,3529.168814,868203483.5,1855434064,,,,,
Run_2030,0.002608069,3970.054563,3143046552,12865773769,,,,,
Run_2031,0.001297024,3464.647126,290173655.1,2001681447,,,,,
Run_2032,0.001297024,3464.647126,290173655.1,2001681447,,,,,
Run_2033,0.001752258,3699.183146,280131.8361,7204456.968,,,,,
Run_2034,0.001838276,3700.893827,49911802.49,323124647.9,,,,,
Run_2035,0.001752254,3699.181294,253838.6915,6943232.977,,,,,
Run_2036,0.001752258,3699.183481,280132.8595,7204469.42,,,,,
Run_2037,0.001752258,3699.183147,280197.0466,7204456.9,,,,,
Run_2038,0.001818239,3699.783693,536715.099,7202979.843,,,,,
Run_2039,0.002243535,3901.812989,600156.9262,12006609.92,,,,,
Run_2040,0.001752258,3699.183146,280131.8361,7204456.968,,,,,
Run_2041,0.002372823,3902.984761,1193041.101,12002763.63,,,,,
Run_2042,0.002547092,3908.561779,191219095.3,608159236.7,,,,,
Run_2043,0.002542179,3906.494298,174603733.9,574504460.8,,,,,
Run_2044,0.002546141,3908.266505,191176609.2,608160765.9,,,,,
Run_2045,0.002414829,3905.62103,119246871.4,611235803.3,,,,,
Run_2046,0.001898493,3702.039778,79184967.22,321969305.3,,,,,
Run_2047,0.002546143,3908.267376,191218608.2,608158101.1,,,,,
Run_2048,0.002546143,3908.267376,191218608.2,608158101.1,,,,,
Run_2049,1221878.53,5683.163194,2492.67641,93393.17988,,,,,
Run_2050,1222243.828,6054.986912,3166.118603,393286.1163,,,,,
Run_2051,1221878.53,5683.163194,2508.051524,95355.14265,,,,,
Run_2052,1221878.53,5683.163194,2485.002422,92413.71546,,,,,
Run_2053,1221878.618,5683.103032,2492.631754,93392.90955,,,,,
Run_2054,0.002542904,3904.570735,2118467.484,10867453.08,,,,,
Run_2055,1221878.53,5683.163194,2492.67641,93393.17988,,,,,
Run_2056,1221878.53,5683.163194,2492.67641,93393.17988,,,,,
Run_2057,0.002542913,3904.573285,2191341.629,10866593.85,,,,,
Run_2058,0.00312938,3946.131517,726490138.9,1377125124,,,,,
Run_2059,0.003131841,3946.901072,726491634.8,1377127559,,,,,
Run_2060,0.003131092,3946.595601,718744062.7,1377931218,,,,,
Run_2061,1222243.858,6054.961235,3190.780296,399764.1947,,,,,
Run_2062,0.003131389,3946.763545,726491508.6,1377127353,,,,,
Run_2063,0.003131389,3946.763545,726491508.6,1377127353,,,,,
Run_2064,0.003131389,3946.763545,726491508.6,1377127353,,,,,
Run_2065,0.001896417,3708.085634,370710162.3,1592260553,,,,,
Run_2066,0.001994455,3750.108294,2341090854,9483827076,,,,,
Run_2067,0.00189662,3708.146947,370710212.5,1592260731,,,,,
Run_2068,0.001895629,3707.840345,370709792.8,1592259261,,,,,
Run_2069,0.001895978,3707.83782,359321026.7,1593537704,,,,,
Run_2070,0.001878168,3707.071514,330481050.4,1595675956,,,,,
Run_2071,0.001291659,3460.384401,84161987.12,536879000.2,,,,,
Run_2072,0.001896417,3708.085634,370710162.3,1592260553,,,,,
Run_2073,0.001286792,3460.099706,74000719.2,537634012.3,,,,,
Run_2074,0.001308232,3468.346732,475492242.4,2980736388,,,,,
Run_2075,0.001309405,3468.706875,475492641.8,2980738804,,,,,
Run_2076,0.001308789,3468.55915,479485776.4,2979760621,,,,,
Run_2077,0.001313433,3469.42068,518722456.4,2975693095,,,,,
Run_2078,0.001970785,3744.381356,2115915679,9522190776,,,,,
Run_2079,0.001308638,3468.473013,475492428,2980737550,,,,,
Run_2080,0.001308638,3468.473013,475492428,2980737550,,,,,
Run_2081,0.001296375,3464.081933,261983311.2,1790698156,,,,,
Run_2082,0.001289742,3461.688911,148980211.7,1067691911,,,,,
Run_2083,0.001296567,3464.139875,261983352.3,1790698425,,,,,
Run_2084,0.001296118,3464.003246,261983230,1790697680,,,,,
Run_2085,0.001296373,3464.08052,261918898.6,1790713897,,,,,
Run_2086,0.001309259,3465.921344,343241781.6,1783060439,,,,,
Run_2087,0.002598822,3963.104314,2802608878,11428235194,,,,,
Run_2088,0.001296375,3464.081933,261983311.2,1790698156,,,,,
Run_2089,0.002718085,3982.59864,3668944381,11307244041,,,,,
Run_2090,0.002644418,3948.744503,2116064319,6520249632,,,,,
Run_2091,0.002648188,3949.89251,2116065364,6520252561,,,,,
Run_2092,0.002646644,3949.443994,2117656635,6519945111,,,,,
Run_2093,0.002532191,3936.621987,1561794006,6583672984,,,,,
Run_2094,0.001302457,3462.869508,199338604.2,1063649011,,,,,
Run_2095,0.002646586,3949.40914,2116065010,6520251589,,,,,
Run_2096,0.002646586,3949.40914,2116065010,6520251589,,,,,
Run_2097,0.002556408,3907.607967,151160625.8,470497425,,,,,
Run_2098,0.002507213,3904.768164,30017968.42,123782030.9,,,,,
Run_2099,0.002552169,3905.4131,94174347.13,349221333.2,,,,,
Run_2100,0.002557095,3907.819768,151160906,470498062.9,,,,,
Run_2101,0.002556335,3907.566033,149155152.7,470614245.4,,,,,
Run_2102,1233943.187,4369.977124,624.371525,20233.85932,,,,,
Run_2103,0.001903089,3701.780203,63013964.49,250887134.6,,,,,
Run_2104,0.002556408,3907.607967,151160625.8,470497425,,,,,
Run_2105,839468.499,3938.037571,308.7667282,8318.005192,,,,,
Run_2106,839400.3658,3906.619336,286.3309185,8281.127068,,,,,
Run_2107,839400.3658,3906.619335,250.8074596,4765.742392,,,,,
Run_2108,839400.3694,3906.617255,278.5885508,7517.121505,,,,,
Run_2109,0.001881121,3700.572646,12541410.25,68618463.33,,,,,
Run_2110,1233800.68,4304.73041,539.9113625,16901.77456,,,,,
Run_2111,839400.3658,3906.619336,278.5923123,7517.15922,,,,,
Run_2112,839400.3658,3906.619336,278.5923123,7517.15922,,,,,
Run_2113,0.001523602,3476.302458,83980286.1,239180485.7,,,,,
Run_2114,0.001631787,3486.457764,206752549,538114748.1,,,,,
Run_2115,0.001524003,3476.432865,83981376.94,239182848.4,,,,,
Run_2116,0.001522686,3475.935072,83198218.81,237630941.6,,,,,
Run_2117,0.001523577,3476.286785,83194792.55,239260705.6,,,,,
Run_2118,466622.413,4070.735588,835.9295566,92211.9734,,,,,
Run_2119,0.001523602,3476.302458,83980286.1,239180485.7,,,,,
Run_2120,0.001523602,3476.302458,83980286.1,239180485.7,,,,,
Run_2121,466622.4096,4070.739097,832.6009474,91347.6299,,,,,
Run_2122,466747.5802,4175.793117,936.8414511,95888.28481,,,,,
Run_2123,466747.5802,4175.793118,1017.014509,115634.0798,,,,,
Run_2124,466747.5829,4175.790349,988.9859708,108859.9002,,,,,
Run_2125,0.00163156,3486.366921,205287326.4,538315727.5,,,,,
Run_2126,466747.5802,4175.793117,988.9872884,108859.9003,,,,,
Run_2127,466747.5802,4175.793117,988.9872884,108859.9003,,,,,
Run_2128,466747.5802,4175.793117,988.9872884,108859.9003,,,,,
Run_2129,0.001974541,3744.857073,2058994203,9247655916,,,,,
Run_2130,0.001752816,3699.18863,297142.8047,7905517.192,,,,,
Run_2131,0.001967465,3742.707069,2058992228,9247647165,,,,,
Run_2132,0.001973809,3744.640329,2058994105,9247655387,,,,,
Run_2133,0.001975871,3745.592363,2091959947,9240211297,,,,,
Run_2134,0.001991987,3748.430484,2216628334,9223380889,,,,,
Run_2135,0.001974541,3744.857073,2058994203,9247655916,,,,,
Run_2136,0.001974541,3744.857073,2058994203,9247655916,,,,,
Run_2137,0.001982713,3745.89444,2248286035,9216015399,,,,,
Run_2138,0.00176776,3699.32338,365893.3011,7905022.16,,,,,
Run_2139,0.00176776,3699.323102,365892.7844,7905016.202,,,,,
Run_2140,0.001767758,3699.322684,351304.1348,7905033.161,,,,,
Run_2141,0.001752817,3699.18853,308533.3902,7905492.954,,,,,
Run_2142,0.001767759,3699.322981,365892.0488,7905009.449,,,,,
Run_2143,0.001767759,3699.322981,365892.0488,7905009.449,,,,,
Run_2144,0.001767759,3699.322981,365892.0488,7905009.449,,,,,
Run_2145,0.001295372,3458.717228,572994.2267,19308417.31,,,,,
Run_2146,0.001286122,3458.629851,43027.4753,2946846.674,,,,,
Run_2147,0.001296973,3460.232678,154184549.5,859352425.3,,,,,
Run_2148,0.001299966,3461.914614,195493704.5,1023303778,,,,,
Run_2149,0.001295372,3458.717231,573513.1086,19308410.19,,,,,
Run_2150,0.001284012,3458.610438,339195.1597,19309037.49,,,,,
Run_2151,0.002569929,3904.788371,4745099.119,76356431.38,,,,,
Run_2152,0.001295372,3458.717228,572994.2267,19308417.31,,,,,
Run_2153,0.002530546,3937.103722,1565306992,6318663341,,,,,
Run_2154,0.002367012,3904.128937,80744468.24,509524133.5,,,,,
Run_2155,0.002365816,3903.411272,57996652.44,424260304.2,,,,,
Run_2156,0.00236817,3904.540686,80551668.17,510245113.1,,,,,
Run_2157,0.002494692,3906.780408,132046512.9,508262455.8,,,,,
Run_2158,0.00127013,3458.640902,8200454.196,99210258.28,,,,,
Run_2159,0.002368186,3904.549836,80969758.73,510232796.3,,,,,
Run_2160,0.002368186,3904.549836,80969758.73,510232796.3,,,,,
Run_2161,1233791.879,4298.223575,544.4176408,17949.51971,,,,,
Run_2162,1234257.611,4439.754343,636.0085084,21045.3,,,,,
Run_2163,1233791.879,4298.223575,546.3778232,18172.92675,,,,,
Run_2164,1233791.879,4298.223575,542.2040571,17697.1856,,,,,
Run_2165,1233791.886,4298.220363,544.4116476,17949.44562,,,,,
Run_2166,0.002497332,3904.590976,24652957.93,111204695.1,,,,,
Run_2167,839395.9444,3903.503183,281.5470324,8008.506949,,,,,
Run_2168,1233791.879,4298.223575,544.4176408,17949.51971,,,,,
Run_2169,0.001876713,3700.519932,10611734.66,61836562.27,,,,,
Run_2170,0.002030185,3740.131165,1793589146,5691574045,,,,,
Run_2171,0.002034405,3741.407629,1793590179,5691577201,,,,,
Run_2172,0.002032976,3740.952338,1790764363,5692164875,,,,,
Run_2173,839605.2169,3971.283106,297.1216239,8494.442042,,,,,
Run_2174,0.002846224,4001.691288,4358415351,11544057671,,,,,
Run_2175,0.002033087,3741.014577,1793589951,5691576535,,,,,
Run_2176,0.002033087,3741.014577,1793589951,5691576535,,,,,
Run_2177,0.002386406,3903.64879,36873290.05,244903694.7,,,,,
Run_2178,0.002537879,3925.23157,1265970169,4717096521,,,,,
Run_2179,0.002386525,3903.696586,36928393.85,245068583.9,,,,,
Run_2180,0.002386903,3903.824189,36936922.25,245094794.9,,,,,
Run_2181,0.002386433,3903.671286,38207858.95,244874387,,,,,
Run_2182,0.002570446,3906.025788,77732501.95,243931603.2,,,,,
Run_2183,0.001824853,3700.07586,16010813.68,132899458.9,,,,,
Run_2184,0.002386406,3903.64879,36873290.05,244903694.7,,,,,
Run_2185,0.001909822,3701.312205,33805202.65,132597730.3,,,,,
Run_2186,0.002053475,3723.432244,825999761.5,2307848467,,,,,
Run_2187,0.002045306,3720.745143,825932041.9,2307637084,,,,,
Run_2188,0.002053547,3723.381658,819031632.5,2308926253,,,,,
Run_2189,0.001901544,3711.67317,530722486.4,2366499454,,,,,
Run_2190,0.002857932,3955.867689,1977165716,4577712512,,,,,
Run_2191,0.002053827,3723.536772,825999815.8,2307848601,,,,,
Run_2192,0.002053827,3723.536772,825999815.8,2307848601,,,,,
Run_2193,462203.0697,4626.130929,4570.105476,723100.3972,,,,,
Run_2194,462104.9935,4484.276542,1344.447642,88110.92595,,,,,
Run_2195,462203.0696,4626.130925,4088.513944,654368.7858,,,,,
Run_2196,462203.0697,4626.130928,4533.3254,717893.2233,,,,,
Run_2197,462203.0737,4626.126873,4570.103814,723100.3976,,,,,
Run_2198,0.001294682,3462.960211,204082963.6,1370144911,,,,,
Run_2199,462203.0697,4626.130929,4570.105476,723100.3972,,,,,
Run_2200,462203.0697,4626.130929,4570.105476,723100.3972,,,,,
Run_2201,0.001292575,3462.277449,205293518.4,1369807667,,,,,
Run_2202,0.001256256,3458.363181,431258.8349,11300247.54,,,,,
Run_2203,0.001256254,3458.362415,431248.7937,11300155.86,,,,,
Run_2204,0.001256252,3458.361901,425629.3209,11299343.1,,,,,
Run_2205,462105.0104,4484.259486,1296.974634,79594.56685,,,,,
Run_2206,0.001256253,3458.362,431135.7767,11299306.5,,,,,
Run_2207,0.001256253,3458.362,431135.7767,11299306.5,,,,,
Run_2208,0.001256253,3458.362,431135.7767,11299306.5,,,,,
Run_2209,0.002044237,3764.246865,3239433332,11483748134,,,,,
Run_2210,0.001898424,3702.543033,111336694.5,462872594.4,,,,,
Run_2211,0.002054756,3767.688804,3239451337,11483828758,,,,,
Run_2212,0.002020115,3755.298985,3237338746,11471884190,,,,,
Run_2213,0.002045241,3764.850042,3269258966,11475892879,,,,,
Run_2214,0.002005425,3756.335291,2885830775,11561128302,,,,,
Run_2215,0.001332488,3473.87944,752525506.6,3582583775,,,,,
Run_2216,0.002044237,3764.246865,3239433332,11483748134,,,,,
Run_2217,0.00131614,3470.949636,657260640,3598067622,,,,,
Run_2218,0.001285712,3458.954327,21903126.54,165127549.1,,,,,
Run_2219,0.001285953,3459.044742,21974455.81,165419770,,,,,
Run_2220,0.00128583,3458.9996,21659092.61,165433365,,,,,
Run_2221,0.00129249,3459.156701,26822631.78,165250256.9,,,,,
Run_2222,0.001872631,3701.915041,94060290.64,463549425.7,,,,,
Run_2223,0.001285839,3459.005535,21972592.84,165411536.2,,,,,
Run_2224,0.001285839,3459.005535,21972592.84,165411536.2,,,,,
Run_2225,0.001278332,3459.414388,42084239,371720198.7,,,,,
Run_2226,0.001299726,3465.937723,343025504.2,2368629961,,,,,
Run_2227,0.001278341,3459.417219,42084240.37,371720208.2,,,,,
Run_2228,0.001278318,3459.410138,42084236.66,371720183.1,,,,,
Run_2229,0.001278311,3459.402457,41547027.19,371767232.5,,,,,
Run_2230,467326.0532,4408.181373,1356.927493,74479.82983,,,,,
Run_2231,0.002431936,3912.600995,436450949.3,2123862602,,,,,
Run_2232,0.001278332,3459.414388,42084239,371720198.7,,,,,
Run_2233,1223967.345,6991.62534,4496.961129,350891.9365,,,,,
Run_2234,1225653.836,7699.289768,5776.971666,458680.7885,,,,,
Run_2235,1225653.836,7699.289768,5793.713525,461635.0013,,,,,
Run_2236,1225653.856,7699.269947,5785.367566,460168.0578,,,,,
Run_2237,0.002634959,3982.906261,3659348583,15405136889,,,,,
Run_2238,467811.0412,4535.237024,1562.789608,86796.89238,,,,,
Run_2239,1225653.836,7699.289768,5785.399534,460168.4514,,,,,
Run_2240,1225653.836,7699.289768,5785.399534,460168.4514,,,,,
Run_2241,0.002408807,3906.177465,160553303.9,831918784.1,,,,,
Run_2242,0.002461706,3913.284121,519280216.1,2232733498,,,,,
Run_2243,0.002409681,3906.467983,160557692.7,831933064.6,,,,,
Run_2244,0.002407082,3905.458088,158493143.1,825896626,,,,,
Run_2245,0.002408668,3906.091892,156140262.5,832116965.8,,,,,
Run_2246,999044.681,27331.18639,12674.80555,2103525.239,,,,,
Run_2247,0.001275704,3458.809734,15784334.32,155911908.8,,,,,
Run_2248,0.002408807,3906.177465,160553303.9,831918784.1,,,,,
Run_2249,378099.7739,17702.64304,3034.041166,515858.3199,,,,,
Run_2250,347780.7248,21304.08811,4648.129431,829034.9306,,,,,
Run_2251,347780.7248,21304.08813,6370.129051,1098185.698,,,,,
Run_2252,347780.7276,21304.08528,5837.941177,1015387.9,,,,,
Run_2253,0.0012822,3459.467351,48817712.81,389815766.1,,,,,
Run_2254,922438.4653,32052.87169,28012.91307,4620705.59,,,,,
Run_2255,347780.7248,21304.08812,5837.942723,1015387.9,,,,,
Run_2256,347780.7248,21304.08812,5837.942723,1015387.9,,,,,
Run_2257,0.002334371,3771.35847,2491742140,6904713951,,,,,
Run_2258,0.002484945,3808.059834,3942254846,11262502799,,,,,
Run_2259,0.002337026,3772.193727,2491743740,6904718661,,,,,
Run_2260,0.002344033,3774.321668,2491745664,6904724028,,,,,
Run_2261,0.002333956,3771.118182,2480379143,6907334677,,,,,
Run_2262,0.001954824,3734.641083,1689456625,7243724383,,,,,
Run_2263,0.003299463,4051.976592,5923265555,14015098844,,,,,
Run_2264,0.002334371,3771.35847,2491742140,6904713951,,,,,
Run_2265,0.002700924,3993.2443,4106485014,14828363321,,,,,
Run_2266,0.002814285,4049.06836,6695231956,24653338155,,,,,
Run_2267,0.002795318,4043.30936,6695226959,24653318655,,,,,
Run_2268,0.002819263,4051.272692,6765836097,24635999366,,,,,
Run_2269,0.003611946,4143.307101,9305715248,23116961283,,,,,
Run_2270,0.002008617,3759.298697,2720773869,11921305678,,,,,
Run_2271,0.002816414,4049.697751,6695232273,24653339211,,,,,
Run_2272,0.002816414,4049.697751,6695232273,24653339211,,,,,
Run_2273,834287.6788,5981.304178,3293.914737,192658.7564,,,,,
Run_2274,834673.4891,6081.095057,3468.006798,204163.1618,,,,,
Run_2275,834287.6789,5981.304179,3302.937293,194096.3754,,,,,
Run_2276,834287.6789,5981.304178,3270.925497,188988.9452,,,,,
Run_2277,834287.6759,5981.307086,3293.919536,192658.8068,,,,,
Run_2278,0.001868684,3708.966622,423665505.3,2277462425,,,,,
Run_2279,834287.6788,5981.304178,3293.914737,192658.7564,,,,,
Run_2280,834287.6788,5981.304178,3293.914737,192658.7564,,,,,
Run_2281,0.00186816,3708.733472,416297322.4,2278290162,,,,,
Run_2282,0.001896009,3717.923698,862021309.9,4407091922,,,,,
Run_2283,0.001898104,3718.560038,862021868.9,4407094408,,,,,
Run_2284,0.001897535,3718.520006,874913952.1,4405087971,,,,,
Run_2285,834673.4867,6081.097679,3459.607823,202873.8428,,,,,
Run_2286,0.001897035,3718.238753,862021651.4,4407093443,,,,,
Run_2287,0.001897035,3718.238753,862021651.4,4407093443,,,,,
