,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,
Run_1112,0.002847077,4046.897256,6605550427,20290892076,,,,,
Run_1113,1223008.906,6772.224042,4735.453122,751936.3845,,,,,
Run_1114,1221890.029,5765.794444,2597.287351,130010.8437,,,,,
Run_1115,1221890.029,5765.794444,2589.021267,128682.9866,,,,,
Run_1116,1221890.056,5765.772767,2586.538946,128286.7311,,,,,
Run_1117,0.002358845,3902.892925,3117199.231,28620469.9,,,,,
Run_1118,1221890.029,5765.794444,2586.555666,128286.8001,,,,,
Run_1119,1221890.029,5765.794444,2586.555666,128286.8001,,,,,
Run_1120,1221890.029,5765.794444,2586.555666,128286.8001,,,,,
Run_1121,0.001293674,3462.065656,171261521.8,1126762906,,,,,
Run_1122,0.001276816,3458.794782,13419604.35,133456665.4,,,,,
Run_1123,0.001294312,3462.261955,171261763.9,1126764247,,,,,
Run_1124,0.001290197,3460.574293,161237934,1076041450,,,,,
Run_1125,0.001293723,3462.094032,172606524.8,1126545422,,,,,
Run_1126,0.001307809,3463.795935,249271273.5,1122004817,,,,,
Run_1127,0.001293674,3462.065656,171261521.8,1126762906,,,,,
Run_1128,0.001293674,3462.065656,171261521.8,1126762906,,,,,
Run_1129,0.001306934,3463.525124,251265410.1,1121642087,,,,,
Run_1130,0.001293633,3458.942299,20933984.25,127865193.7,,,,,
Run_1131,0.001294164,3459.163893,22516924.12,133166349,,,,,
Run_1132,0.001293985,3459.102727,22170426.91,133189184.3,,,,,
Run_1133,0.001276771,3458.781117,13602018.61,133445163.5,,,,,
Run_1134,0.001293996,3459.109523,22516434.5,133164547.2,,,,,
Run_1135,0.001293996,3459.109523,22516434.5,133164547.2,,,,,
Run_1136,0.001293996,3459.109523,22516434.5,133164547.2,,,,,
Run_1137,0.001953707,3702.654108,26295222.97,79461491.06,,,,,
Run_1138,0.00297382,3822.723351,2924661790,6181213605,,,,,
Run_1139,0.001953518,3702.583265,26258053.95,79400046.75,,,,,
Run_1140,0.001953864,3702.7044,26295466.7,79461945.13,,,,,
Run_1141,0.001953678,3702.637368,25459047.87,79497203.18,,,,,
Run_1142,0.001786164,3699.594348,6569121.143,79976642.59,,,,,
Run_1143,0.002659944,3908.578324,60009911.33,143837106.9,,,,,
Run_1144,0.001953707,3702.654108,26295222.97,79461491.06,,,,,
Run_1145,0.002308432,3902.642492,14072096.34,145100817.7,,,,,
Run_1146,0.002625038,3975.561551,3340267967,13748114231,,,,,
Run_1147,0.002579827,3960.062794,3338626917,13738783813,,,,,
Run_1148,0.002622951,3976.104765,3456848445,13726674305,,,,,
Run_1149,0.004295448,4133.626488,6603101245,12504100757,,,,,
Run_1150,0.001926547,3728.764036,1372714050,6721187935,,,,,
Run_1151,0.002618531,3973.589814,3340266348,13748108010,,,,,
Run_1152,0.002618531,3973.589814,3340266348,13748108010,,,,,
Run_1153,0.001797639,3699.899085,16755009.12,164339869.4,,,,,
Run_1154,0.001876888,3711.334872,552749956.4,2853296603,,,,,
Run_1155,0.001797289,3699.742333,15139122.48,156837548.8,,,,,
Run_1156,0.001797466,3699.835804,16725908.16,164221340.9,,,,,
Run_1157,0.001797602,3699.87898,15795055.51,164358484.1,,,,,
Run_1158,0.001809935,3700.05131,18807141.15,164284891.4,,,,,
Run_1159,0.001264739,3458.506953,4096282.284,61717632.59,,,,,
Run_1160,0.001797639,3699.899085,16755009.12,164339869.4,,,,,
Run_1161,0.001268285,3458.469079,669486.0349,21957695.73,,,,,
Run_1162,0.001288026,3460.788892,131966421.8,935225991.3,,,,,
Run_1163,0.001286578,3460.065037,123333215.6,891335417.4,,,,,
Run_1164,0.001284998,3458.756148,21755602.74,280856138.5,,,,,
Run_1165,0.001282117,3458.714897,19610502.12,280912750,,,,,
Run_1166,0.001869031,3700.796199,88639012.52,776900381.7,,,,,
Run_1167,0.001284996,3458.753872,21415843.13,280870066.4,,,,,
Run_1168,0.001284996,3458.753872,21415843.13,280870066.4,,,,,
Run_1169,0.00268485,3963.17343,3283259411,9290636538,,,,,
Run_1170,0.002445853,3903.864889,14759324.62,83845829.83,,,,,
Run_1171,0.002668169,3956.349613,3274085762,9257322190,,,,,
Run_1172,0.002723061,3975.891693,3283766953,9292670281,,,,,
Run_1173,0.002685858,3963.818885,3317850881,9284218754,,,,,
Run_1174,0.002938552,3982.461308,3745974716,9021740857,,,,,
Run_1175,0.001956974,3724.439508,1342209236,4598179052,,,,,
Run_1176,0.00268485,3963.17343,3283259411,9290636538,,,,,
Run_1177,0.002132263,3742.537874,1571311516,4480674354,,,,,
Run_1178,0.001889893,3700.613298,8978908.132,47008630.35,,,,,
Run_1179,0.001889749,3700.560061,8916155.806,46860955.75,,,,,
Run_1180,0.001889879,3700.607047,8779717.992,47014268.77,,,,,
Run_1181,0.001853119,3700.219719,6525611.676,47040665.88,,,,,
Run_1182,0.002526606,3904.795153,21013635.02,83769127.77,,,,,
Run_1183,0.001889887,3700.611398,8978906.836,47008625.54,,,,,
Run_1184,0.001889887,3700.611398,8978906.836,47008625.54,,,,,
Run_1185,1208803.845,8240.584265,30561.78506,4420621.748,,,,,
Run_1186,1213005.233,7188.58315,5979.524032,847886.8056,,,,,
Run_1187,1208803.845,8240.584361,44423.08402,6077681.223,,,,,
Run_1188,1208803.845,8240.584273,31806.46617,4571957.464,,,,,
Run_1189,1208803.875,8240.554389,30561.76849,4420621.634,,,,,
Run_1190,1225369.745,7641.567864,5364.127389,457916.7273,,,,,
Run_1191,1208803.845,8240.584265,30561.78506,4420621.748,,,,,
Run_1192,1208803.845,8240.584265,30561.78506,4420621.748,,,,,
Run_1193,1225369.753,7641.560755,5952.54871,568425.0951,,,,,
Run_1194,1223004.072,6433.84928,3463.868915,291164.0685,,,,,
Run_1195,1223004.072,6433.84928,3678.329238,342740.4752,,,,,
Run_1196,1223004.057,6433.859964,3680.03783,343140.9569,,,,,
Run_1197,1213005.3,7188.520414,7316.06903,1085158.726,,,,,
Run_1198,1223004.072,6433.84928,3680.019821,343140.7341,,,,,
Run_1199,1223004.072,6433.84928,3680.019821,343140.7341,,,,,
Run_1200,1223004.072,6433.84928,3680.019821,343140.7341,,,,,
Run_1201,0.00128713,3459.778734,58181662.85,418305649.9,,,,,
Run_1202,0.001308684,3467.851692,447650959.7,2696375150,,,,,
Run_1203,0.001286913,3459.70756,58181132.54,418302840.1,,,,,
Run_1204,0.001287186,3459.796384,58181691.46,418305800.2,,,,,
Run_1205,0.001287145,3459.787615,58599907.71,418262447.6,,,,,
Run_1206,0.001291324,3459.950905,64688333.98,417928920.8,,,,,
Run_1207,0.00128713,3459.778734,58181662.85,418305649.9,,,,,
Run_1208,0.00128713,3459.778734,58181662.85,418305649.9,,,,,
Run_1209,0.001291211,3459.919193,65169379.05,417876153.8,,,,,
Run_1210,0.00131335,3468.85327,487273462.4,2692030963,,,,,
Run_1211,0.00131117,3468.156132,487271130.4,2692017297,,,,,
Run_1212,0.0013119,3468.37798,485298346,2692498520,,,,,
Run_1213,0.00130789,3467.616801,449450305.4,2695945811,,,,,
Run_1214,0.00131197,3468.419211,487272600.1,2692026177,,,,,
Run_1215,0.00131197,3468.419211,487272600.1,2692026177,,,,,
Run_1216,0.00131197,3468.419211,487272600.1,2692026177,,,,,
Run_1217,0.001874303,3701.69397,101002248.4,505484846.8,,,,,
Run_1218,0.001895701,3705.195175,329963311.3,1405857949,,,,,
Run_1219,0.001875893,3702.312091,102216224.5,509103905.5,,,,,
Run_1220,0.001875493,3702.180301,102215087.4,509100066.2,,,,,
Run_1221,0.001874385,3701.755082,105012368.9,505220329.4,,,,,
Run_1222,0.001852232,3701.260399,85492209.2,506218172.9,,,,,
Run_1223,0.002492142,3907.413102,240620316.3,967623693.9,,,,,
Run_1224,0.001874303,3701.69397,101002248.4,505484846.8,,,,,
Run_1225,0.002448611,3908.135363,217238625.8,976373793.7,,,,,
Run_1226,0.002505414,3917.92262,732514982.3,2792044110,,,,,
Run_1227,0.002508336,3918.879667,732521708.3,2792066378,,,,,
Run_1228,0.002509096,3918.762603,697427877.8,2795447938,,,,,
Run_1229,0.002556799,3922.268598,840080217.3,2782956596,,,,,
Run_1230,0.001881519,3706.598353,300473627.3,1418618306,,,,,
Run_1231,0.002510488,3919.538541,732522412.7,2792068591,,,,,
Run_1232,0.002510488,3919.538541,732522412.7,2792068591,,,,,
Run_1233,467909.7553,4538.018379,1556.72084,79767.13737,,,,,
Run_1234,468048.414,4540.068865,1568.664155,80663.9666,,,,,
Run_1235,467909.7553,4538.018379,1549.130222,78769.92413,,,,,
Run_1236,467909.7553,4538.018378,1380.951297,55999.43901,,,,,
Run_1237,467909.7548,4538.018881,1556.720899,79767.13746,,,,,
Run_1238,0.003319715,3648.221256,1968742109,2137734351,,,,,
Run_1239,834807.521,6116.035066,3585.524602,231478.0701,,,,,
Run_1240,467909.7553,4538.018379,1556.72084,79767.13737,,,,,
Run_1241,0.006088729,4056.633396,5583942020,5377233222,,,,,
Run_1242,0.006515313,4166.11205,10421536628,10927363291,,,,,
Run_1243,0.006733931,4249.826939,10612831406,11257069709,,,,,
Run_1244,0.006433364,4116.585322,8973232653,9124839002,,,,,
Run_1245,835128.0369,6160.796884,3043.908371,136988.9813,,,,,
Run_1246,0.00339674,3642.616751,2585479665,2907830282,,,,,
Run_1247,0.006433194,4116.437485,8960236923,9127962961,,,,,
Run_1248,0.006433194,4116.437485,8960236923,9127962961,,,,,
Run_1249,0.002886325,3958.201392,2105220021,4863754359,,,,,
Run_1250,0.003113486,4010.946731,4232738417,9942762063,,,,,
Run_1251,0.002873667,3954.015377,2105164930,4863605753,,,,,
Run_1252,0.002881627,3956.70832,2105216073,4863745342,,,,,
Run_1253,0.002886013,3958.022754,2096894104,4865056902,,,,,
Run_1254,0.002639048,3940.313096,1716531639,4995542314,,,,,
Run_1255,0.001383526,3468.567694,217298694.1,816477387.4,,,,,
Run_1256,0.002886325,3958.201392,2105220021,4863754359,,,,,
Run_1257,0.00130021,3461.431905,162588249.2,829283601.8,,,,,
Run_1258,0.00130917,3465.413091,335445046.1,1642583069,,,,,
Run_1259,0.001307941,3464.998667,335438944.4,1642550059,,,,,
Run_1260,0.001306368,3464.415044,335890974.2,1641494866,,,,,
Run_1261,0.001442426,3475.579103,438034582,1599020357,,,,,
Run_1262,0.002682809,3965.229263,3544444929,10342558725,,,,,
Run_1263,0.001306351,3464.403964,335277239.2,1641619266,,,,,
Run_1264,0.001306351,3464.403964,335277239.2,1641619266,,,,,
Run_1265,0.001257735,3458.378963,557063.4977,13535102.9,,,,,
Run_1266,0.001270655,3458.6096,6274090.822,77393546.54,,,,,
Run_1267,0.001257735,3458.378914,557063.4675,13535102.42,,,,,
Run_1268,0.001257735,3458.378937,557063.4852,13535102.65,,,,,
Run_1269,0.001257735,3458.37888,553317.1078,13535133.34,,,,,
Run_1270,0.001253261,3458.337002,479433.9314,13536028.68,,,,,
Run_1271,0.001775137,3699.421822,2116620.019,32942314.18,,,,,
Run_1272,0.001257735,3458.378963,557063.4977,13535102.9,,,,,
Run_1273,0.001761426,3699.291766,1771328,32946760.67,,,,,
Run_1274,0.001801632,3700.062023,22118499.4,208732018.8,,,,,
Run_1275,0.001801628,3700.060883,22118499.25,208732014.8,,,,,
Run_1276,0.001801637,3700.066718,22464563.64,208723772.1,,,,,
Run_1277,0.001817574,3700.276047,25574609.16,208629230.9,,,,,
Run_1278,0.001265933,3458.54823,5449177.413,77417925.83,,,,,
Run_1279,0.001801623,3700.059089,22118497.87,208732007.9,,,,,
Run_1280,0.001801623,3700.059089,22118497.87,208732007.9,,,,,
Run_1281,466512.1628,3993.428184,619.5887586,31484.50649,,,,,
Run_1282,466723.6379,4249.342099,915.021192,98421.22545,,,,,
Run_1283,466512.1628,3993.428184,639.171773,35666.71087,,,,,
Run_1284,466512.1628,3993.428184,689.5600522,46183.82201,,,,,
Run_1285,466512.1764,3993.41442,619.5760451,31484.50622,,,,,
Run_1286,0.001266954,3458.460246,855977.7846,18053429.99,,,,,
Run_1287,1221876.783,5908.883681,2417.279896,122689.8897,,,,,
Run_1288,466512.1628,3993.428184,619.5887586,31484.50649,,,,,
Run_1289,0.00234594,3902.927862,11166517.77,94231094.41,,,,,
Run_1290,0.002621438,3957.2565,2598993966,9028323741,,,,,
Run_1291,0.002565792,3933.242924,2428773253,8478535899,,,,,
Run_1292,0.002623244,3957.194223,2534389489,9039047339,,,,,
Run_1293,1222232.355,6383.297881,3803.896845,656288.277,,,,,
Run_1294,0.001299567,3463.572089,238003439,1440289028,,,,,
Run_1295,0.002625696,3958.588675,2598996180,9028331391,,,,,
Run_1296,0.002625696,3958.588675,2598996180,9028331391,,,,,
Run_1297,0.001914479,3715.254352,696707259.3,2955708359,,,,,
Run_1298,0.001832502,3700.311534,20546337.03,151098637.3,,,,,
Run_1299,0.001903071,3711.171676,694417717.3,2945956762,,,,,
Run_1300,0.001914933,3715.389027,696707325.7,2955708600,,,,,
Run_1301,0.001913866,3714.913135,681300391.6,2957938273,,,,,
Run_1302,832040.239,5234.496628,2166.091915,363755.2495,,,,,
Run_1303,0.001295875,3461.985368,157497834.5,970270633.4,,,,,
Run_1304,0.001914479,3715.254352,696707259.3,2955708359,,,,,
Run_1305,466563.7217,4195.361036,941.0462381,133055.5023,,,,,
Run_1306,466462.6943,4059.660216,723.5058286,66025.93004,,,,,
Run_1307,466462.6943,4059.660216,680.68115,55461.89382,,,,,
Run_1308,466462.6993,4059.655137,696.6514757,59443.29329,,,,,
Run_1309,0.001274888,3458.604446,4880343.874,57014151.71,,,,,
Run_1310,831963.6614,5068.45517,1655.985935,139723.5518,,,,,
Run_1311,466462.6943,4059.660216,696.6588063,59443.29359,,,,,
Run_1312,466462.6943,4059.660216,696.6588063,59443.29359,,,,,
Run_1313,0.001922553,3729.854586,1822823323,8857882061,,,,,
Run_1314,0.001847465,3703.041589,198247193.5,1168263583,,,,,
Run_1315,0.001938266,3735.713745,1824623579,8870315353,,,,,
Run_1316,0.001937641,3735.503456,1824621656,8870304114,,,,,
Run_1317,0.001922382,3729.7391,1816166898,8859299824,,,,,
Run_1318,0.001995233,3743.274389,2558563229,8747005282,,,,,
Run_1319,0.00260859,3976.752862,4476189939,18222349343,,,,,
Run_1320,0.001922553,3729.854586,1822823323,8857882061,,,,,
Run_1321,0.002851874,4036.652517,6244576704,17950558796,,,,,
Run_1322,0.002594272,3919.739259,784649406.9,2272795606,,,,,
Run_1323,0.002594553,3919.835373,784651394.1,2272801075,,,,,
Run_1324,0.002598186,3921.056804,789037983.3,2272350074,,,,,
Run_1325,0.00244111,3913.001222,470416518.8,2295760032,,,,,
Run_1326,0.001920797,3707.259177,323682900.4,1162500542,,,,,
Run_1327,0.002598022,3920.962896,784658320.6,2272819170,,,,,
Run_1328,0.002598022,3920.962896,784658320.6,2272819170,,,,,
Run_1329,0.002577032,3913.81689,428903875,1239517363,,,,,
Run_1330,0.003049366,4095.079498,8528808147,24394883254,,,,,
Run_1331,0.002577186,3913.862768,428903898.9,1239517421,,,,,
Run_1332,0.002573641,3912.724812,428894510.3,1239495007,,,,,
Run_1333,0.002576961,3913.777037,427102852,1239672729,,,,,
Run_1334,0.002403912,3908.137217,237350930.5,1250658751,,,,,
Run_1335,0.001911853,3704.308485,176510768.6,644039565.5,,,,,
Run_1336,0.002577032,3913.81689,428903875,1239517363,,,,,
Run_1337,0.001832153,3701.73013,98547898.34,648237018.3,,,,,
Run_1338,0.001961419,3748.189349,2496523431,12129308272,,,,,
Run_1339,0.001980585,3754.24242,2496542618,12129419634,,,,,
Run_1340,0.00196617,3749.825671,2502141787,12128014609,,,,,
Run_1341,0.002101572,3773.235443,3481478306,11840838994,,,,,
Run_1342,0.002716918,4026.957325,6189620891,25109540279,,,,,
Run_1343,0.001965974,3749.709914,2496534956,12129378849,,,,,
Run_1344,0.001965974,3749.709914,2496534956,12129378849,,,,,
Run_1345,0.002928766,3925.986101,685798646.6,1661870195,,,,,
Run_1346,0.002715159,3911.569592,197931034,541270715.7,,,,,
Run_1347,0.002973634,3948.995559,1348608992,2809656347,,,,,
Run_1348,0.002935188,3931.301803,1078363550,2348249540,,,,,
Run_1349,0.002928696,3925.914507,677440442.1,1662493667,,,,,
Run_1350,0.002462723,3906.233359,322643969.5,1704540681,,,,,
Run_1351,0.001420614,3467.902566,75751726,309339883.3,,,,,
Run_1352,0.002928766,3925.986101,685798646.6,1661870195,,,,,
Run_1353,0.001284998,3459.97735,66547541.11,503057228.4,,,,,
Run_1354,0.001276374,3458.660164,13320685.64,146837543.7,,,,,
Run_1355,0.001276857,3458.891454,17714516.51,170648992.8,,,,,
Run_1356,0.001276879,3458.899755,17870285.91,170639572.9,,,,,
Run_1357,0.00133792,3462.214075,43264935.24,169045605.1,,,,,
Run_1358,0.002417961,3906.979909,176247047.1,917374922,,,,,
Run_1359,0.001276872,3458.896325,17714520.36,170649018.6,,,,,
Run_1360,0.001276872,3458.896325,17714520.36,170649018.6,,,,,
Run_1361,0.001991464,3758.259211,2990354155,13838980209,,,,,
Run_1362,0.001940765,3732.374499,1669736683,7605445086,,,,,
Run_1363,0.002002516,3761.849824,2990369559,13839067984,,,,,
Run_1364,0.002008151,3763.586384,2990371588,13839077967,,,,,
Run_1365,0.001993243,3759.327935,3043176068,13825148033,,,,,
Run_1366,0.002616416,3826.271419,4634827603,12948192418,,,,,
Run_1367,0.001991464,3758.259211,2990354155,13838980209,,,,,
Run_1368,0.001991464,3758.259211,2990354155,13838980209,,,,,
Run_1369,0.002648981,3836.87949,4673647666,12937116757,,,,,
Run_1370,0.002436089,3783.836739,2705887678,7183375884,,,,,
Run_1371,0.002430964,3782.256491,2705885721,7183370501,,,,,
Run_1372,0.002438494,3784.270978,2677777153,7189990834,,,,,
Run_1373,0.001954117,3736.951814,1705422560,7598113356,,,,,
Run_1374,0.002439621,3784.895662,2705888372,7183377688,,,,,
Run_1375,0.002439621,3784.895662,2705888372,7183377688,,,,,
Run_1376,0.002439621,3784.895662,2705888372,7183377688,,,,,
Run_1377,0.001307284,3465.362897,319290316.3,1698679838,,,,,
Run_1378,0.001298449,3461.641534,142749067.9,798264101.2,,,,,
Run_1379,0.001307901,3465.548588,319290442.9,1698680464,,,,,
Run_1380,0.001304886,3464.571968,319279506.3,1698614518,,,,,
Run_1381,0.001307313,3465.379262,320042791.1,1698528249,,,,,
Run_1382,468253.6067,4498.806517,1454.234428,48523.62712,,,,,
Run_1383,0.002700187,3977.673217,3462841606,10735976944,,,,,
Run_1384,0.001307284,3465.362897,319290316.3,1698679838,,,,,
Run_1385,1227203.687,7926.468118,5787.37813,283049.3481,,,,,
Run_1386,1226403.907,7832.986336,5457.581528,250093.0501,,,,,
Run_1387,1226403.907,7832.986341,5678.896811,281723.7574,,,,,
Run_1388,1226403.901,7832.99214,5606.029133,271350.3872,,,,,
Run_1389,0.00260598,3936.304022,1543438086,4796208104,,,,,
Run_1390,468049.5145,4517.382156,1475.729832,48343.67663,,,,,
Run_1391,1226403.907,7832.986341,5606.01975,271350.2749,,,,,
Run_1392,1226403.907,7832.986341,5606.01975,271350.2749,,,,,
Run_1393,1226841.197,7808.038732,5484.06135,126565.7827,,,,,
Run_1394,1224621.402,7227.52693,4650.713652,104817.8548,,,,,
Run_1395,1226841.197,7808.038731,5361.559378,116852.5763,,,,,
Run_1396,1226841.197,7808.038732,5504.289172,128170.5412,,,,,
Run_1397,1226841.164,7808.058889,5484.096196,126566.2122,,,,,
Run_1398,0.002463414,3905.607885,90402872.1,420893937.8,,,,,
Run_1399,468210.621,4476.130947,1422.205574,21388.18473,,,,,
Run_1400,1226841.197,7808.038732,5484.06135,126565.7827,,,,,
Run_1401,0.001282786,3458.772975,9319619.356,83151323.67,,,,,
Run_1402,0.001269655,3458.490144,672923.8504,12010939.57,,,,,
Run_1403,0.001269652,3458.488701,672901.0598,12010793.79,,,,,
Run_1404,0.001269654,3458.489436,671666.3897,12010944.47,,,,,
Run_1405,467598.0301,4450.740583,1383.915852,20013.39475,,,,,
Run_1406,0.002364271,3902.987533,5728016.217,50883416.36,,,,,
Run_1407,0.001269654,3458.489462,672922.5646,12010927.43,,,,,
Run_1408,0.001269654,3458.489462,672922.5646,12010927.43,,,,,
Run_1409,0.002369351,3903.496358,29660082.2,213884323.4,,,,,
Run_1410,0.002412433,3905.181089,94941885.8,529098298.5,,,,,
Run_1411,0.002369424,3903.518648,29660106.91,213884439.6,,,,,
Run_1412,0.002368521,3903.067548,18066280.18,164306963.7,,,,,
Run_1413,0.002369341,3903.49037,29377333.56,213889265.7,,,,,
Run_1414,0.002364696,3903.441515,29031206.2,213897624.4,,,,,
Run_1415,0.001816552,3700.000739,12913349.19,116526783.9,,,,,
Run_1416,0.002369351,3903.496358,29660082.2,213884323.4,,,,,
Run_1417,0.00181408,3699.897776,12392732.39,115844745.3,,,,,
Run_1418,0.001833849,3700.117956,24636253.66,216027104.9,,,,,
Run_1419,0.001835069,3700.723419,39657437.86,280826369.9,,,,,
Run_1420,0.001834354,3700.454619,39382982,279032572.5,,,,,
Run_1421,0.001836576,3700.482045,39870484.19,279016533.7,,,,,
Run_1422,0.002406219,3904.507446,91090561,525533315.4,,,,,
Run_1423,0.001834349,3700.451093,39147223.29,279041294.6,,,,,
Run_1424,0.001834349,3700.451093,39147223.29,279041294.6,,,,,
Run_1425,0.003936931,3889.55977,2523748763,3635680755,,,,,
Run_1426,0.00417512,3927.903718,3625590640,5281469641,,,,,
Run_1427,0.003938626,3890.06449,2523749056,3635681182,,,,,
Run_1428,0.00393781,3889.822224,2523748925,3635680986,,,,,
Run_1429,0.003936836,3889.506263,2521320481,3636157772,,,,,
Run_1430,0.003180497,3824.793516,2038120147,3693443125,,,,,
Run_1431,0.002304233,3547.497934,730570384.1,1198449293,,,,,
Run_1432,0.003936931,3889.55977,2523748763,3635680755,,,,,
Run_1433,0.001932105,3516.265714,566425527.7,1217705054,,,,,
Run_1434,0.002016801,3527.326997,817869903.6,1744099613,,,,,
Run_1435,0.002017062,3527.404485,817869947.3,1744099713,,,,,
Run_1436,0.002017283,3527.476274,818463749.3,1743968286,,,,,
Run_1437,0.002410967,3561.683351,1044495319,1712799979,,,,,
Run_1438,0.003366077,3855.877166,2938996194,5375249775,,,,,
Run_1439,0.002017259,3527.46304,817869973.4,1744099751,,,,,
Run_1440,0.002017259,3527.46304,817869973.4,1744099751,,,,,
Run_1441,0.002038186,3764.942904,3007818309,11062044848,,,,,
Run_1442,0.001922882,3710.158688,455228527.1,1701647095,,,,,
Run_1443,0.002040936,3765.76188,3007818768,11062046509,,,,,
Run_1444,0.002038944,3765.169954,3007818455,11062045348,,,,,
Run_1445,0.002040025,3765.970293,3054441151,11049923995,,,,,
Run_1446,0.002034803,3763.956442,2963259264,11067059941,,,,,
Run_1447,0.002038186,3764.942904,3007818309,11062044848,,,,,
Run_1448,0.002038186,3764.942904,3007818309,11062044848,,,,,
Run_1449,0.002039867,3765.947264,3010277017,11054881016,,,,,
Run_1450,0.001920758,3710.270399,459518313.1,1700598466,,,,,
Run_1451,0.001921085,3710.368367,459518370.9,1700598658,,,,,
Run_1452,0.00192064,3710.101711,446522749.2,1702231459,,,,,
Run_1453,0.001923925,3710.604329,468224333.4,1700000964,,,,,
Run_1454,0.001921161,3710.390825,459518382.2,1700598688,,,,,
Run_1455,0.001921161,3710.390825,459518382.2,1700598688,,,,,
Run_1456,0.001921161,3710.390825,459518382.2,1700598688,,,,,
Run_1457,0.001276625,3459.27233,37300139.05,345439846,,,,,
Run_1458,0.001244723,3458.253801,85262.12892,3878114.655,,,,,
Run_1459,0.001276295,3459.15891,37290901.75,345385655,,,,,
Run_1460,0.001276663,3459.284121,37300152.47,345439933.8,,,,,
Run_1461,0.001276622,3459.270687,37223526.21,345446179.4,,,,,
Run_1462,0.001276182,3459.259931,36893294.68,345466192.5,,,,,
Run_1463,0.002417933,3910.931589,377238747.8,1963695688,,,,,
Run_1464,0.001276625,3459.27233,37300139.05,345439846,,,,,
Run_1465,0.002412264,3910.0044,369006939.7,1964195140,,,,,
Run_1466,0.002212771,3901.542278,557185.4824,14531192.84,,,,,
Run_1467,0.002212767,3901.540795,556949.5045,14529313.18,,,,,
Run_1468,0.00221277,3901.541428,562876.8934,14530998.6,,,,,
Run_1469,0.002214471,3901.556339,565606.3801,14530823.8,,,,,
Run_1470,0.001244393,3458.250768,84096.70614,3878089.3,,,,,
Run_1471,0.002212768,3901.541318,557164.1448,14531001.46,,,,,
Run_1472,0.002212768,3901.541318,557164.1448,14531001.46,,,,,
Run_1473,0.002395107,3905.674644,133661660.7,753155798.4,,,,,
Run_1474,0.002536661,3937.154633,1681930322,6703171774,,,,,
Run_1475,0.00239555,3905.817156,133662216.7,753157792,,,,,
Run_1476,0.00239556,3905.820113,133662220,753157807.7,,,,,
Run_1477,0.002395176,3905.715351,135667630.7,753075406.8,,,,,
Run_1478,0.002391253,3905.598272,131543811.7,753245662.2,,,,,
Run_1479,0.001273865,3458.762253,13481396.97,142164613.1,,,,,
Run_1480,0.002395107,3905.674644,133661660.7,753155798.4,,,,,
Run_1481,0.001273402,3458.775152,13344312.3,142170052.4,,,,,
Run_1482,0.001290252,3461.78392,154730994.5,1087181892,,,,,
Run_1483,0.001290242,3461.780754,154730990.9,1087181869,,,,,
Run_1484,0.001290492,3461.853214,154363824.4,1087239474,,,,,
Run_1485,0.001290974,3461.897917,156247299.5,1087027038,,,,,
Run_1486,0.002541684,3939.730597,1680214815,6703209857,,,,,
Run_1487,0.001290507,3461.86133,154731059.5,1087182266,,,,,
Run_1488,0.001290507,3461.86133,154731059.5,1087182266,,,,,
Run_1489,0.001407844,3476.473418,535818116.1,2141080560,,,,,
Run_1490,0.001290724,3458.743441,3569246.471,28375138.66,,,,,
Run_1491,0.001404963,3475.582984,535816702.1,2141075019,,,,,
Run_1492,0.001405895,3475.880773,535817552.1,2141078425,,,,,
Run_1493,0.001407879,3476.492932,536691187,2140881394,,,,,
Run_1494,0.001381352,3474.249036,518521562.9,2151599881,,,,,
Run_1495,0.003044844,4031.713808,5329522056,13600681092,,,,,
Run_1496,0.001407844,3476.473418,535818116.1,2141080560,,,,,
Run_1497,0.002863799,3981.261314,5117080742,13283466914,,,,,
Run_1498,0.002517781,3904.9028,31790823.58,130496917.5,,,,,
Run_1499,0.002517723,3904.883604,31790713.33,130496656.2,,,,,
Run_1500,0.002517176,3904.641359,29743627.33,126937738,,,,,
Run_1501,0.002529013,3904.775495,31627050.83,126904093.3,,,,,
Run_1502,0.001289288,3458.697928,3241387.573,27758237.77,,,,,
Run_1503,0.002517182,3904.646102,30108982.64,126927550,,,,,
Run_1504,0.002517182,3904.646102,30108982.64,126927550,,,,,
Run_1505,833065.1425,5489.876099,2065.63773,123667.5654,,,,,
Run_1506,832652.3204,5215.68225,1755.422286,104314.6133,,,,,
Run_1507,833065.1425,5489.8761,2458.880272,224715.7402,,,,,
Run_1508,833065.1425,5489.8761,2437.394204,219625.0265,,,,,
Run_1509,833065.1454,5489.873405,2065.636043,123667.5515,,,,,
Run_1510,832765.7434,5341.561983,1872.446033,133956.5938,,,,,
Run_1511,833065.1425,5489.876099,2065.63773,123667.5654,,,,,
Run_1512,833065.1425,5489.876099,2065.63773,123667.5654,,,,,
Run_1513,832765.7479,5341.557678,2414.535289,281520.8861,,,,,
Run_1514,832403.5995,5073.399164,1845.331619,193087.7572,,,,,
Run_1515,832403.5995,5073.399164,1860.741358,197331.6042,,,,,
Run_1516,832403.5936,5073.404488,1975.287763,228102.1781,,,,,
Run_1517,832652.3241,5215.679058,2177.349719,215627.3563,,,,,
Run_1518,832403.5995,5073.399164,1975.28658,228102.1544,,,,,
Run_1519,832403.5995,5073.399164,1975.28658,228102.1544,,,,,
