,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,,
Run_396,0.112205601,59678.08546,35716.47897,5944.327744,,,,,,
Run_397,10.54113962,59822.3778,768.2085601,3430.489384,,,,,,
Run_398,0.11204769,59646.85904,32833.35508,7029.909184,,,,,,
Run_399,0.000696499,3091.038071,1152614.064,7227605.374,,,,,,
Run_400,0.112205601,59678.08546,35716.47897,5944.327744,,,,,,
Run_401,0.11228473,59698.41846,33365.9319,8061.177912,,,,,,
Run_402,0.112513318,59762.22695,27238.26632,7950.639121,,,,,,
Run_403,0.11228473,59698.41846,33326.60232,7938.006037,,,,,,
Run_404,0.11228473,59698.41847,33363.35345,8053.063482,,,,,,
Run_405,0.11228473,59698.41846,33365.9319,8061.177912,,,,,,
Run_406,17.40076051,59826.54895,453.3655148,4695.073035,,,,,,
Run_407,0.112233664,59688.2712,32217.3177,8615.072986,,,,,,
Run_408,0.001066268,3196.418541,362177.0718,1991433.571,,,,,,
Run_409,57637.34642,8697.067069,360.4148205,4028.504036,,,,,,
Run_410,54366.00967,11417.83704,338.1012636,3914.017981,,,,,,
Run_411,54366.00967,11417.83704,335.7527961,3809.66026,,,,,,
Run_412,54366.00967,11417.83704,335.2360185,3786.769107,,,,,,
Run_413,0.001257259,3263.286486,1071668.548,3968796.81,,,,,,
Run_414,51847.66406,12561.0781,319.494339,2900.984631,,,,,,
Run_415,12.7679657,59847.49632,469.5731309,5392.969614,,,,,,
Run_416,54366.00967,11417.83704,335.2360185,3786.769107,,,,,,
Run_417,0.001301018,3466.568124,485250903.4,3196624824,,,,,,
Run_418,0.001290569,3461.86357,203651476.5,1392945635,,,,,,
Run_419,0.001290241,3459.29688,96538553.51,959334479.1,,,,,,
Run_420,0.001304628,3467.915499,485611984.7,3199862215,,,,,,
Run_421,0.001301018,3466.568124,485250903.4,3196624824,,,,,,
Run_422,0.001692271,3502.399289,1000362095,3010147861,,,,,,
Run_423,0.001941146,3736.867659,2226759839,10269211191,,,,,,
Run_424,0.076668132,45567.9629,88035.83809,559628.6388,,,,,,
Run_425,0.107337219,57473.94048,101117.4,94939.33772,,,,,,
Run_426,0.105584069,56832.41668,107504.9836,115430.0232,,,,,,
Run_427,0.105584068,56832.41647,93210.17444,71130.16652,,,,,,
Run_428,0.105584069,56832.41656,100232.9652,92778.92192,,,,,,
Run_429,0.062744016,39782.04043,86599.88382,532074.7839,,,,,,
Run_430,0.106460041,57304.61689,88054.00216,76005.87586,,,,,,
Run_431,0.002433816,3743.570158,1244008777,3004274956,,,,,,
Run_432,0.105584069,56832.41656,100232.9652,92778.92192,,,,,,
Run_433,0.086725424,49467.34688,116118.2946,237019.5653,,,,,,
Run_434,0.072606962,43855.91597,95863.00607,205183.2878,,,,,,
Run_435,0.086725424,49467.34687,116070.2488,236832.6136,,,,,,
Run_436,0.086725424,49467.34686,115596.8594,234991.6824,,,,,,
Run_437,0.086725424,49467.34688,116118.2946,237019.5653,,,,,,
Run_438,0.048108559,33403.08165,89644.98718,521077.4491,,,,,,
Run_439,0.092290831,51853.2724,89270.47061,177050.8806,,,,,,
Run_440,0.000940712,3183.96594,6696109.891,16883163.25,,,,,,
Run_441,0.000687645,3090.348881,710618.3903,6090742.18,,,,,,
Run_442,0.000678491,3089.625795,127236.5492,1913467.845,,,,,,
Run_443,0.00067849,3089.625863,127236.6241,1913468.575,,,,,,
Run_444,0.000678491,3089.625775,127236.5083,1913467.535,,,,,,
Run_445,0.00069694,3091.060111,244536.4704,1911236.98,,,,,,
Run_446,0.000843008,3176.352232,649557.4191,4462972.831,,,,,,
Run_447,0.04034804,29852.38641,52298.62602,326174.315,,,,,,
Run_448,0.000678491,3089.625775,127236.5083,1913467.535,,,,,,
Run_449,0.000693376,3090.786775,406611.5511,3236973.758,,,,,,
Run_450,0.000699688,3091.30243,2208471.693,11863323.24,,,,,,
Run_451,0.000693375,3090.786388,406604.812,3236947.271,,,,,,
Run_452,0.000693376,3090.786927,406612.0159,3236975.845,,,,,,
Run_453,0.000693376,3090.786775,406611.5511,3236973.758,,,,,,
Run_454,0.000679397,3089.699373,255041.1048,3241729.172,,,,,,
Run_455,0.000800736,3139.781939,1171463.641,5652145.718,,,,,,
Run_456,0.000693376,3090.786775,406611.5511,3236973.758,,,,,,
Run_457,0.000766805,3137.152736,719158.2311,5667794.401,,,,,,
Run_458,0.000789228,3138.964421,4652512.374,23395553.83,,,,,,
Run_459,0.000789208,3138.957803,4652449.233,23395288.83,,,,,,
Run_460,0.000789217,3138.960814,4652498.479,23395499,,,,,,
Run_461,0.000816751,3141.103706,6590541.443,23232123.31,,,,,,
Run_462,0.00068894,3090.463494,1561389.423,11907488.04,,,,,,
Run_463,0.000789217,3138.960814,4652498.479,23395499,,,,,,
Run_464,0.000789217,3138.960814,4652498.479,23395499,,,,,,
Run_465,0.060244818,38711.48771,93883.1627,675271.1796,,,,,,
Run_466,0.010561452,13708.05914,24674.2445,242752.6003,,,,,,
Run_467,0.060244818,38711.48769,92652.40453,664050.4721,,,,,,
Run_468,0.060244818,38711.48789,100749.3325,739129.8958,,,,,,
Run_469,0.060244818,38711.48771,93883.1627,675271.1796,,,,,,
Run_470,0.095989088,53163.34612,105808.4518,236049.0031,,,,,,
Run_471,0.067315198,41711.61884,79018.25344,574962.4983,,,,,,
Run_472,0.112112853,59621.28807,43647.77771,10309.16893,,,,,,
Run_473,0.11264293,59809.39979,18002.92882,5158.071672,,,,,,
Run_474,0.111226877,59421.23776,44934.77732,4339.484924,,,,,,
Run_475,0.111226877,59421.23774,43849.7739,3692.011993,,,,,,
Run_476,0.111226877,59421.23776,44912.01496,4325.494535,,,,,,
Run_477,0.109103065,58606.65767,71676.32633,10763.86515,,,,,,
Run_478,0.111109728,59398.14118,42421.26558,4544.814089,,,,,,
Run_479,0.059584019,38484.19065,62858.561,149150.4653,,,,,,
Run_480,0.111226877,59421.23776,44912.01496,4325.494535,,,,,,
Run_481,0.000982075,3171.269965,221131.0109,1528191.686,,,,,,
Run_482,0.000894378,3144.164171,88456.86133,874859.207,,,,,,
Run_483,0.000982074,3171.270006,221131.7511,1528197.693,,,,,,
Run_484,0.000982075,3171.269901,221129.8086,1528181.989,,,,,,
Run_485,0.000982075,3171.269965,221131.0109,1528191.686,,,,,,
Run_486,37408.29084,25039.74851,156.1740239,25235.95834,,,,,,
Run_487,0.000982075,3171.269965,221131.0109,1528191.686,,,,,,
Run_488,0.0018889,3708.840845,407564295.1,1873744528,,,,,,
Run_489,832725.0846,5104.695843,2039.071165,313647.0556,,,,,,
Run_490,832637.5851,5005.699715,1828.6213,210615.4043,,,,,,
Run_491,832637.5851,5005.699716,1849.382897,215807.7491,,,,,,
Run_492,832637.5851,5005.699716,1842.474119,214083.4076,,,,,,
Run_493,0.001849061,3701.602936,76950418.18,450721451.3,,,,,,
Run_494,832637.5851,5005.699716,1842.474119,214083.4076,,,,,,
Run_495,44281.37617,18663.25098,156.3335392,18706.69913,,,,,,
Run_496,832637.5851,5005.699716,1842.474119,214083.4076,,,,,,
Run_497,0.111439002,59560.32472,19031.33275,2638.467617,,,,,,
Run_498,0.112661254,59835.54409,5287.301895,5550.523854,,,,,,
Run_499,0.111439002,59560.32472,18986.50576,2588.122807,,,,,,
Run_500,0.111439002,59560.32472,19052.44323,2662.1618,,,,,,
Run_501,0.111439002,59560.32472,19031.33275,2638.467617,,,,,,
Run_502,0.10957407,58846.0001,55578.25852,7159.462618,,,,,,
Run_503,0.111439002,59560.32472,19031.33275,2638.467617,,,,,,
Run_504,0.001287085,3272.322403,40218.79117,238964.9161,,,,,,
Run_505,0.000727396,3093.409782,12898.53369,239780.5112,,,,,,
Run_506,0.001216147,3251.334321,812505.1431,3194794.334,,,,,,
Run_507,0.001216146,3251.333374,812493.616,3194726.649,,,,,,
Run_508,0.001216148,3251.33413,812502.9562,3194781.258,,,,,,
Run_509,0.007533346,10192.11938,519074.2166,1855708.206,,,,,,
Run_510,0.001216148,3251.33413,812502.9562,3194781.258,,,,,,
Run_511,0.11236128,59721.27465,30074.23563,8885.829904,,,,,,
Run_512,0.001216148,3251.33413,812502.9562,3194781.258,,,,,,
Run_513,0.000668868,3070.043861,12172.43671,269476.8688,,,,,,
Run_514,0.001149644,3231.645446,933589.6302,4087238.671,,,,,,
Run_515,0.000668868,3070.04389,12253.31658,269951.0188,,,,,,
Run_516,0.000668868,3070.043893,12253.43981,269952.4042,,,,,,
Run_517,0.000668868,3070.043861,12172.43671,269476.8688,,,,,,
Run_518,64059.54364,3447.461874,230.3443095,7349.62965,,,,,,
Run_519,0.000652731,3059.74649,9707.405886,258178.7048,,,,,,
Run_520,0.00079548,3172.615296,58667.70133,1017360.807,,,,,,
Run_521,129375.5041,3394.997536,355.631255,10755.02448,,,,,,
Run_522,129516.6489,3989.863766,557.2339133,17293.44778,,,,,,
Run_523,129516.6489,3989.863766,553.2247315,16908.98869,,,,,,
Run_524,129516.6489,3989.863766,568.8964516,18408.61005,,,,,,
Run_525,0.000806344,3140.546838,18865644.48,82428102.24,,,,,,
Run_526,152319.4323,4218.900283,777.8747462,29371.59403,,,,,,
Run_527,50133.41382,13946.32423,464.8462832,15183.64226,,,,,,
Run_528,129516.6489,3989.863766,568.8964516,18408.61005,,,,,,
Run_529,0.112486205,59771.39936,21201.65058,5087.658771,,,,,,
Run_530,0.11239546,59748.19883,23404.81705,5031.571368,,,,,,
Run_531,0.112486205,59771.39936,21178.1077,4971.834441,,,,,,
Run_532,0.112486205,59771.39936,21204.86052,5103.585962,,,,,,
Run_533,0.112486205,59771.39936,21201.65058,5087.658771,,,,,,
Run_534,0.112325275,59709.98114,33458.55504,6453.236041,,,,,,
Run_535,0.112341845,59743.09033,20430.81118,6187.100178,,,,,,
Run_536,0.112486205,59771.39936,21201.65058,5087.658771,,,,,,
Run_537,0.112179284,59681.12084,30953.53051,7644.113418,,,,,,
Run_538,0.112054575,59646.7809,33457.23104,7685.575301,,,,,,
Run_539,0.112054575,59646.78089,33384.22515,7508.912472,,,,,,
Run_540,0.112054575,59646.78089,33413.85035,7580.320973,,,,,,
Run_541,0.112241148,59717.92682,22426.13137,5976.089455,,,,,,
Run_542,0.112210744,59677.68328,36406.71099,6403.651899,,,,,,
Run_543,0.112054575,59646.78089,33413.85035,7580.320973,,,,,,
Run_544,0.112054575,59646.78089,33413.85035,7580.320973,,,,,,
Run_545,833347.8423,5493.970003,2774.068924,384342.19,,,,,,
Run_546,832655.4905,4922.580222,1712.764519,154454.5809,,,,,,
Run_547,833347.8423,5493.970003,2770.211992,383462.6871,,,,,,
Run_548,833347.8423,5493.970004,2809.395056,392365.6179,,,,,,
Run_549,833347.8423,5493.970003,2774.068924,384342.19,,,,,,
Run_550,0.001943546,3731.85523,1528321450,6721947674,,,,,,
Run_551,833347.8423,5493.970003,2774.068924,384342.19,,,,,,
Run_552,833347.8423,5493.970003,2774.068924,384342.19,,,,,,
Run_553,0.00194633,3732.709164,1528322366,6721951566,,,,,,
Run_554,0.001818387,3700.161838,20385158.82,164468332.6,,,,,,
Run_555,0.001818342,3700.147624,20385136.22,164468220.9,,,,,,
Run_556,0.001818385,3700.161055,20385158.09,164468328.8,,,,,,
Run_557,832655.4905,4922.580222,1724.340948,157177.4215,,,,,,
Run_558,0.001818385,3700.161055,20385158.09,164468328.8,,,,,,
Run_559,0.001818385,3700.161055,20385158.09,164468328.8,,,,,,
Run_560,0.001818385,3700.161055,20385158.09,164468328.8,,,,,,
Run_561,0.049847824,34198.54741,84182.54452,401415.4929,,,,,,
Run_562,0.074089092,44389.09152,126521.5144,539356.5845,,,,,,
Run_563,0.049847824,34198.54741,84179.73232,401396.9365,,,,,,
Run_564,0.049847824,34198.54739,83625.3014,397757.5852,,,,,,
Run_565,0.049847824,34198.54741,84182.54452,401415.4929,,,,,,
Run_566,0.093970663,52302.05487,114174.7252,140583.129,,,,,,
Run_567,0.060984079,39065.2499,69947.05603,327748.958,,,,,,
Run_568,0.001011327,3189.637874,129510.8263,891869.9234,,,,,,
Run_569,0.000992785,3197.344721,92407.87849,716417.627,,,,,,
Run_570,0.002995654,6306.711926,226680.3451,1528104.205,,,,,,
Run_571,0.002995653,6306.712085,226702.104,1528221.597,,,,,,
Run_572,0.002995654,6306.711921,226679.5301,1528099.973,,,,,,
Run_573,0.000913442,3137.343447,206314.5639,1801556.173,,,,,,
Run_574,0.002602114,5136.345249,523756.9126,1861363.19,,,,,,
Run_575,0.105375565,56889.44353,94354.88232,111483.9947,,,,,,
Run_576,0.002995654,6306.711921,226679.5301,1528099.973,,,,,,
Run_577,0.002566632,3916.931767,596539986,1853421443,,,,,,
Run_578,0.002405752,3903.377272,8637781.217,58089547.09,,,,,,
Run_579,0.002566509,3916.894133,596539949.4,1853421346,,,,,,
Run_580,0.002566731,3916.961977,596540015.4,1853421511,,,,,,
Run_581,0.002566632,3916.931767,596539986,1853421443,,,,,,
Run_582,0.002607201,3919.081684,680999660.4,1848266241,,,,,,
Run_583,0.001904766,3705.481461,241577899.2,950754989.4,,,,,,
Run_584,0.112027105,59643.26641,32795.99616,7233.636673,,,,,,
Run_585,0.112206383,59700.70383,26740.68029,5870.988009,,,,,,
Run_586,0.111163467,59409.65145,42947.6303,4892.846849,,,,,,
Run_587,0.111163467,59409.65145,42936.71257,4885.245263,,,,,,
Run_588,0.111163467,59409.65145,42941.90585,4888.86077,,,,,,
Run_589,0.110849171,59289.3549,50067.49568,5959.24928,,,,,,
Run_590,0.111098956,59396.83631,41109.57964,5025.446377,,,,,,
Run_591,0.001857668,3700.201445,4562354.777,32941529.81,,,,,,
Run_592,0.111163467,59409.65145,42941.90585,4888.86077,,,,,,
Run_593,49547.48515,13382.36167,18.55636377,411.3596547,,,,,,
Run_594,54081.59849,9250.911176,24.26114977,537.9347334,,,,,,
Run_595,49547.48515,13382.36167,18.54983443,410.8684586,,,,,,
Run_596,49547.48515,13382.36167,18.59262781,414.0874537,,,,,,
Run_597,49547.48515,13382.36167,18.55636377,411.3596547,,,,,,
Run_598,0.00088501,3128.931079,274124.2607,2512655.413,,,,,,
Run_599,49547.48515,13382.36167,18.55636377,411.3596547,,,,,,
Run_600,49547.48515,13382.36167,18.55636377,411.3596547,,,,,,
Run_601,0.00088501,3128.931103,274124.5026,2512658.329,,,,,,
Run_602,0.000834504,3113.7515,119453.4072,1436325.181,,,,,,
Run_603,0.000834504,3113.751485,119453.157,1436322.108,,,,,,
Run_604,0.000834503,3113.751498,119453.3751,1436324.782,,,,,,
Run_605,54081.59849,9250.911176,24.2990255,540.8173325,,,,,,
Run_606,0.000834503,3113.751498,119453.3751,1436324.782,,,,,,
Run_607,0.000834503,3113.751498,119453.3751,1436324.782,,,,,,
Run_608,0.000834503,3113.751498,119453.3751,1436324.782,,,,,,
Run_609,0.001224236,3332.880529,15458124.45,31926465.24,,,,,,
Run_610,0.001364785,3396.509862,25909952.52,53550000.43,,,,,,
Run_611,0.001224299,3332.900055,15458154.01,31926530.42,,,,,,
Run_612,0.001223702,3332.572173,1351007.309,5598961.922,,,,,,
Run_613,0.001224236,3332.880529,15458124.45,31926465.24,,,,,,
Run_614,0.000808171,3140.485753,8544133.235,34027338.77,,,,,,
Run_615,0.001031268,3258.909569,5850194.143,16115342.61,,,,,,
Run_616,0.106896573,57329.87896,106886.2981,96744.33097,,,,,,
Run_617,0.079321048,46658.35,80978.36605,356035.4108,,,,,,
Run_618,0.084239065,48627.35817,66803.85907,181027.4835,,,,,,
Run_619,0.084239066,48627.35853,92480.17301,442552.8954,,,,,,
Run_620,0.084239065,48627.35838,84986.93076,370447.2781,,,,,,
Run_621,0.108595325,58102.43744,88767.27679,66672.30355,,,,,,
Run_622,0.079225848,46559.45928,100458.5775,445993.2101,,,,,,
Run_623,0.000698481,3091.216749,4373376.369,25310927.97,,,,,,
Run_624,0.084239065,48627.35838,84986.93076,370447.2781,,,,,,
Run_625,0.110915906,59252.13231,62541.71363,8807.544484,,,,,,
Run_626,0.111649601,59485.55175,54647.84465,8884.939507,,,,,,
Run_627,0.110915906,59252.1323,61804.16136,8269.544349,,,,,,
Run_628,0.110915906,59252.1323,62552.87904,8815.775991,,,,,,
Run_629,0.110915906,59252.13231,62541.71363,8807.544484,,,,,,
Run_630,7.587517017,59754.43307,1172.466678,2897.132988,,,,,,
Run_631,0.110721464,59212.61123,52501.07593,9501.908431,,,,,,
Run_632,0.001268335,3458.517254,2868185.33,40917464.73,,,,,,
Run_633,1223367.204,6030.935766,2714.418618,205099.0341,,,,,,
Run_634,1223403.159,6185.640372,3176.665507,374688.1224,,,,,,
Run_635,1223403.159,6185.640371,2973.701325,324798.39,,,,,,
Run_636,1223403.159,6185.640371,2991.510692,329259.2952,,,,,,
Run_637,0.002442653,3907.002362,213957499.2,979693568.6,,,,,,
Run_638,466581.5537,4061.748819,725.7501482,82672.92553,,,,,,
Run_639,4.882568733,59774.61719,759.4549667,3885.090378,,,,,,
Run_640,1223403.159,6185.640371,2991.510692,329259.2952,,,,,,
Run_641,0.001288598,3458.857308,10465825.74,77311784.69,,,,,,
Run_642,0.001270137,3458.483675,226152.723,4562289.573,,,,,,
Run_643,0.001288587,3458.854064,10465822.82,77311770.06,,,,,,
Run_644,0.001288535,3458.836888,10465694.63,77311247.38,,,,,,
Run_645,0.001288598,3458.857308,10465825.74,77311784.69,,,,,,
Run_646,466705.6849,4012.847345,786.3069027,69983.73032,,,,,,
Run_647,0.002524062,3906.52704,109493903,389315785.9,,,,,,
Run_648,0.073715973,44409.99327,76427.12412,214746.7132,,,,,,
Run_649,2712.484768,57178.16757,162.3054748,5401.896879,,,,,,
Run_650,6446.177394,53401.30585,81.64872328,2734.849017,,,,,,
Run_651,6446.177394,53401.30585,82.24974434,2805.333995,,,,,,
Run_652,6446.177394,53401.30585,81.16309979,2677.858684,,,,,,
Run_653,0.031008673,25449.4269,47198.8919,161706.5456,,,,,,
Run_654,4833.322386,54865.89455,111.0057704,2463.322729,,,,,,
Run_655,1223318.693,5707.798573,2486.149848,100998.9873,,,,,,
Run_656,6446.177394,53401.30585,81.16309979,2677.858684,,,,,,
Run_657,0.060499866,38825.13176,99779.22905,702608.0642,,,,,,
Run_658,0.049987051,34275.80535,83214.62851,613890.8312,,,,,,
Run_659,0.060499866,38825.13176,99707.57694,701941.9026,,,,,,
Run_660,0.060499866,38825.13176,99934.02488,704048.4149,,,,,,
Run_661,0.060499866,38825.13176,99779.22905,702608.0642,,,,,,
Run_662,0.080036594,46893.4935,109083.0981,463090.5585,,,,,,
Run_663,0.060499866,38825.13176,99779.22905,702608.0642,,,,,,
Run_664,0.001910581,3722.817678,1064353027,5170676104,,,,,,
Run_665,0.001956573,3729.102015,1327820279,5136721830,,,,,,
Run_666,0.001907851,3709.798059,438391835.2,1787781865,,,,,,
Run_667,0.001907299,3709.633028,438391735.9,1787781522,,,,,,
Run_668,0.001907748,3709.7675,438391820.4,1787781804,,,,,,
Run_669,0.001863301,3707.112735,333263642.5,1796691587,,,,,,
Run_670,0.001907748,3709.7675,438391820.4,1787781804,,,,,,
Run_671,0.071606844,43492.90249,98182.54167,425826.3161,,,,,,
Run_672,0.001907748,3709.7675,438391820.4,1787781804,,,,,,
Run_673,0.00069949,3091.376334,7245504.438,40884678.38,,,,,,
Run_674,0.000697133,3091.137238,3956200.455,23181743.37,,,,,,
Run_675,0.000699511,3091.383504,7245513.032,40884724.92,,,,,,
Run_676,0.0006995,3091.379633,7245509.845,40884708.02,,,,,,
Run_677,0.00069949,3091.376334,7245504.438,40884678.38,,,,,,
Run_678,0.000696582,3091.142969,6640997.111,40964937.22,,,,,,
Run_679,0.000929125,3183.752897,43776764.95,141971773.2,,,,,,
Run_680,0.112553845,59763.07518,31233.48378,7399.057345,,,,,,
Run_681,0.112347423,59704.21189,34318.89831,10943.42026,,,,,,
Run_682,0.11216449,59650.2852,38328.27816,11003.86141,,,,,,
Run_683,0.11216449,59650.2852,38370.67669,11124.22618,,,,,,
Run_684,0.11216449,59650.2852,38382.89528,11159.06953,,,,,,
Run_685,0.112285644,59696.45511,32948.3651,9423.742665,,,,,,
Run_686,0.112290459,59675.49471,43033.29599,9348.877966,,,,,,
Run_687,0.000903413,3181.409462,21275466.33,76447629.47,,,,,,
Run_688,0.11216449,59650.2852,38382.89528,11159.06953,,,,,,
Run_689,0.112486563,59807.60132,1378.485005,4591.226919,,,,,,
Run_690,0.112242022,59759.45883,1756.806189,3864.149186,,,,,,
Run_691,0.112486563,59807.60129,1304.807226,2195.882501,,,,,,
Run_692,0.112486563,59807.60129,1382.021118,4710.605676,,,,,,
Run_693,0.112486563,59807.60132,1378.485005,4591.226919,,,,,,
Run_694,0.112306787,59739.07806,19081.72743,5650.41885,,,,,,
Run_695,0.112635898,59836.58182,1495.337102,3686.097013,,,,,,
Run_696,0.007296636,5348.157144,47626973.91,21242807.09,,,,,,
Run_697,0.000703456,3091.569014,1607247.921,7712694.869,,,,,,
Run_698,0.000700129,3091.309673,510662.6375,3094400.769,,,,,,
Run_699,0.000700112,3091.300151,129381.2744,1575094.855,,,,,,
Run_700,0.000700116,3091.30385,428620.7337,2853076.662,,,,,,
Run_701,0.003747225,4186.937304,3875050.949,2688306.354,,,,,,
Run_702,0.000932924,3183.272071,2291785.376,7003880.757,,,,,,
Run_703,0.11214231,59688.63623,25946.48953,3450.14089,,,,,,
Run_704,0.000700116,3091.30385,428620.7337,2853076.662,,,,,,
Run_705,53030.04963,9599.034053,287.3654331,13950.53658,,,,,,
Run_706,43182.18186,18961.93667,363.0001721,17635.7653,,,,,,
Run_707,53030.04963,9599.034053,312.8412631,18274.93499,,,,,,
Run_708,53030.04963,9599.034053,300.2831502,16168.3698,,,,,,
Run_709,53030.04963,9599.034053,287.3654331,13950.53658,,,,,,
Run_710,0.000900908,3133.719402,73897.08168,842554.1192,,,,,,
Run_711,58296.34013,7527.5804,246.8390949,17192.43936,,,,,,
Run_712,467210.431,4319.819281,1082.930303,47174.19457,,,,,,
Run_713,0.002556838,3912.351735,374434398.1,1174279198,,,,,,
Run_714,0.002756707,4010.531652,6964718756,20254131673,,,,,,
Run_715,0.002867432,4051.583032,6995573698,20391298494,,,,,,
Run_716,0.002880777,4055.627605,6995577032,20391308959,,,,,,
Run_717,1226999.041,7707.252148,5888.886506,497545.1703,,,,,,
Run_718,0.001322814,3472.081979,625815644.5,3096283845,,,,,,
Run_719,0.001319969,3281.327782,1099499.314,3650508.759,,,,,,
Run_720,0.002880777,4055.627605,6995577032,20391308959,,,,,,
Run_721,0.11249118,59759.53532,26518.83406,7537.573748,,,,,,
